file,function,changes_in_30_days,initial_commit_date
apps/bridge/next.config.mjs,redirects,1,2023-07-19 07:25:38+00:00
apps/bridge/pages/index.tsx,HomePage,1,2023-07-19 07:25:38+00:00
apps/web/src/config/constants/campaigns.ts,(anonymous),1,2023-07-24 03:15:59+00:00
apps/blog/hooks/getArticle.ts,response.data.map,2,2023-07-25 04:18:21+00:00
apps/blog/hooks/getArticle.ts,getSingleArticle,2,2023-07-25 04:18:21+00:00
apps/blog/hooks/getArticle.ts,(anonymous),2,2023-07-25 04:18:21+00:00
apps/blog/hooks/getArticle.ts,getCategories,2,2023-07-25 04:18:21+00:00
apps/blog/pages/index.tsx,getStaticProps,2,2023-07-25 04:18:21+00:00
apps/blog/pages/index.tsx,BlogPage,2,2023-07-25 04:18:21+00:00
apps/blog/utils/transformArticle.ts,article.attributes?.categories?.data?.map,4,2023-07-25 04:18:21+00:00
apps/web/src/views/Pools/components/CakeVaultCard/VaultCardActions/HasSharesActions.tsx,(anonymous),2,2023-07-27 02:38:52+00:00
apps/web/src/views/Pools/components/CakeVaultCard/VaultCardActions/HasSharesActions.tsx,HasSharesActions,1,2023-07-27 02:38:52+00:00
apps/web/src/views/Pools/components/CakeVaultCard/VaultCardActions/VaultStakeActions.tsx,(anonymous),2,2023-07-27 02:38:52+00:00
apps/web/src/views/Pools/components/CakeVaultCard/VaultCardActions/VaultStakeActions.tsx,VaultStakeActions,1,2023-07-27 02:38:52+00:00
apps/web/src/views/Pools/components/LockedPool/Common/ConvertToLock.tsx,ConvertToLock,1,2023-07-27 02:38:52+00:00
apps/web/src/views/Pools/components/LockedPool/Common/LockedActions.tsx,(anonymous),4,2023-07-27 02:38:52+00:00
apps/web/src/views/Pools/components/LockedPool/Common/LockedActions.tsx,LockedActions,2,2023-07-27 02:38:52+00:00
apps/web/src/views/Pools/components/LockedPool/hooks/useLockedPool.tsx,duration,1,2023-07-27 02:38:52+00:00
apps/web/src/views/Pools/components/LockedPool/Common/BalanceField.tsx,(anonymous),11,2023-07-27 09:43:47+00:00
apps/web/src/views/Pools/components/LockedPool/Common/BalanceField.tsx,BalanceField,1,2023-07-27 09:43:47+00:00
apps/web/src/views/Pools/components/LockedPool/Common/Overview/BalanceRow.tsx,DiffBalance,2,2023-07-27 09:44:18+00:00
apps/web/src/views/Pools/components/LockedPool/Common/Overview/BalanceRow.tsx,BalanceRow,2,2023-07-27 09:44:18+00:00
apps/web/src/views/Home/components/Banners/ZksyncBanner.tsx,ZksyncBanner,3,2023-07-27 12:56:36+00:00
apps/web/src/components/GlobalCheckClaimStatus/hooks/useAirdropModalStatus.tsx,(anonymous),3,2023-07-28 07:04:53+00:00
apps/web/src/components/GlobalCheckClaimStatus/hooks/useAirdropModalStatus.tsx,useAirdropModalStatus,1,2023-07-28 07:04:53+00:00
apps/web/src/components/Menu/UserMenu/ClaimYourNFT.tsx,(anonymous),1,2023-07-28 07:04:53+00:00
apps/web/src/components/Menu/UserMenu/ClaimYourNFT.tsx,ClaimYourNFT,1,2023-07-28 07:04:53+00:00
apps/web/src/hooks/useShowOnceAirdropModal.ts,useShowOnceAirdropModal,1,2023-07-28 07:04:53+00:00
apps/web/src/hooks/useContract.ts,useVCakeContract,1,2023-07-31 12:38:32+00:00
apps/web/src/hooks/useContract.ts,useRevenueSharingPoolContract,1,2023-07-31 12:38:32+00:00
apps/web/src/utils/addressHelpers.ts,getVCakeAddress,1,2023-07-31 12:38:32+00:00
apps/web/src/utils/addressHelpers.ts,getRevenueSharingPoolAddress,1,2023-07-31 12:38:32+00:00
apps/web/src/utils/contractHelpers.ts,getVCakeAddress,1,2023-07-31 12:38:32+00:00
apps/web/src/utils/contractHelpers.ts,getRevenueSharingPoolAddress,1,2023-07-31 12:38:32+00:00
apps/web/src/utils/contractHelpers.ts,getRevenueSharingPoolContract,1,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/LockedPool/LockedStaking.tsx,(anonymous),3,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/LockedPool/LockedStaking.tsx,LockedStaking,1,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/BenefitsModal/BenefitsText.tsx,BenefitsText,1,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/BenefitsModal/BenefitsTooltipsText.tsx,BenefitsTooltipsText,1,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/BenefitsModal/ClaimButton.tsx,availableClaim,2,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/BenefitsModal/ClaimButton.tsx,(anonymous),6,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/BenefitsModal/ClaimButton.tsx,ClaimButton,2,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/BenefitsModal/LockedBenefits.tsx,(anonymous),6,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/BenefitsModal/LockedBenefits.tsx,LockedBenefits,1,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/BenefitsModal/RevenueSharing.tsx,?,3,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/BenefitsModal/RevenueSharing.tsx,(anonymous),21,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/BenefitsModal/RevenueSharing.tsx,RevenueSharing,3,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/BenefitsModal/SharingPoolNameCell.tsx,(anonymous),8,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/BenefitsModal/SharingPoolNameCell.tsx,SharingPoolNameCell,2,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/BenefitsModal/index.tsx,pool,1,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/BenefitsModal/index.tsx,(anonymous),3,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/BenefitsModal/index.tsx,BenefitsModal,1,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/JoinRevenueModal/JoinButton.tsx,?,2,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/JoinRevenueModal/JoinButton.tsx,(anonymous),2,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/JoinRevenueModal/JoinButton.tsx,JoinButton,1,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/JoinRevenueModal/VCakeModal.tsx,(anonymous),9,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/JoinRevenueModal/VCakeModal.tsx,VCakeModal,1,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/JoinRevenueModal/index.tsx,?,2,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/JoinRevenueModal/index.tsx,(anonymous),2,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/components/RevenueSharing/JoinRevenueModal/index.tsx,JoinRevenueModal,1,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/hooks/useRevenueSharingPool.ts,(anonymous),2,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/hooks/useRevenueSharingPool.ts,useRevenueSharingPool,2,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/hooks/useVCake.tsx,isInitialization,1,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/hooks/useVCake.tsx,(anonymous),1,2023-07-31 12:38:32+00:00
apps/web/src/views/Pools/hooks/useVCake.tsx,useVCake,1,2023-07-31 12:38:32+00:00
packages/uikit/src/components/Svg/Icons/BCake.tsx,Icon,1,2023-07-31 12:38:32+00:00
packages/uikit/src/components/Svg/Icons/ICake.tsx,Icon,1,2023-07-31 12:38:32+00:00
packages/uikit/src/components/Svg/Icons/VCake.tsx,Icon,1,2023-07-31 12:38:32+00:00
apps/web/src/utils/customGTMEventTracking.ts,window?.dataLayer,1,2023-08-01 14:11:49+00:00
apps/web/src/utils/customGTMEventTracking.ts,logGTMClickSwapEvent,1,2023-08-01 14:11:49+00:00
apps/web/src/utils/customGTMEventTracking.ts,logGTMClickStakeFarmEvent,1,2023-08-01 14:11:49+00:00
apps/web/src/utils/customGTMEventTracking.ts,logGTMClickAddLiquidityEvent,1,2023-08-01 14:11:49+00:00
apps/web/src/utils/customGTMEventTracking.ts,logGTMWalletConnectEvent,1,2023-08-01 14:11:49+00:00
packages/ui-wallets/src/WalletModal.tsx,docLink,1,2023-08-01 14:11:49+00:00
apps/web/src/utils/shouldShowSwapWarning.ts,(anonymous),3,2023-08-01 17:45:47+00:00
apps/web/src/utils/shouldShowSwapWarning.ts,shouldShowSwapWarning,3,2023-08-01 17:45:47+00:00
apps/web/src/views/Swap/components/SwapWarningModal/1/ALETHWarning.tsx,ALETHWarning,1,2023-08-01 17:45:47+00:00
apps/web/src/views/Swap/components/SwapWarningModal/56/ABNBWarning.tsx,ABNBWarning,1,2023-08-01 17:45:47+00:00
apps/web/src/views/Swap/components/SwapWarningModal/56/BTTWarning.tsx,BTTWarning,1,2023-08-01 17:45:47+00:00
apps/web/src/views/Swap/components/SwapWarningModal/56/CcarWarning.tsx,CcarWarning,1,2023-08-01 17:45:47+00:00
apps/web/src/views/Swap/components/SwapWarningModal/56/FREEWarning.tsx,FREEWarning,1,2023-08-01 17:45:47+00:00
apps/web/src/views/Swap/components/SwapWarningModal/56/GalaWarning.tsx,GalaWarning,1,2023-08-01 17:45:47+00:00
apps/web/src/views/Swap/components/SwapWarningModal/56/ItamWarning.tsx,ItamWarning,1,2023-08-01 17:45:47+00:00
apps/web/src/views/Swap/components/SwapWarningModal/56/SafemoonWarning.tsx,SafemoonWarning,1,2023-08-01 17:45:47+00:00
apps/web/src/views/Swap/components/SwapWarningModal/56/XCADWarning.tsx,XCADWarning,1,2023-08-01 17:45:47+00:00
apps/web/src/views/Swap/hooks/useWarningImport.tsx,),1,2023-08-01 17:45:47+00:00
apps/web/src/views/Swap/hooks/useWarningImport.tsx,(anonymous),4,2023-08-01 17:45:47+00:00
packages/uikit/src/components/Svg/Icons/ZkEVM.tsx,ZkEVM,1,2023-08-03 15:51:41+00:00
packages/uikit/src/components/Svg/Icons/ZkSync.tsx,ZkSync,1,2023-08-03 15:51:41+00:00
apps/web/src/components/AccessRisk/AccessRiskTooltips.tsx,AccessRiskTooltips,3,2023-08-08 05:32:54+00:00
apps/web/src/components/AccessRisk/index.tsx,(anonymous),56,2023-08-08 05:32:54+00:00
apps/web/src/components/AccessRisk/utils/fetchTokenRisk.ts,fetchRiskApi,3,2023-08-08 05:32:54+00:00
apps/web/src/components/AccessRisk/utils/fetchTokenRisk.ts,fetchRiskToken,3,2023-08-08 05:32:54+00:00
apps/web/src/components/SearchModal/ImportToken.tsx,network,2,2023-08-08 05:32:54+00:00
apps/web/src/components/SearchModal/ImportToken.tsx,ImportToken,2,2023-08-08 05:32:54+00:00
apps/web/src/pages/liquidity/[tokenId].tsx,getStaticPaths,3,2023-08-10 03:43:21+00:00
apps/web/src/pages/liquidity/[tokenId].tsx,getStaticProps,3,2023-08-10 03:43:21+00:00
apps/web/src/views/Home/components/Banners/ArbitrumOneBanner.tsx,ArbitrumOneBanner,3,2023-08-10 14:46:59+00:00
apis/farms/src/kv.ts,lp,1,2023-08-11 02:05:57+00:00
apis/farms/src/kv.ts,lpAll,1,2023-08-11 02:05:57+00:00
apis/farms/src/kv.ts,apr,1,2023-08-11 02:05:57+00:00
apis/farms/src/kv.ts,farm,1,2023-08-11 02:05:57+00:00
apis/farms/src/kv.ts,farms,1,2023-08-11 02:05:57+00:00
apis/farms/src/kv.ts,farmsV3Liquidity,1,2023-08-11 02:05:57+00:00
apis/farms/src/kv.ts,getFarms,1,2023-08-11 02:05:57+00:00
apis/farms/src/kv.ts,saveFarms,1,2023-08-11 02:05:57+00:00
apis/farms/src/kv.ts,getApr,1,2023-08-11 02:05:57+00:00
apis/farms/src/kv.ts,saveApr,1,2023-08-11 02:05:57+00:00
apis/farms/src/v3.ts,fetchLiquidityFromSubgraph,6,2023-08-11 02:05:57+00:00
apis/farms/src/v3.ts,timeout,6,2023-08-11 02:05:57+00:00
apps/web/src/pages/_document.tsx,renderPage,1,2023-08-11 02:05:57+00:00
apps/web/src/pages/_document.tsx,(anonymous),1,2023-08-11 02:05:57+00:00
apps/web/src/state/farmsV3/hooks.ts,useMemo,2,2023-08-11 02:05:57+00:00
apps/web/src/hooks/useLockedEndNotification.tsx,(anonymous),4,2023-08-11 03:07:29+00:00
apps/web/src/hooks/useLockedEndNotification.tsx,useLockedNotificationShow,2,2023-08-11 03:07:29+00:00
apps/web/src/hooks/useBNBPrice.ts,queryFn,2,2023-08-14 03:03:16+00:00
apps/web/src/hooks/useBNBPrice.ts,getBNBPriceFromOracle,3,2023-08-14 03:03:16+00:00
apps/web/src/hooks/useBUSDPrice.ts,useStablecoinPriceAmount,1,2023-08-14 03:03:16+00:00
apps/web/src/hooks/useCakePrice.ts,queryFn,2,2023-08-14 03:03:16+00:00
apps/web/src/hooks/useCakePrice.ts,getCakePriceFromOracle,3,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/ActivityHistory/ActivityHistory.tsx,(anonymous),14,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/ActivityHistory/ActivityHistory.tsx,ActivityHistory,1,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/Collection/IndividualNFTPage/OneOfAKindNftPage/ActivityCard.tsx,(anonymous),8,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/Collection/IndividualNFTPage/OneOfAKindNftPage/ActivityCard.tsx,ActivityCard,1,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/Collection/IndividualNFTPage/OneOfAKindNftPage/MainNFTCard.tsx,nft,1,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/Collection/IndividualNFTPage/OneOfAKindNftPage/MainNFTCard.tsx,MainNFTCard,1,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/Collection/IndividualNFTPage/OneOfAKindNftPage/OwnerCard.tsx,nft,2,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/Collection/IndividualNFTPage/OneOfAKindNftPage/OwnerCard.tsx,OwnerCard,2,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/Collection/IndividualNFTPage/PancakeBunnyPage/ForSaleTableCard/ForSaleTableRows.tsx,t,2,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/Collection/IndividualNFTPage/PancakeBunnyPage/ForSaleTableCard/ForSaleTableRows.tsx,(anonymous),6,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/Collection/IndividualNFTPage/PancakeBunnyPage/ForSaleTableCard/ForSaleTableRows.tsx,Row,2,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/Collection/IndividualNFTPage/PancakeBunnyPage/MainPancakeBunnyCard.tsx,cheapestNft,1,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/Collection/IndividualNFTPage/PancakeBunnyPage/MainPancakeBunnyCard.tsx,MainPancakeBunnyCard,1,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/components/Activity/ActivityPrice.tsx,ActivityPrice,1,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/components/Activity/ActivityRow.tsx,(anonymous),4,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/components/Activity/ActivityRow.tsx,ActivityRow,1,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/components/BuySellModals/SellModal/SetPriceStage.tsx,nftToSell,1,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/components/BuySellModals/SellModal/SetPriceStage.tsx,(anonymous),5,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/components/BuySellModals/SellModal/SetPriceStage.tsx,SetPriceStage,1,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/components/CollectibleCard/CardBody.tsx,CollectibleCardBody,1,2023-08-14 03:03:16+00:00
apps/web/src/views/Nft/market/components/CollectibleCard/styles.tsx,(anonymous),2,2023-08-14 03:03:16+00:00
apps/web/src/views/Profile/components/ActivityHistory/index.tsx,(anonymous),12,2023-08-14 03:03:16+00:00
apps/web/src/views/Profile/components/ActivityHistory/index.tsx,ActivityHistory,1,2023-08-14 03:03:16+00:00
apps/web/src/views/TradingCompetition/helpers.ts,localiseTradingVolume,1,2023-08-14 03:03:16+00:00
apps/web/src/views/TradingCompetition/helpers.ts,useCompetitionCakeRewards,1,2023-08-14 03:03:16+00:00
apps/web/src/views/TradingCompetition/helpers.ts,useFanTokenCompetitionRewards,1,2023-08-14 03:03:16+00:00
apps/web/src/views/TradingCompetition/helpers.ts,useMoboxCompetitionRewards,1,2023-08-14 03:03:16+00:00
apps/web/src/views/TradingCompetition/helpers.ts,useModCompetitionRewards,1,2023-08-14 03:03:16+00:00
apps/web/src/views/TradingCompetition/helpers.ts,(anonymous),2,2023-08-14 03:03:16+00:00
apps/web/src/views/TradingCompetition/helpers.ts,getEasterRewardGroupAchievements,1,2023-08-14 03:03:16+00:00
apps/web/src/views/TradingCompetition/helpers.ts,getRewardGroupAchievements,1,2023-08-14 03:03:16+00:00
apps/blog/pages/api/disabled-preview.tsx,handler,1,2023-08-15 04:08:26+00:00
apps/blog/pages/api/preview.tsx,preview,1,2023-08-15 04:08:26+00:00
apps/blog/pages/articles/[slug].tsx,(anonymous),2,2023-08-15 04:08:26+00:00
apps/blog/pages/articles/[slug].tsx,getStaticPaths,1,2023-08-15 04:08:26+00:00
apps/web/src/pages/liquid-staking/[contract].tsx,(anonymous),16,2023-08-15 10:54:34+00:00
apps/web/src/pages/liquid-staking/[contract].tsx,LiquidStakingStakePage,2,2023-08-15 10:54:34+00:00
apps/web/src/pages/liquid-staking/index.tsx,(anonymous),10,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/Stake/index.tsx,selectedList,1,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/components/FAQs.tsx,LiquidStakingFAQs,1,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/components/LiquidStakingButton.tsx,(anonymous),8,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/components/LiquidStakingButton.tsx,LiquidStakingButton,1,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/components/StakeInfo/ExchangeRateTitle.tsx,ExchangeRateTitle,1,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/components/StakeInfo/LiquidStakingApr.tsx,(anonymous),2,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/components/StakeInfo/LiquidStakingApr.tsx,LiquidStakingApr,1,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/components/StakeInfo/index.tsx,(anonymous),2,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/components/StakeInfo/index.tsx,StakeInfo,1,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/constants/FAQs/BnbSnbnbFaq.tsx,BnbSnbnbFaq,1,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/constants/FAQs/EthWbethFaq.tsx,EthWbethFaq,1,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/hooks/useCallStakingContract.tsx,(anonymous),3,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/hooks/useCallStakingContract.tsx,useCallStakingContract,1,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/hooks/useExchangeRate.tsx,exchangeRateList,2,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/hooks/useExchangeRate.tsx,(anonymous),4,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/hooks/useExchangeRate.tsx,useExchangeRate,2,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/hooks/useLiquidStakingApprovalStatus.tsx,useLiquidStakingApprovalStatus,1,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/hooks/useLiquidStakingApprove.tsx,(anonymous),2,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/hooks/useLiquidStakingApprove.tsx,useLiquidStakingApprove,1,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/hooks/useLiquidStakingApr.tsx,aprs,1,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/hooks/useLiquidStakingApr.tsx,(anonymous),3,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/hooks/useLiquidStakingApr.tsx,useLiquidStakingApr,1,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/hooks/useLiquidStakingList.tsx,fetchLiquidStaking,1,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/hooks/useLiquidStakingList.tsx,(anonymous),1,2023-08-15 10:54:34+00:00
apps/web/src/views/LiquidStaking/hooks/useLiquidStakingList.tsx,useLiquidStakingList,1,2023-08-15 10:54:34+00:00
packages/farms/src/v2/farmPrices.ts,isNativeFarm,1,2023-08-15 17:25:03+00:00
apps/web/src/hooks/useBNBPrice.ts,(anonymous),1,2023-08-16 03:55:41+00:00
apps/web/src/hooks/useBNBPrice.ts,useBNBPrice,1,2023-08-16 03:55:41+00:00
apps/web/src/hooks/useCakePrice.ts,(anonymous),1,2023-08-16 03:55:41+00:00
apps/web/src/hooks/useCakePrice.ts,useCakePrice,1,2023-08-16 03:55:41+00:00
packages/farms/constants/priceHelperLps/getFarmsPriceHelperLpFiles.ts,getFarmsPriceHelperLpFiles,3,2023-08-16 04:28:02+00:00
packages/awgmi/core/src/connectors/types.ts,account,1,2023-08-17 02:29:10+00:00
packages/awgmi/core/src/connectors/types.ts,connect,1,2023-08-17 02:29:10+00:00
packages/awgmi/core/src/connectors/types.ts,disconnect,1,2023-08-17 02:29:10+00:00
packages/awgmi/core/src/connectors/types.ts,isConnected,1,2023-08-17 02:29:10+00:00
packages/awgmi/core/src/connectors/types.ts,network,1,2023-08-17 02:29:10+00:00
packages/awgmi/core/src/connectors/types.ts,signMessage,1,2023-08-17 02:29:10+00:00
packages/awgmi/core/src/connectors/types.ts,onAccountChange?,1,2023-08-17 02:29:10+00:00
apps/web/src/views/BuyCrypto/components/AccordianDropdown/AccordianItem.tsx,providerFee,4,2023-08-17 09:22:30+00:00
apps/web/src/views/Home/components/Banners/MoonPayBanner.tsx,CrossSVG,2,2023-08-17 13:38:39+00:00
apps/web/src/views/Home/components/Banners/MoonPayBanner.tsx,MoonPayBanner,3,2023-08-17 13:38:39+00:00
apps/web/src/views/Pools/components/LockedPool/Common/Overview/index.tsx,(anonymous),8,2023-08-18 07:42:56+00:00
apps/web/src/views/Pools/components/LockedPool/Common/Overview/index.tsx,Overview,1,2023-08-18 07:42:56+00:00
apps/web/src/views/Pools/components/LockedPool/utils/formatICake.ts,formatICake,1,2023-08-18 07:42:56+00:00
apps/web/src/state/mint/reducer.ts,createFormAtom,1,2023-08-19 02:37:16+00:00
apps/web/src/state/mint/reducer.ts,useAddLiquidityV2FormState,1,2023-08-19 02:37:16+00:00
apps/web/src/state/mint/reducer.ts,useAddLiquidityV2FormDispatch,1,2023-08-19 02:37:16+00:00
apps/web/src/views/AddLiquidity/AddLiquidityV2FormProvider.tsx,(anonymous),1,2023-08-19 02:37:16+00:00
apps/web/src/views/AddLiquidity/AddLiquidityV2FormProvider.tsx,AddLiquidityV2FormProvider,1,2023-08-19 02:37:16+00:00
apps/web/src/state/burn/reducer.ts,createFormAtom,1,2023-08-19 02:39:46+00:00
apps/web/src/state/burn/reducer.ts,useRemoveLiquidityV2FormState,1,2023-08-19 02:39:46+00:00
apps/web/src/state/burn/reducer.ts,useRemoveLiquidityV2FormDispatch,1,2023-08-19 02:39:46+00:00
apps/web/src/views/RemoveLiquidity/RemoveLiquidityV2FormProvider.tsx,(anonymous),1,2023-08-19 02:39:46+00:00
apps/web/src/views/RemoveLiquidity/RemoveLiquidityV2FormProvider.tsx,RemoveLiquidityV2FormProvider,1,2023-08-19 02:39:46+00:00
apps/web/src/views/Migration/components/v3/Step4.tsx,(anonymous),30,2023-08-21 00:15:12+00:00
apps/web/src/hooks/useCakeApprovalStatus.ts,(anonymous),1,2023-08-21 01:16:10+00:00
apps/web/src/hooks/useInfoUserSavedTokensAndPoolsList.ts,createDefaultTokenAndPoolList,2,2023-08-21 03:16:45+00:00
packages/tokens/src/helpers.ts,createEmptyList,2,2023-08-21 03:16:45+00:00
packages/utils/enumValues.ts,>,3,2023-08-21 03:16:45+00:00
packages/wagmi/src/hooks/useSignMessage.ts,useCallback,1,2023-08-21 03:16:45+00:00
packages/wagmi/src/hooks/useSignMessage.ts,sign,1,2023-08-21 03:16:45+00:00
apps/web/src/views/V3Info/hooks/index.ts,useTokensData,2,2023-08-23 05:31:13+00:00
apps/web/src/views/V3Info/hooks/index.ts,useTokenData,2,2023-08-23 05:31:13+00:00
apps/web/src/views/V3Info/hooks/index.ts,usePoolData,2,2023-08-23 05:31:13+00:00
packages/pools/tsup.config.ts,(anonymous),1,2023-08-23 09:12:49+00:00
packages/pools/tsup.config.ts,onSuccess,2,2023-08-23 09:12:49+00:00
apps/web/src/views/Swap/MMLinkPools/components/TransactionConfirmSwapContent.tsx,(anonymous),10,2023-08-24 10:24:22+00:00
apps/web/src/views/Swap/MMLinkPools/components/TransactionConfirmSwapContent.tsx,tradeMeaningfullyDiffers,2,2023-08-24 10:24:22+00:00
apps/web/src/views/Swap/V3Swap/components/TransactionConfirmSwapContent.tsx,(anonymous),11,2023-08-24 10:24:22+00:00
apps/web/src/views/Swap/V3Swap/components/TransactionConfirmSwapContent.tsx,TransactionConfirmSwapContentComp,2,2023-08-24 10:24:22+00:00
apps/web/src/views/Swap/components/SwapModalHeader.tsx,},2,2023-08-24 10:24:22+00:00
apps/web/src/views/Swap/components/SwapModalHeader.tsx,(anonymous),2,2023-08-24 10:24:22+00:00
apps/web/src/views/Swap/components/SwapModalHeader.tsx,SwapModalHeader,2,2023-08-24 10:24:22+00:00
apps/web/src/views/Home/components/Banners/LineaBanner.tsx,CrossSVG,3,2023-08-24 13:59:17+00:00
apps/web/src/views/Home/components/Banners/LineaBanner.tsx,LineaBanner,3,2023-08-24 13:59:17+00:00
apps/web/src/views/Swap/V3Swap/containers/FormMain.tsx,(anonymous),10,2023-08-25 00:24:36+00:00
apps/web/src/views/Swap/V3Swap/containers/FormMain.tsx,FormMain,1,2023-08-25 00:24:36+00:00
apps/web/src/views/Swap/V3Swap/hooks/useSwapInputError.ts,(anonymous),2,2023-08-25 00:24:36+00:00
apps/web/src/views/Swap/V3Swap/hooks/useSwapInputError.ts,involvesAddress,1,2023-08-25 00:24:36+00:00
apps/web/src/views/Swap/V3Swap/hooks/useSwapInputError.ts,t,1,2023-08-25 00:24:36+00:00
packages/smart-router/evm/v3-router/providers/poolProviders/getV3CandidatePools.ts,GetV3CandidatePoolsParams,1,2023-08-25 03:48:56+00:00
packages/smart-router/evm/v3-router/providers/poolProviders/getV3CandidatePools.ts,GetV3CandidatePools,1,2023-08-25 03:48:56+00:00
packages/smart-router/evm/v3-router/providers/poolProviders/getV3CandidatePools.ts,getV3Pools,3,2023-08-25 03:48:56+00:00
packages/smart-router/evm/v3-router/providers/poolProviders/getV3CandidatePools.ts,createGetV3CandidatePoolsWithFallbacks,1,2023-08-25 03:48:56+00:00
packages/smart-router/evm/v3-router/providers/poolProviders/getV3CandidatePools.ts,getV3CandidatePools,3,2023-08-25 03:48:56+00:00
