file,function,changes_in_30_days,initial_commit_date
packages/uikit/src/components/Radio/Radio.tsx,getCheckedScale,1,2023-05-12 03:06:34+00:00
apps/web/src/views/Pottery/components/Pot/index.tsx,Pot,1,2023-05-14 00:23:44+00:00
apps/web/src/views/Pools/components/AutoEarningsBreakdown.tsx,AutoEarningsBreakdown,1,2023-05-15 01:55:55+00:00
apps/web/src/views/Pools/components/LockedPool/LockedStakingApy.tsx,(anonymous),4,2023-05-15 01:55:55+00:00
apps/web/src/views/Pools/components/LockedPool/LockedStakingApy.tsx,LockedStakingApy,1,2023-05-15 01:55:55+00:00
apps/web/src/views/Pools/components/OriginalLockedInfo.tsx,OriginalLockedInfo,1,2023-05-15 01:55:55+00:00
apps/web/src/views/Pools/components/PoolsTable/ActionPanel/ActionPanel.tsx,(anonymous),3,2023-05-15 01:55:55+00:00
apps/web/src/views/Pools/components/PoolsTable/ActionPanel/AutoHarvest.tsx,AutoHarvestAction,1,2023-05-15 01:55:55+00:00
apps/web/src/views/Pools/components/PoolsTable/Cells/AutoEarningsCell.tsx,AutoEarningsCell,1,2023-05-15 01:55:55+00:00
apps/web/src/views/Pools/components/PoolsTable/Cells/StakedCell.tsx,StakedCell,1,2023-05-15 01:55:55+00:00
packages/next-config/withWebSecurityHeaders.ts,createCSP,4,2023-05-15 01:54:14+00:00
apps/web/src/hooks/useGetENSAddressByName.ts,enabled,1,2023-05-15 05:37:41+00:00
apps/web/src/views/Swap/components/AddressInputPanel.tsx,(anonymous),1,2023-05-15 05:37:41+00:00
apps/bridge/components/Menu.tsx,(anonymous),66,2023-05-16 02:04:43+00:00
apps/bridge/components/Menu.tsx,expression,3,2023-05-16 02:04:43+00:00
apps/bridge/components/Page.tsx,Page,1,2023-05-16 02:04:43+00:00
apps/bridge/pages/index.tsx,(anonymous),4,2023-05-16 02:04:43+00:00
apps/bridge/pages/index.tsx,Bridge,2,2023-05-16 02:04:43+00:00
apps/bridge/pages/stargate.tsx,(anonymous),3,2023-05-16 02:04:43+00:00
apps/bridge/pages/stargate.tsx,Stargate,1,2023-05-16 02:04:43+00:00
apps/web/src/views/Swap/V3Swap/components/RouteDisplayModal.tsx,(anonymous),4,2023-05-16 03:20:57+00:00
apps/aptos/components/Farms/hooks/useLpRewardsAprs.ts,(anonymous),1,2023-05-16 06:41:28+00:00
apps/aptos/components/Farms/hooks/useLpRewardsAprs.ts,useLpRewardsAprs,1,2023-05-16 06:41:28+00:00
apps/aptos/components/SearchModal/ImportToken.tsx,tokens,1,2023-05-16 06:41:28+00:00
apps/aptos/components/SearchModal/ImportToken.tsx,(anonymous),6,2023-05-16 06:41:28+00:00
apps/aptos/components/SearchModal/ManageLists.tsx,(anonymous),28,2023-05-16 06:41:28+00:00
apps/aptos/components/SearchModal/ManageLists.tsx,fetchTempList,1,2023-05-16 06:41:28+00:00
apps/aptos/components/Swap/ConfirmSwapModal.tsx,(anonymous),10,2023-05-16 06:41:28+00:00
apps/aptos/components/Swap/ConfirmSwapModal.tsx,SwapTransactionErrorContent,1,2023-05-16 06:41:28+00:00
apps/aptos/components/Toast/DescriptionWithTx.tsx,DescriptionWithTx,1,2023-05-16 06:41:28+00:00
apps/aptos/components/TransactionConfirmationModal/index.tsx,(anonymous),1,2023-05-16 06:41:28+00:00
apps/aptos/components/TransactionConfirmationModal/index.tsx,TransactionSubmittedContent,1,2023-05-16 06:41:28+00:00
apps/aptos/hooks/Trades.ts,useUnsupportedTokens,1,2023-05-16 06:41:28+00:00
apps/aptos/hooks/Trades.ts,useWarningTokens,1,2023-05-16 06:41:28+00:00
apps/aptos/hooks/Trades.ts,(anonymous),17,2023-05-16 06:41:28+00:00
apps/aptos/hooks/Trades.ts,useTradeExactIn,1,2023-05-16 06:41:28+00:00
apps/aptos/hooks/Trades.ts,useTradeExactOut,1,2023-05-16 06:41:28+00:00
apps/aptos/hooks/Trades.ts,useIsTransactionUnsupported,1,2023-05-16 06:41:28+00:00
apps/aptos/hooks/Trades.ts,useIsTransactionWarning,1,2023-05-16 06:41:28+00:00
apps/aptos/state/swap.ts,useSwapState,1,2023-05-16 06:41:28+00:00
apps/aptos/state/swap.ts,(anonymous),6,2023-05-16 06:41:28+00:00
apps/aptos/state/swap.ts,decodeURIComponent,1,2023-05-16 06:41:28+00:00
apps/aptos/state/swap.ts,paramsToObject,1,2023-05-16 06:41:28+00:00
apps/aptos/state/swap.ts,useDefaultsFromURLSearch,1,2023-05-16 06:41:28+00:00
apps/aptos/state/swap.ts,parseIndependentFieldURLParameter,1,2023-05-16 06:41:28+00:00
apps/aptos/views/Ifos/components/IfoFoldableCard/IfoCardFooter.tsx,(anonymous),2,2023-05-16 06:41:28+00:00
apps/aptos/views/Ifos/components/IfoFoldableCard/IfoCardFooter.tsx,SmartContractIcon,1,2023-05-16 06:41:28+00:00
apps/web/src/hooks/useAccountActiveChain.ts,(anonymous),1,2023-05-16 06:41:28+00:00
apps/web/src/hooks/useAccountActiveChain.ts,useAccountActiveChain,1,2023-05-16 06:41:28+00:00
apps/web/src/hooks/useActiveWeb3React.ts,useActiveWeb3React,1,2023-05-16 06:41:28+00:00
apps/web/src/hooks/useActiveWeb3React.ts,getHashFromRouter,1,2023-05-16 06:41:28+00:00
apps/web/src/hooks/useCatchTxError.tsx,fetchWithCatchTxError,2,2023-05-16 06:41:28+00:00
apps/web/src/hooks/useCatchTxError.tsx,CatchTxErrorReturn,2,2023-05-16 06:41:28+00:00
apps/web/src/hooks/useCatchTxError.tsx,fetchTxResponse,2,2023-05-16 06:41:28+00:00
apps/web/src/hooks/useCatchTxError.tsx,(anonymous),9,2023-05-16 06:41:28+00:00
apps/web/src/hooks/useCatchTxError.tsx,isGasEstimationError,1,2023-05-16 06:41:28+00:00
apps/web/src/hooks/useCatchTxError.tsx,callTx,4,2023-05-16 06:41:28+00:00
apps/web/src/hooks/useCatchTxError.tsx,useCatchTxError,2,2023-05-16 06:41:28+00:00
apps/web/src/hooks/useWrapCallback.ts,(anonymous),2,2023-05-16 06:41:28+00:00
apps/web/src/hooks/useWrapCallback.ts,?,6,2023-05-16 06:41:28+00:00
apps/web/src/hooks/useWrapCallback.ts,t,2,2023-05-16 06:41:28+00:00
apps/web/src/hooks/useWrapCallback.ts,useIsWrapping,2,2023-05-16 06:41:28+00:00
apps/web/src/hooks/v3/useAllV3Routes.ts,(anonymous),2,2023-05-16 06:41:28+00:00
apps/web/src/hooks/v3/useAllV3Routes.ts,poolEquals,1,2023-05-16 06:41:28+00:00
apps/web/src/hooks/v3/useAllV3Routes.ts,useAllV3Routes,1,2023-05-16 06:41:28+00:00
apps/web/src/state/farms/hooks.ts,(anonymous),40,2023-05-16 06:41:28+00:00
apps/web/src/state/farms/hooks.ts,useFarmsLength,3,2023-05-16 06:41:28+00:00
apps/web/src/state/farms/hooks.ts,useFarmV2PublicAPI,3,2023-05-16 06:41:28+00:00
apps/web/src/state/farms/hooks.ts,usePollFarmsWithUserData,3,2023-05-16 06:41:28+00:00
apps/web/src/state/farms/hooks.ts,usePollCoreFarmData,2,2023-05-16 06:41:28+00:00
apps/web/src/state/farms/hooks.ts,useFarms,3,2023-05-16 06:41:28+00:00
apps/web/src/state/farms/hooks.ts,useFarmsPoolLength,2,2023-05-16 06:41:28+00:00
apps/web/src/state/farms/hooks.ts,useFarmFromPid,3,2023-05-16 06:41:28+00:00
apps/web/src/state/farms/hooks.ts,useFarmFromLpSymbol,2,2023-05-16 06:41:28+00:00
apps/web/src/state/farms/hooks.ts,useFarmUser,3,2023-05-16 06:41:28+00:00
apps/web/src/state/farms/hooks.ts,useBusdPriceFromPid,2,2023-05-16 06:41:28+00:00
apps/web/src/state/farms/hooks.ts,useLpTokenPrice,3,2023-05-16 06:41:28+00:00
apps/web/src/state/farms/hooks.ts,usePriceCakeUSD,3,2023-05-16 06:41:28+00:00
apps/web/src/state/lists/updater.ts,(anonymous),28,2023-05-16 06:41:28+00:00
apps/web/src/state/lists/updater.ts,Updater,2,2023-05-16 06:41:28+00:00
apps/web/src/state/transactions/hooks.tsx,(anonymous),44,2023-05-16 06:41:28+00:00
apps/web/src/state/transactions/hooks.tsx,useAllTransactions,2,2023-05-16 06:41:28+00:00
apps/web/src/views/AddLiquidity/ChoosePair.tsx,ChoosePair,1,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/BCakeBoosterCard.tsx,BCakeProxyCakeBalanceCard,1,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/BCakeBoosterCard.tsx,useBCakeTooltipContent,1,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/BCakeBoosterCard.tsx,(anonymous),1,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/BCakeBoosterCard.tsx,BCakeBoosterCard,1,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/FarmCard/StakeAction.tsx,?,8,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/FarmCard/StakeAction.tsx,(anonymous),38,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/FarmCard/StakeAction.tsx,StakeAction,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/FarmTable/Actions/HarvestAction.tsx,userDataReady,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/FarmTable/Actions/HarvestAction.tsx,?,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/FarmTable/Actions/HarvestAction.tsx,ProxyHarvestActionContainer,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/FarmTable/Actions/HarvestAction.tsx,(anonymous),14,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/FarmTable/Actions/HarvestAction.tsx,HarvestActionContainer,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/FarmTable/Actions/HarvestAction.tsx,HarvestAction,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/FarmTable/Actions/StakedAction.tsx,userDataReady,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/FarmTable/Actions/StakedAction.tsx,?,6,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/FarmTable/Actions/StakedAction.tsx,(anonymous),34,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/FarmTable/Actions/StakedAction.tsx,useStakedActions,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/FarmTable/Actions/StakedAction.tsx,handleUnstake,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/YieldBooster/components/MigrateActionButton.tsx,(anonymous),3,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/YieldBooster/components/MigrateActionButton.tsx,MigrateActionButton,1,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/YieldBooster/hooks/useProxyCAKEBalance.ts,getBalanceNumber,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/YieldBooster/hooks/useProxyStakedActions.ts,(anonymous),8,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/YieldBooster/hooks/useProxyStakedActions.ts,useProxyStakedActions,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/YieldBooster/hooks/useYieldBoosterState.ts,isPaused,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/YieldBooster/hooks/useYieldBoosterState.ts,(anonymous),2,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/components/YieldBooster/hooks/useYieldBoosterState.ts,useYieldBoosterState,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/hooks/useBCakeProxyBalance.ts,(anonymous),6,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/hooks/useBCakeProxyBalance.ts,useBCakeProxyBalance,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/hooks/useFirstTimeCrossFarming.ts,(anonymous),4,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/hooks/useFirstTimeCrossFarming.ts,useFirstTimeCrossFarming,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/hooks/useStakeFarms.ts,(anonymous),2,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/hooks/useStakeFarms.ts,useStakeFarms,1,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/hooks/useUnstakeFarms.ts,(anonymous),2,2023-05-16 06:41:28+00:00
apps/web/src/views/Farms/hooks/useUnstakeFarms.ts,useUnstakeFarms,1,2023-05-16 06:41:28+00:00
apps/web/src/views/Home/hooks/useFarmsWithBalance.tsx,(anonymous),22,2023-05-16 06:41:28+00:00
apps/web/src/views/Home/hooks/useFarmsWithBalance.tsx,useFarmsWithBalance,2,2023-05-16 06:41:28+00:00
apps/web/src/views/LimitOrders/hooks/useGelatoLimitOrdersHistory.ts,newOrdersFirst,1,2023-05-16 06:41:28+00:00
apps/web/src/views/LimitOrders/hooks/useGelatoLimitOrdersHistory.ts,orders.filter,1,2023-05-16 06:41:28+00:00
apps/web/src/views/LimitOrders/hooks/useGelatoLimitOrdersHistory.ts,(anonymous),19,2023-05-16 06:41:28+00:00
apps/web/src/views/LimitOrders/hooks/useGelatoLimitOrdersHistory.ts,useMemo,2,2023-05-16 06:41:28+00:00
apps/web/src/views/LimitOrders/index.tsx,(anonymous),47,2023-05-16 06:41:28+00:00
apps/web/src/views/LimitOrders/index.tsx,LimitOrders,1,2023-05-16 06:41:28+00:00
apps/web/src/views/Pools/components/Apr.tsx,(anonymous),1,2023-05-16 06:41:28+00:00
apps/web/src/views/Pools/components/Vault/VaultRoiCalculatorModal.tsx,(anonymous),7,2023-05-16 06:41:28+00:00
apps/web/src/views/Pools/components/Vault/VaultRoiCalculatorModal.tsx,LockedRoiStrategy,1,2023-05-16 06:41:28+00:00
apps/web/src/views/Swap/MMLinkPools/hooks/useDerivedSwapInfoWithMM.ts,>,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Swap/MMLinkPools/hooks/useDerivedSwapInfoWithMM.ts,useDerivedSwapInfoWithMM,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Swap/MMLinkPools/hooks/useGetRFQTrade.ts,(anonymous),7,2023-05-16 06:41:28+00:00
apps/web/src/views/Swap/MMLinkPools/hooks/useGetRFQTrade.ts,useGetRFQTrade,1,2023-05-16 06:41:28+00:00
apps/web/src/views/Swap/MMLinkPools/hooks/useIsMMQuotingPair.ts,(anonymous),3,2023-05-16 06:41:28+00:00
apps/web/src/views/Swap/MMLinkPools/hooks/useIsMMQuotingPair.ts,useTokenList,1,2023-05-16 06:41:28+00:00
apps/web/src/views/Swap/MMLinkPools/hooks/useIsMMQuotingPair.ts,useIsMMQuotingPair,1,2023-05-16 06:41:28+00:00
apps/web/src/views/Swap/MMLinkPools/hooks/useIsMMSupportChain.ts,(anonymous),1,2023-05-16 06:41:28+00:00
apps/web/src/views/Swap/MMLinkPools/hooks/useIsMMSupportChain.ts,useIsMMSupportChain,1,2023-05-16 06:41:28+00:00
apps/web/src/views/Swap/MMLinkPools/hooks/useMMOrderBookTrade.ts,(anonymous),24,2023-05-16 06:41:28+00:00
apps/web/src/views/Swap/MMLinkPools/hooks/useMMOrderBookTrade.ts,involvesAddress,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Swap/MMLinkPools/hooks/useMMOrderBookTrade.ts,checkOrderBookShouldRefetch,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Swap/MMLinkPools/hooks/useMMOrderBookTrade.ts,t,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Swap/MMLinkPools/hooks/useMMOrderBookTrade.ts,useMMTrade,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Swap/MMLinkPools/hooks/useMMParam.ts,(anonymous),2,2023-05-16 06:41:28+00:00
apps/web/src/views/Swap/MMLinkPools/hooks/useMMParam.ts,useMMParam,2,2023-05-16 06:41:28+00:00
apps/web/src/views/Swap/V3Swap/containers/MMCommitButton.tsx,(anonymous),3,2023-05-16 06:41:28+00:00
apps/web/src/views/Swap/V3Swap/containers/MMCommitButton.tsx,MMCommitButton,1,2023-05-16 06:41:28+00:00
apps/web/src/views/TradingCompetition/EasterCompetition.tsx,(anonymous),10,2023-05-16 06:41:28+00:00
apps/web/src/views/TradingCompetition/EasterCompetition.tsx,EasterCompetition,2,2023-05-16 06:41:28+00:00
apps/web/src/views/TradingCompetition/FanTokenCompetition.tsx,(anonymous),10,2023-05-16 06:41:28+00:00
apps/web/src/views/TradingCompetition/FanTokenCompetition.tsx,FanTokenCompetition,2,2023-05-16 06:41:28+00:00
apps/web/src/views/TradingCompetition/MoDCompetition.tsx,(anonymous),10,2023-05-16 06:41:28+00:00
apps/web/src/views/TradingCompetition/MoDCompetition.tsx,MoDCompetition,2,2023-05-16 06:41:28+00:00
apps/web/src/views/TradingCompetition/MoboxCompetition.tsx,(anonymous),14,2023-05-16 06:41:28+00:00
apps/web/src/views/TradingCompetition/MoboxCompetition.tsx,MoboxCompetition,2,2023-05-16 06:41:28+00:00
apps/web/src/views/TradingReward/components/YourTradingReward/NoProfile.tsx,NoProfile,2,2023-05-16 06:41:28+00:00
apps/web/src/hooks/v3/usePairTokensPrice.ts,(anonymous),6,2023-04-25 06:56:14+00:00
apps/web/src/hooks/v3/usePairTokensPrice.ts,usePairTokensPrice,2,2023-04-25 06:56:14+00:00
packages/uikit/src/widgets/RoiCalculator/PriceChart.tsx,?,6,2023-04-25 06:56:14+00:00
packages/uikit/src/widgets/RoiCalculator/PriceChart.tsx,(anonymous),12,2023-04-25 06:56:14+00:00
packages/uikit/src/widgets/RoiCalculator/PriceChart.tsx,onSpanChange,3,2023-04-25 06:56:14+00:00
apps/web/src/views/V3Info/data/token/priceData.ts,DAY_PAIR_PRICE_CHART,7,2023-05-11 08:20:36+00:00
apps/web/src/views/V3Info/data/token/priceData.ts,HOUR_PAIR_PRICE_CHART,7,2023-05-11 08:20:36+00:00
apps/web/src/views/V3Info/data/token/priceData.ts,DAY_PAIR_MAX,3,2023-05-15 13:52:50+00:00
apps/web/src/views/V3Info/data/token/priceData.ts,DAY_PAIR_MIN,3,2023-05-15 13:52:50+00:00
apps/web/src/views/V3Info/data/token/priceData.ts,parseFloat,3,2023-05-15 13:52:50+00:00
apps/web/src/pages/api/_report/csp.ts,(anonymous),1,2023-05-16 10:19:57+00:00
apps/web/src/hooks/useContract.ts,useTradingRewardContract,6,2023-05-18 09:30:15+00:00
apps/web/src/utils/addressHelpers.ts,getTradingRewardAddress,4,2023-05-18 09:30:15+00:00
apps/web/src/utils/contractHelpers.ts,getTradingRewardAddress,8,2023-05-18 09:30:15+00:00
apps/web/src/views/Home/components/Banners/TradingRewardBanner.tsx,TradingRewardBanner,1,2023-05-18 09:30:15+00:00
apps/web/src/views/Pools/components/LockedPool/Buttons/AddCakeButton.tsx,(anonymous),2,2023-05-18 09:30:15+00:00
apps/web/src/views/Pools/components/LockedPool/Buttons/AddCakeButton.tsx,AddCakeButton,1,2023-05-18 09:30:15+00:00
apps/web/src/views/Pools/components/LockedPool/Modals/LockedStakeModal.tsx,(anonymous),2,2023-05-18 09:30:15+00:00
apps/web/src/views/Pools/components/LockedPool/Modals/LockedStakeModal.tsx,LockedStakeModal,1,2023-05-18 09:30:15+00:00
apps/web/src/views/Pools/components/LockedPool/types/index.ts,VoidFn,1,2023-05-18 09:30:15+00:00
apps/web/src/views/Pools/components/LockedPool/types/index.ts,PrepConfirmArg,1,2023-05-18 09:30:15+00:00
apps/web/src/views/Pools/components/LockedPool/types/index.ts,openCalculator,1,2023-05-18 09:30:15+00:00
apps/web/src/views/Pools/components/LockedPool/types/index.ts,(anonymous),2,2023-05-18 09:30:15+00:00
apps/web/src/views/Swap/components/HotTokenList/SwapTokenTable.tsx,TableLoader,1,2023-05-18 09:30:15+00:00
apps/web/src/views/Swap/components/HotTokenList/SwapTokenTable.tsx,(anonymous),3,2023-05-18 09:30:15+00:00
apps/web/src/views/Swap/components/HotTokenList/TradingRewardIcon.tsx,(anonymous),3,2023-05-18 09:30:15+00:00
apps/web/src/views/Swap/components/HotTokenList/TradingRewardIcon.tsx,TradingRewardIcon,1,2023-05-18 09:30:15+00:00
apps/web/src/views/Swap/hooks/useTradingRewardTokenList.tsx,(anonymous),20,2023-05-18 09:30:15+00:00
apps/web/src/views/Swap/hooks/useTradingRewardTokenList.tsx,useTradingRewardTokenList,2,2023-05-18 09:30:15+00:00
apps/web/src/views/Swap/index.tsx,(anonymous),8,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/CurrentRewardPool.tsx,(anonymous),2,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/CurrentRewardPool.tsx,CurrentRewardPool,2,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/HowToEarn.tsx,(anonymous),2,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/HowToEarn.tsx,HowToEarn,1,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/PairInfo.tsx,PairInfo,1,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/Questions.tsx,Questions,1,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/RewardsBreakdown.tsx,(anonymous),8,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/RewardsBreakdown.tsx,RewardsBreakdown,1,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/YourTradingReward/Actions.tsx,Actions,1,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/YourTradingReward/ComingSoon.tsx,ComingSoon,1,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/YourTradingReward/CurrentPeriod.tsx,CurrentPeriod,2,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/YourTradingReward/NoCakeLockedOrExtendLock.tsx,(anonymous),17,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/YourTradingReward/NoCakeLockedOrExtendLock.tsx,NoCakeLockedOrExtendLock,4,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/YourTradingReward/NoConnected.tsx,NoConnected,1,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/YourTradingReward/QualifiedPreview.tsx,(anonymous),20,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/YourTradingReward/QualifiedPreview.tsx,QualifiedPreview,2,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/YourTradingReward/RewardPeriod.tsx,RewardPeriod,1,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/YourTradingReward/TotalPeriod.tsx,(anonymous),50,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/YourTradingReward/TotalPeriod.tsx,TotalPeriod,2,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/components/YourTradingReward/index.tsx,(anonymous),3,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/hooks/useAllTradingRewardPair.tsx,(anonymous),8,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/hooks/useAllTradingRewardPair.tsx,fetchCampaignPairs,2,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/hooks/useAllTradingRewardPair.tsx,fetchCampaignIdsIncentive,2,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/hooks/useAllTradingRewardPair.tsx,fetUserQualification,2,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/hooks/useAllTradingRewardPair.tsx,fetchRewardInfo,2,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/hooks/useAllTradingRewardPair.tsx,useAllTradingRewardPair,2,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/hooks/useAllUserCampaignInfo.tsx,(anonymous),24,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/hooks/useAllUserCampaignInfo.tsx,useAllUserCampaignInfo,2,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/hooks/useCampaignIdInfo.tsx,(anonymous),7,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/hooks/useCampaignIdInfo.tsx,useCampaignIdInfo,1,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/hooks/useClaimAllReward.tsx,(anonymous),10,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/hooks/useClaimAllReward.tsx,useClaimAllReward,2,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/hooks/useRewardBreakdown.tsx,(anonymous),10,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/hooks/useRewardBreakdown.tsx,useRewardBreakdown,1,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/hooks/useRewardInCake.tsx,useRewardInCake,1,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/hooks/useRewardInUSD.tsx,useRewardInUSD,1,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/index.tsx,(anonymous),18,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/index.tsx,TradingReward,2,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/utils/incentiveFormat.ts,incentiveFormat,1,2023-05-18 09:30:15+00:00
apps/web/src/views/TradingReward/utils/timeFormat.ts,timeFormat,1,2023-05-18 09:30:15+00:00
packages/uikit/src/components/Svg/Icons/EthChain.tsx,Icon,1,2023-05-18 09:30:15+00:00
apps/web/src/components/SubgraphHealthIndicator/FloatingSubgraphHealthIndicators.tsx,getSubgraphName,4,2023-05-19 07:09:09+00:00
apps/web/src/components/SubgraphHealthIndicator/FloatingSubgraphHealthIndicators.tsx,(anonymous),1,2023-05-19 07:09:09+00:00
apps/web/src/components/SubgraphHealthIndicator/FloatingSubgraphHealthIndicators.tsx,subgraphHealthIndicatorFactory,1,2023-05-19 07:09:09+00:00
apps/web/src/components/SubgraphHealthIndicator/SubgraphHealthIndicator.tsx,(anonymous),2,2023-05-19 07:09:09+00:00
apps/web/src/hooks/useSubgraphHealth.ts,getSubgraphHealth,3,2023-05-19 07:09:09+00:00
apps/web/src/hooks/useSubgraphHealth.ts,(anonymous),3,2023-05-19 07:09:09+00:00
apps/web/src/hooks/useSubgraphHealth.ts,useSubgraphHealth,3,2023-05-19 07:09:09+00:00
apps/web/src/pages/swap.tsx,SwapPage,1,2023-05-19 07:09:09+00:00
apps/web/src/views/Lottery/index.tsx,(anonymous),2,2023-05-19 07:09:09+00:00
apps/web/src/views/Lottery/index.tsx,Lottery,1,2023-05-19 07:09:09+00:00
apps/web/src/views/Predictions/index.tsx,(anonymous),2,2023-05-19 07:09:09+00:00
apps/web/src/views/Predictions/index.tsx,Warnings,1,2023-05-19 07:09:09+00:00
apps/web/src/views/AffiliatesProgram/components/OnBoardingModal/DesktopView.tsx,currentView,1,2023-05-19 08:18:12+00:00
apps/web/src/views/AffiliatesProgram/components/OnBoardingModal/DesktopView.tsx,handleStartNow,1,2023-05-19 08:18:12+00:00
apps/web/src/views/AffiliatesProgram/components/OnBoardingModal/DesktopView.tsx,DesktopView,1,2023-05-19 08:18:12+00:00
apps/web/src/views/AffiliatesProgram/components/OnBoardingModal/MobileView.tsx,currentView,1,2023-05-19 08:18:12+00:00
apps/web/src/views/AffiliatesProgram/components/OnBoardingModal/MobileView.tsx,handleStartNow,1,2023-05-19 08:18:12+00:00
apps/web/src/views/AffiliatesProgram/components/OnBoardingModal/MobileView.tsx,MobileView,1,2023-05-19 08:18:12+00:00
apps/web/src/views/AffiliatesProgram/hooks/useShowWarningMessage.tsx,(anonymous),1,2023-05-19 08:18:12+00:00
apps/web/src/views/AffiliatesProgram/hooks/useShowWarningMessage.tsx,useShowWarningMessage,1,2023-05-19 08:18:12+00:00
apps/web/src/components/Menu/hooks/useMenuItemsStatus.ts,useMenuItemsStatus,2,2023-05-19 10:11:29+00:00
