Unnamed: 0,hash,date,files,deletions,insertions,lines,is_reverted,failed_pipeline,changes_in_30_days,duplication_percentage
1847,9ae7b02ba1215865c4e3bd4a07638473f28615ce,2023-12-14 13:47:58+00:00,10,56,455,511,0,False,28,0.0
1863,8d64439449209e5024c8af9215432b92808e4182,2023-12-18 07:24:31+00:00,4,21,151,172,0,False,0,0.0
1868,e39632abf545492a4b96a98942b8a0949bd41767,2023-12-18 12:34:53+00:00,32,524,785,1309,0,False,368,10.8
1871,c10bc6ad1bec30ac9b1eb78c51509fdfc6204a2d,2023-12-18 15:34:41+00:00,15,85,144,229,0,False,15,3.0
1892,f079d1733041f341afb8fbf4f15b66b51cb4980d,2023-12-20 04:33:09+00:00,5,13,304,317,0,False,25,0.0
1894,580bde10cf7ed4b1a02e5844b072d84efb58ebee,2023-12-20 08:42:18+00:00,5,23,271,294,0,False,35,0.0
1925,8d9ab4861cabdfe6e5c39730594911781f6f7287,2023-12-25 05:13:41+00:00,40,218,958,1176,0,False,201,1.95
1996,feea66a6fced4e21e12bbe20f775561bf47bf186,2024-01-03 13:12:48+00:00,135,1342,2591,3933,0,False,752,10.56
2029,4e0f034a0129e9800b572fa5fda4453130733d07,2024-01-09 04:44:12+00:00,2,323,5,328,0,False,0,0.0
2304,b19445c911ab8b1462d2bcc1298ebc21a84391a4,2024-02-21 03:33:19+00:00,15,68,212,280,0,False,26,12.45
