Unnamed: 0,hash,date,files,deletions,insertions,lines,is_reverted
621,b50179ceea4243b20a18f4f757585429b4f9a27d,2023-06-15 03:36:50+00:00,1,0,6,6,False
622,0ae20f8bcbb84c1338cd9037db2d41373d0364e1,2023-06-15 04:53:31+00:00,2,5,7,12,False
623,2f33779c7aef3a2fd40b4f22bdc401cd3118438e,2023-06-15 06:14:05+00:00,2,2,2,4,False
624,7337260c913ada43afde29426ed39a2f7854ed23,2023-06-15 08:03:15+00:00,1,35,1,36,False
625,792f9f5cecf8a02a2eec7d1abce81dd77e0ecade,2023-06-15 09:42:15+00:00,2,2,11,13,False
626,a7e5c2b348f1e2145cbb57b40467c11c1ee19f9f,2023-06-15 23:01:24+00:00,2,4,16,20,False
628,2f79d8b576763152ed35121feaeb680ed9dc62fd,2023-06-16 02:16:44+00:00,1,9,2,11,False
629,2a88e053ff1402de8e10420b31c3625e85478287,2023-06-16 02:18:09+00:00,2,22,22,44,False
630,d0b8b1374a4548e6091475863338470782ec7461,2023-06-16 02:46:07+00:00,2,16,8,24,False
632,03755b2c43fa1cf31dd448c78151ec958941394a,2023-06-16 08:48:19+00:00,2,54,7,61,False
639,86474b59e980d52e75fc921c0cc47aac19878b5f,2023-06-19 04:39:41+00:00,8,18,44,62,False
640,6a5b6f3f50606651b39bce111f80d264f69050ff,2023-06-19 07:58:03+00:00,1,0,9,9,False
641,d317af5cd0055dae3139902426f62c064fc2fb5e,2023-06-19 08:29:14+00:00,5,1,39,40,False
642,d2f23c9b333cd3c6792ef2d2640a6dab49ff2fcc,2023-06-19 09:16:19+00:00,4,10,12,22,False
643,438f7820ebdde4381cbc0a9c0b0eac73e500f19d,2023-06-19 11:30:21+00:00,1,8,7,15,False
644,b11e9d1268e3c3b4c36096b4fea10fc182497314,2023-06-19 12:31:02+00:00,1,1,5,6,False
647,0097badb523070fd4c9a04c2c038eef5f0dea7d4,2023-06-19 21:40:39+00:00,1,4,4,8,False
648,7c19bd9e8bf34bea9457fa97583b4e5854246419,2023-06-19 21:40:56+00:00,3,16,24,40,False
649,c5be6d6f3bc6234642dd38636cb18c7636ea23a5,2023-06-19 21:54:08+00:00,1,4,8,12,False
652,d296e98dd2f4bdadb2bb96f8c9ef4c7e4f63589d,2023-06-19 23:36:27+00:00,1,1,1,2,False
653,49779797eabfe0e3097ce9039782771d7f6d3580,2023-06-20 08:16:17+00:00,1,1,1,2,False
656,47f659c8608623383add3308154c18d96152a962,2023-06-21 05:01:59+00:00,1,1,1,2,False
660,8461173641b8deaf6765ee35069e9533031aeaef,2023-06-22 04:37:47+00:00,1,23,23,46,False
661,503785ef1d0d41a508f853faa37971c3a98ee9b8,2023-06-22 07:23:29+00:00,2,20,21,41,False
662,cbe65530b6b606100c047d10767f564635c8ef70,2023-06-22 07:24:19+00:00,3,11,2,13,False
663,b8aefffc31ed3e168d0572c935d6cea14460af01,2023-06-22 11:25:51+00:00,10,37,61,98,False
668,702924a06ceb941e0b35e38c086f96c3ca8adb31,2023-06-23 07:54:01+00:00,7,64,35,99,False
671,bdcc1a97c9a60c2d97591be6244b3662ea15d52f,2023-06-25 15:17:20+00:00,1,37,0,37,False
672,f1ec1b373b5fe6fa98aa490fe8fb930b3d55f2ec,2023-06-25 15:17:44+00:00,1,18,18,36,False
677,febb23d8c01efd5cacaa5cccc31606c55d4b78e2,2023-06-26 09:58:09+00:00,4,7,17,24,False
682,f459244f853b378fd8a7243c8ceb185147c1308c,2023-06-27 03:11:28+00:00,1,2,1,3,False
683,07aff68dca5a8455856d7170dc64138c0360ade9,2023-06-27 03:32:12+00:00,1,6,0,6,False
685,53f4163936ca542e3d2da2e156a6f23a159f40d6,2023-06-27 05:14:18+00:00,8,28,51,79,False
688,8c0cdd716f9454faa679ea2cb515160fa0d0e487,2023-06-27 09:48:31+00:00,1,3,5,8,False
689,d53ab01352c25aa8c10507a24c6a81a0d2db3139,2023-06-27 09:59:07+00:00,2,57,55,112,False
696,be8ab2feab5b027de0d4d4b65435c0523c3c681c,2023-06-28 06:38:07+00:00,1,0,10,10,False
697,abcb6e1bb4960c7bf1eff103d7957dc1c40afc23,2023-06-28 06:53:37+00:00,3,3,3,6,False
698,7c3f8ebc2a62def666a55a54cc8499d245b5d099,2023-06-28 07:35:24+00:00,7,35,55,90,False
700,d01b177b09f888826fd8e2a3575beda0dcce47b2,2023-06-28 10:35:25+00:00,2,38,42,80,False
701,0b3052809f839a0453ac986829ea116e2e0281b2,2023-06-28 12:18:25+00:00,1,1,1,2,False
703,0474036f1f22460fba0b83aa06e4ed58687adaae,2023-06-28 14:32:02+00:00,2,4,11,15,False
704,87c516ca6167974e6ab4f8d1e894bd26a40786da,2023-06-28 15:09:49+00:00,1,0,7,7,False
705,f5ccb0dc3b53aed24e72636e58620a5c53ef6e94,2023-06-29 00:53:25+00:00,1,1,6,7,False
709,a9dc07e4bafcd507011717fabec7614f202e54f1,2023-06-29 04:07:58+00:00,2,10,11,21,False
711,094c5acb28074d25ad09523c13e589b557113388,2023-06-29 08:15:13+00:00,1,1,1,2,False
712,0e9c12910b310ef0daf8c459293de7d2dd3fa976,2023-06-29 08:31:03+00:00,1,1,1,2,False
713,3d1e5e3174e0ae58c8bf3bfbdffa997ac3ca8376,2023-06-29 08:31:17+00:00,1,9,0,9,False
717,fe26bbf9f9bf487664d098b0dc217ae2aab0dc27,2023-06-30 06:29:50+00:00,3,2,16,18,False
718,04b08dc0805c3a448ad8999ee4feb6f4b09767f3,2023-06-30 07:33:56+00:00,5,16,43,59,False
719,6f0c40cded3478e53168bca035e6edf2ad28d8ea,2023-06-30 07:50:01+00:00,1,1,3,4,False
720,9c32f0c859c3080decce5b80c1fc5f9bc1ff4dee,2023-07-01 01:03:47+00:00,4,0,17,17,False
722,b7d71bd545dea28d4c4ee11c9915817ec94e1a74,2023-07-01 01:27:52+00:00,2,3,8,11,False
729,6053f7bf856bf6951df41d8eed8a0b78d137fcc1,2023-07-03 02:36:18+00:00,1,9,9,18,False
731,17ceb5b3a355da4c5fcef12c0ad6a3548cb6221a,2023-07-03 03:08:36+00:00,1,1,1,2,False
732,2434115f9957f7ce08bdc95619d22c466783d462,2023-07-03 07:20:49+00:00,3,0,24,24,False
733,2d3ef21232ae1cf5dcc78ec056df83bf1d401365,2023-07-03 08:48:27+00:00,2,18,45,63,False
735,ec0e12bac3ba3103dc386e80cf4721f7503b223e,2023-07-03 09:17:38+00:00,1,1,3,4,False
737,ab334093add5f6acd8f86c8fe6660cfaed1f02eb,2023-07-03 09:38:42+00:00,3,15,7,22,False
738,59716f4cd6d6ae1c9c6bd56def34db6755a2bac5,2023-07-03 10:26:34+00:00,5,9,15,24,False
739,e31475e6bf8f1bbc6c556ce19ddf755fd99fd22c,2023-07-03 10:33:15+00:00,8,20,26,46,False
746,d1842ed715e867a8b03426532d1048f0dde5ca9a,2023-07-04 03:18:57+00:00,1,1,2,3,False
748,db4c5c37993e5e639232511eda39c97516a09fe0,2023-07-04 07:17:16+00:00,1,3,15,18,False
750,2b58cd542eacb05b9890db64443b84794d99a2ae,2023-07-04 09:01:52+00:00,1,57,74,131,False
751,3221f24d34df14e1e47efd4e4407144ee60eaf24,2023-07-04 09:10:57+00:00,2,12,40,52,False
752,5a206c348500b97fe3492a3aa6c3d6bcbd1b4a4b,2023-07-04 09:52:32+00:00,4,23,39,62,False
754,69ad18f3e0f54c75f47c0fcfd682280017d10b01,2023-07-04 11:55:01+00:00,3,0,24,24,False
755,96a5d8efe3860c1a6b18d63f7c66e8d7c37c0414,2023-07-05 04:15:52+00:00,1,3,3,6,False
758,6e3fbfd904ee3c6f996d2286d2e18c3df1a14482,2023-07-05 09:01:33+00:00,1,8,8,16,False
759,483bbc547fb03776e392f2049c97df4d505be2fe,2023-07-05 10:32:21+00:00,1,1,0,1,False
764,3b7ecd1e6c8019c395b88984cb613c15639c8a33,2023-07-06 02:06:26+00:00,4,2,39,41,False
767,7a279448b42561a35ebfcc3f559d19a3eeb42256,2023-07-06 09:43:03+00:00,1,1,1,2,False
768,d1a3bbeb9a100d7c8d48b3e4d892f4267f55ede6,2023-07-06 10:00:11+00:00,2,4,4,8,False
771,d8fe08f9b4692f59b1aa9e11c8db617cb3eb4355,2023-07-07 01:59:50+00:00,3,32,36,68,False
773,31e874dbd15401f76fcaf45eb0e99a8f55fb74e8,2023-07-07 07:56:08+00:00,2,3,3,6,False
774,09be4f19c8192ad19e3eb9aa88a867d3c29b47ea,2023-07-07 08:28:04+00:00,4,68,79,147,False
777,94963a6be9bcfaef5b5b3a4bf713a3284aa4bdb7,2023-07-09 01:50:53+00:00,1,1,1,2,False
784,d857e899eb0b67d0762806ecf6a66cfe190f5a26,2023-07-10 03:20:49+00:00,10,25,19,44,False
785,40685f7c5270d9951c82a04148162989dbd9cd79,2023-07-10 05:31:21+00:00,1,17,18,35,False
786,05346550be09fa32bf15cab3452dd13697159405,2023-07-10 05:32:54+00:00,1,0,7,7,False
788,299cd2b96b8042188f88d5e619ea7e422de25726,2023-07-10 08:31:00+00:00,3,4,8,12,False
789,5f591b158e7b3063f08dbf311efb9789743e1837,2023-07-10 09:03:09+00:00,10,35,61,96,False
790,df16393debbe26659f34bfe04a30288a0254d89b,2023-07-10 10:11:50+00:00,1,2,2,4,False
792,df917ea7a43ffad5a72ab5ad23866b0e03ae5ad9,2023-07-10 10:48:07+00:00,1,11,15,26,False
793,5f48c8be55d6aacd88e76e8ae1a0169ae78e51a9,2023-07-10 21:12:37+00:00,4,18,30,48,False
794,e8276fad6ca3b5aa711bc66afef0d0b239895c50,2023-07-10 21:13:41+00:00,5,5,5,10,False
797,326f96c29855d963e97742056988128cbc935703,2023-07-11 03:41:34+00:00,1,2,7,9,False
798,91b8fd4203cf887370bdb4266e44cbfd9fe31433,2023-07-11 19:20:23+00:00,2,2,7,9,False
799,8048a08759e8df05673ce1767598ae79eb2d9657,2023-07-12 02:28:08+00:00,4,7,45,52,False
803,5f394ea447c7f9990f19b471e70b7ecb63b51262,2023-07-12 06:34:48+00:00,1,5,7,12,False
804,d8cd4cb895c6bf928471d9ba3096a09c76196983,2023-07-12 11:20:12+00:00,1,0,1,1,False
808,31b65f684a5dc670f1c2bbc554098cf8aa7ab167,2023-07-13 04:43:51+00:00,4,5,7,12,False
811,b6440ab1acccb15c967894c0c44428b09a63bead,2023-07-13 05:50:53+00:00,1,0,1,1,False
812,2c658d271c6f1723e92bdc8e8e1434e79406388a,2023-07-13 05:51:18+00:00,2,1,3,4,False
813,48c39e213bb85bf4ead63690731641d348187f46,2023-07-13 06:54:27+00:00,1,8,6,14,False
817,4d3dd5fa7d016ea9446386007c51946a7ffb00d0,2023-07-14 09:14:33+00:00,2,2,6,8,False
818,a96c2acba43a6d8732c2ab5f1a42cb64c3089e19,2023-07-14 10:32:01+00:00,1,1,2,3,False
819,87dfc51cdbd9063aec3174714e07c3370d28343c,2023-07-15 05:31:01+00:00,3,0,12,12,False
826,ca9a05bc62517e4f1d5bd3984b057c8571bc2d3c,2023-07-18 02:42:58+00:00,1,2,2,4,False
830,9ee13e5e34a58085f950dc06e2eefc45fa198a20,2023-07-19 07:19:47+00:00,2,0,15,15,False
832,e37aa76e6dddddcb0ff3a89b5e9ef0529709a276,2023-07-19 08:15:39+00:00,3,0,33,33,False
836,4db20d7495974460e45ed0d831c1de7bd564d7d2,2023-07-20 09:11:56+00:00,1,1,1,2,False
837,14b229a33ff3483164c3e3072e3b8afec74627cf,2023-07-20 23:49:08+00:00,4,15,29,44,False
840,ef8b5effcdea8856976144d5ca8e0f43c3b784b6,2023-07-21 03:48:14+00:00,3,4,8,12,False
847,96a1ff37ed634da037c6c95dcc5bca1554f84989,2023-07-24 03:15:59+00:00,5,0,68,68,False
848,96038b84a7b13a0d915322ec3296af281ea75633,2023-07-24 03:54:18+00:00,1,1,1,2,False
849,44daefaa2ef2134633bf6929a01c54ea5fe1e110,2023-07-24 04:59:57+00:00,1,0,42,42,False
850,35a876177fdd5e370b7b9f5facf792e2067c3c9f,2023-07-24 05:00:13+00:00,1,1,2,3,False
852,ad4e99d1bee144d71686dc9cac3622aa6377f900,2023-07-24 09:13:44+00:00,3,10,119,129,False
855,8217b73c30dec05d711923afbd21d3d25f60719c,2023-07-25 03:31:37+00:00,3,23,59,82,False
856,c9a3e46252eb16e1cd809e64376266116e08c6a5,2023-07-25 03:32:14+00:00,4,12,12,24,False
858,500adb4f898bd006d3312f5723b2bbadd1fa9575,2023-07-25 03:58:29+00:00,1,0,5,5,False
860,5edc1ffb040d0870541911d6e3ef3f2912d6ffa6,2023-07-25 04:18:21+00:00,4,0,20,20,False
861,b7111db1b8c02b9b0c92b34afec4280319d066e2,2023-07-25 06:00:14+00:00,2,0,15,15,False
862,a74e0e8f710e371e6bc0b56f356eddd15858b0f2,2023-07-25 08:45:49+00:00,1,0,8,8,False
866,4a572466dfe373cbdb25f8f8a14321bd57a82070,2023-07-26 08:55:45+00:00,2,0,16,16,False
867,e0668f69bfad42f9a7142ae40882913093cbe405,2023-07-26 08:58:18+00:00,1,1,1,2,False
868,fb4e38ab1855c49fc3238dcd51af1c0d8d06afda,2023-07-26 09:34:42+00:00,2,11,21,32,False
870,23fc46f4afc84164d934df77c440181a10c1ffda,2023-07-26 10:05:07+00:00,1,9,2,11,False
871,0980599b12435d8f6827e0e2be1198afd0dca1d5,2023-07-26 14:35:33+00:00,1,2,19,21,False
875,46a40b866c84229a46b618a0a6ad21010a8897e3,2023-07-27 09:43:47+00:00,6,16,49,65,False
876,81a0c73d7dda74e1b061c534f1024ce37dc6c3a4,2023-07-27 09:44:18+00:00,1,1,1,2,False
880,1c18099e5f7fd96b24bd292fca1bb246248bed03,2023-07-27 13:05:32+00:00,2,5,10,15,False
881,c2acf32706d51ae0051f3dd15f1692c39421f1c8,2023-07-27 14:02:06+00:00,2,3,3,6,False
886,fdd399347e9bf948265f232b88b85fe49bc680ef,2023-07-28 07:03:51+00:00,2,4,14,18,False
887,1e344de685a2e030260894e9d0a024f5f29cc149,2023-07-28 07:04:53+00:00,7,38,120,158,False
888,6aafd106dcd009a6036d3ccc98910f1c0dbe3c81,2023-07-28 07:16:29+00:00,6,25,66,91,False
890,82134f0fad367f32a3d8b526644f24803128095d,2023-07-28 07:20:41+00:00,6,18,18,36,False
891,fe79f2edf1ca494213ac327ebb62c98c04ca1958,2023-07-28 08:02:10+00:00,2,2,2,4,False
892,e6514c82e095268422e3bc22e1c8520caa1c93f2,2023-07-28 11:10:41+00:00,8,7,24,31,False
893,70e3f4440dc380282b0985b8e171e731c384f8e7,2023-07-29 03:58:37+00:00,1,1,1,2,False
895,34675d47b2a08ae9186e8e363a31aad06aed2f86,2023-07-29 04:05:48+00:00,1,1,1,2,False
898,0ef2024201d502cb4c4b0927d570c315edd3d04e,2023-07-29 17:16:12+00:00,1,1,1,2,False
904,4a59f88cda415f6a69edb2f5dfa0824b8657b201,2023-07-31 02:25:12+00:00,1,1,1,2,False
905,fed03991c7021041e0d9c0488433dbe857fe1bb3,2023-07-31 07:58:17+00:00,3,0,24,24,False
906,491a9d5810d2e4e7ec8870831a749ab8a40fb342,2023-07-31 08:59:01+00:00,1,0,12,12,False
907,abddf2021abe19be8b4b7e5b8636f1f547a4da86,2023-07-31 10:45:23+00:00,1,1,1,2,False
913,8fcbea4c6993f54e53bec4b78c4c15cb5539e192,2023-08-01 02:03:38+00:00,4,12,19,31,False
914,86ff60c3fbee83554bc5395a21b2397169420d81,2023-08-01 03:00:20+00:00,1,3,3,6,False
917,e3a26b7e126af32d004cad7b0e0108917d214005,2023-08-01 14:11:49+00:00,3,1,21,22,False
918,6ebe500133bca7df7e13731e1035ba7254e3c0a3,2023-08-01 14:35:54+00:00,1,0,1,1,False
919,420c729988cd973b90d621bca398c67aec024faa,2023-08-01 14:42:25+00:00,3,0,24,24,False
921,c28a6b0294f665b1fb56d49e4bff1f32decb9749,2023-08-01 17:46:06+00:00,2,2,2,4,False
924,5cb43ff179c54d6441eb71ae1d3b5733f1c5691d,2023-08-02 01:54:31+00:00,1,4,4,8,False
925,6702ee0c4c46df5d84a574c0af035f1caec9ec8d,2023-08-02 02:44:22+00:00,2,2,2,4,False
929,cd1cbd434d15258eabd76f5e00b5059d5f6281f3,2023-08-03 02:27:05+00:00,1,0,2,2,False
930,f85c34033eda58cc0b9b6723998a1999e060bc5c,2023-08-03 15:51:41+00:00,7,3,78,81,False
933,64f680cfd7e318842c4c3c367d85c6ba7a42c525,2023-08-04 06:54:25+00:00,2,25,28,53,False
934,6217cc37c3f945ad6bc867aa2c1cf9d0b8701cbb,2023-08-04 06:54:54+00:00,2,0,15,15,False
935,25d3cee77255c4273ee5d9d905c739ee36ed2429,2023-08-04 07:29:19+00:00,1,3,3,6,False
936,64d7cd0801bae7a0876744cd33d841dcdf6dd9f1,2023-08-04 09:41:41+00:00,1,0,2,2,False
947,061648deaf31a555a29c49be54ccd6610f99f3fb,2023-08-08 12:55:06+00:00,1,0,28,28,False
950,3ff4b6c2290c06dac309ea22d6983512cd237906,2023-08-09 08:22:09+00:00,2,0,16,16,False
951,f3179976604fed98f7903377a701bc5caf3a51f3,2023-08-09 10:23:43+00:00,1,9,9,18,False
955,2151a6cdd588c70d131b6ebe396a776358eca75a,2023-08-10 03:37:58+00:00,1,5,5,10,False
956,bc811b2a4daafdae63f05486725326dcd58dfb82,2023-08-10 03:43:21+00:00,1,26,38,64,False
957,e2e4be1df2706f0a7de69019a30523bde2786dd3,2023-08-10 03:53:06+00:00,1,11,17,28,False
958,f3b3f72765ab7f89c80c7fa0e420d46e9f701213,2023-08-10 03:53:47+00:00,2,3,7,10,False
959,54d6c440e974d1c7708b71f276eb47a0baefe82e,2023-08-10 04:51:46+00:00,3,2,5,7,False
960,e0a681bc68e0f1d1e82db6e48ca48ac5fd710d4e,2023-08-10 12:17:07+00:00,12,14,38,52,False
961,2f7f5e1a0e448ca870b2f7333035178906033726,2023-08-10 12:24:11+00:00,2,4,4,8,False
967,ca99b0b2fb1f0abd642d6ab836ec861eb26926ec,2023-08-11 03:07:29+00:00,5,66,52,118,False
969,8b42c2c8d98529b22869c4e230e59355f57af4e3,2023-08-11 06:42:43+00:00,1,2,50,52,False
971,0c71b1a8467b3215e972f22325657bdaf8eee80c,2023-08-11 08:01:55+00:00,1,0,1,1,False
972,51b7b1ceb496a5bfe9c91a7b3edd4fa6475e3b24,2023-08-11 10:46:15+00:00,2,0,6,6,False
974,6be16b2cae5c129d7bd7a3fb71f2f3977a7ea20b,2023-08-11 10:52:01+00:00,2,2,2,4,False
982,1fa68c1725095bb9ed7827533de32ae0ce0ab535,2023-08-14 04:11:19+00:00,1,1,1,2,False
983,9d2d1845c1953ffc7233a18b93c3be3998ad757d,2023-08-14 05:04:43+00:00,2,2,2,4,False
985,0ca5c67adb1886191c2ab09b6a6af03f49cea2b5,2023-08-15 00:06:45+00:00,2,2,0,2,False
987,14b69e538401fb157642b71a6c95b55ed8c84cca,2023-08-15 00:20:40+00:00,2,11,10,21,False
988,c013a4c334256a749657fbc2e7596dbc2571f9fe,2023-08-15 01:48:02+00:00,7,8,21,29,False
990,709f8863ed3082b1497f264fc35f637d6e41c55c,2023-08-15 04:08:26+00:00,3,3,56,59,False
991,d4c131cadfed12507d1e1b2dccc6e5c492f26125,2023-08-15 04:33:51+00:00,1,10,4,14,False
993,db8ffd0793c4c1998dc7ca5bce77aadbe3bae51b,2023-08-15 12:57:31+00:00,2,0,15,15,False
995,d8742ccbcc855aa65d1c8fb92057c0a5b8996d38,2023-08-15 17:24:40+00:00,1,1,7,8,False
999,e2ada6d9fb5445ea9380e16f76024b75d8527583,2023-08-16 03:55:41+00:00,2,14,18,32,True
1000,726a09484826d6fde32258a8f63ab1061e10a21e,2023-08-16 04:11:09+00:00,2,8,14,22,False
1003,13ddae5f8be9b828acdbe15f5faa481df65c1a04,2023-08-16 06:00:52+00:00,1,0,3,3,False
1007,580484ec400db04f6e134aa5484b597ebcea8efc,2023-08-17 01:39:14+00:00,2,18,14,32,False
1008,6437fbfbad1efce53ce21693f38cb4b57730db16,2023-08-17 01:41:44+00:00,4,18,16,34,False
1009,981230df0948322fea669dcb07d3129668a5422e,2023-08-17 02:03:20+00:00,1,2,2,4,False
1010,299cf46b7c54937920478bbb2c09290dff878197,2023-08-17 02:29:10+00:00,6,25,73,98,False
1011,6da4bb6673ad6eb374643b8aa13e9e3876c266c8,2023-08-17 03:30:52+00:00,1,1,1,2,False
1013,4ec175001f8d30657d38048b89b185323007e02d,2023-08-17 04:22:27+00:00,4,0,0,0,False
1014,801df3dcff3b39f98c55e676aa62b6374c5b89cd,2023-08-17 08:20:59+00:00,2,2,2,4,False
1015,2e4593b56491545f5248461dded64f6244eee2e9,2023-08-17 08:45:56+00:00,1,9,0,9,False
1017,2a6e2093626a9989ccdf788abf05a6ceb637a099,2023-08-17 09:36:21+00:00,1,2,2,4,False
1021,d6980a0eccc9629f1836e8d4943cb7ce87842759,2023-08-17 13:37:59+00:00,3,3,3,6,False
1023,5ef1e69ff6a125efd36919362a7d58b61ca5d05a,2023-08-17 14:22:33+00:00,2,2,2,4,False
1026,007adc6ef7075bf84ed32c504222575d0253f856,2023-08-18 07:42:56+00:00,3,5,10,15,False
1027,6f44768edac6f50242595a6d1ba4c5008e934daf,2023-08-18 08:31:06+00:00,2,0,15,15,False
1028,f4bae0e74b76c642ee47f1e304236f3a8716e7cf,2023-08-18 22:28:56+00:00,1,0,9,9,False
1029,d64a8b41d988d45c9941ccd7518734e52a520908,2023-08-19 02:20:12+00:00,1,13,28,41,False
1030,3d18a08d0121b3853fcfa3e1dd8a84ada40fb3d5,2023-08-19 02:26:38+00:00,3,14,36,50,False
1032,46b9699a9451fbcd30a95ac0e9faa55a8d95257a,2023-08-19 02:39:46+00:00,8,70,107,177,False
1037,9ef089094611b24478f3c7fad57dbafe043c7d66,2023-08-21 00:15:12+00:00,2,2,2,4,False
1040,4ca0bde659022501efebf2f7254a585a3ec572fb,2023-08-21 01:16:10+00:00,1,5,9,14,False
1041,b590424b17b1a50e6ff5e03162bede25e8b81e26,2023-08-21 01:20:34+00:00,2,2,2,4,False
1042,2b9619fe334e252d0d00d70d60066d0d691d0a78,2023-08-21 01:43:40+00:00,6,73,36,109,False
1047,5eb817706fd3cf34b83deca82137e15f8d55b7cd,2023-08-22 01:55:31+00:00,4,4,14,18,False
1048,72feeb96b45447ce1ada3205a397deec248a074b,2023-08-22 02:40:20+00:00,4,24,5,29,False
1049,0d809fe5282b61f9824438a98f8210d430f7052e,2023-08-22 02:42:13+00:00,5,11,8,19,False
1050,8605fa68c102cf0ea320c23e27a719af588f4fee,2023-08-22 06:38:45+00:00,1,0,8,8,False
1051,d27ddfc450181ef84af832ff73a739dfd3edff0e,2023-08-22 06:46:08+00:00,1,0,7,7,False
1052,c4848219850400dacaa18eee6f7b69711a7692f1,2023-08-22 07:16:30+00:00,3,0,87,87,False
1056,9f3172be8dd4f1056a4a2bdb9f8cdd6275765924,2023-08-23 03:57:15+00:00,2,1,10,11,False
1057,b19016c1f1491778c70e0ee2e35a585d1dc1d71c,2023-08-23 05:31:13+00:00,2,28,35,63,False
1058,84b5d3743f39fac38f5075848ad3ac9887b3cc6c,2023-08-23 09:12:49+00:00,9,32,79,111,False
1064,bfd9abe44af823bd428313e87c9407031dc945b6,2023-08-24 06:52:25+00:00,1,1,1,2,False
1065,05cdbeaee446c9f778d05a9109f652e65d94d282,2023-08-24 10:24:22+00:00,3,2,15,17,False
1067,fa4a103dcaa2cbb7b07686abb19973d9db3e15de,2023-08-24 12:12:21+00:00,3,21,38,59,False
1072,de517fb478aee5148e56f489e469455e72812a3f,2023-08-25 00:24:36+00:00,7,14,15,29,False
1073,8b31acf4fda49ddf90f6e3468848ce1a0d2f5a89,2023-08-25 00:32:17+00:00,1,1,1,2,False
1074,659be052990741a4baadd83f1d3461b56e2ef02f,2023-08-25 03:48:56+00:00,3,45,117,162,False
1076,8fcf77ab4d237b00909e034644b4885946724c08,2023-08-25 04:09:21+00:00,3,1,7,8,False
1080,e9c08078742e167704e362fc00eaf07d64f4362b,2023-08-25 05:24:37+00:00,2,18,7,25,False
1082,cabf087c6e47d918c8f8aa13ceefd209fe4d84c8,2023-08-25 06:12:45+00:00,1,5,6,11,False
1083,f7988ec98a3f11b09408219837b78b59d8d3c3e2,2023-08-25 08:45:32+00:00,3,5,23,28,False
1085,24f51d3142af42aae7b3bd36133824370e583e55,2023-08-25 10:38:20+00:00,1,0,5,5,False
1089,f2222ed7842b69c1c9bd5f475bd2fdfd9596e4ce,2023-08-26 11:22:45+00:00,2,2,3,5,False
1094,3631e387435225cb516f308ac0069ac7f7481394,2023-08-28 03:58:22+00:00,13,45,53,98,False
1095,62aaecafa58daae40653e33d159d0b47a1e064f6,2023-08-28 07:55:01+00:00,1,0,3,3,False
1098,4b3b18079ca9cd5ac5855080887dd48c3d40ed29,2023-08-28 10:09:35+00:00,1,0,5,5,False
1100,f82b3ebd19b77d0f026228168226ea91b2f43323,2023-08-28 10:40:49+00:00,4,6,18,24,False
1101,a9b41e9892131f542ebfd677cc505f3c5135333c,2023-08-28 11:46:40+00:00,1,2,15,17,False
1102,74b3c1e8f7cdc59f41eecb8036ca5658db5d79a3,2023-08-28 13:52:21+00:00,1,4,9,13,False
1103,0e1c728b87691c5680b29cc4f74794918deeeee3,2023-08-28 14:17:24+00:00,2,26,14,40,False
1106,bd8473ebdf5dd2eac5d9818efcdf7cf8bf2ceaf0,2023-08-29 07:21:17+00:00,1,1,14,15,False
1107,99a43e7b4751805620550253c1c81a394340267a,2023-08-29 07:58:33+00:00,2,1,16,17,False
1109,4994dc76bd6223956e8ce92b0941c9fbba0dd380,2023-08-29 10:47:16+00:00,1,13,7,20,False
1113,088702e95cf8faf3a406ff425c0dcea4e86be9a8,2023-08-30 04:23:20+00:00,6,11,11,22,False
1115,df25df6e03d4b28648f9c6153fd52bb983b35212,2023-08-30 05:46:18+00:00,1,2,2,4,False
1116,81970821034a9f891d6ada132d0ab4889d54bde3,2023-08-30 06:22:15+00:00,8,9,27,36,False
1118,3687757036751e2592de55e4677fc2d3879f1bce,2023-08-30 07:43:03+00:00,1,0,9,9,False
1119,000c475477fc5f242c88335bea461664617cc6c5,2023-08-31 03:22:09+00:00,2,8,19,27,False
1122,99253b6e8feb70101e9aab60786e0937e25ea781,2023-08-31 03:52:29+00:00,2,1,13,14,False
1125,612c9195a4b7aed66e9ee384430f663f2ba7aabc,2023-08-31 06:48:54+00:00,5,18,79,97,False
1126,b048134ab32d50a461c4463b6fb045067a846caa,2023-08-31 07:48:41+00:00,2,0,30,30,False
1127,f304b4640f1957f3805bb3835f8f8f828b056f54,2023-08-31 07:48:49+00:00,2,0,29,29,False
1128,20ae199042e06e770417431e3ce8a8973f3f9cd1,2023-08-31 10:05:09+00:00,1,2,0,2,False
1131,7a0c21e72d1c0c35750458a3fc4c22614d204167,2023-08-31 15:34:00+00:00,2,3,8,11,False
1137,a895e63a9533abb2964dc56a5b84f5000f64fa20,2023-09-01 02:28:22+00:00,1,2,2,4,False
1138,73b382210b87eea1896fe776bb5510378a991496,2023-09-01 04:42:26+00:00,7,29,95,124,False
1139,06a70a7e7415a82e5cbb3073500e486c62e72170,2023-09-01 08:22:03+00:00,2,21,96,117,False
1140,9ca53aacf8a335f645b37d28c4689b21ee3803b0,2023-09-01 09:30:15+00:00,3,0,31,31,False
1141,45476b81f91a3fd0b2da1b43fd7cf5bda91c56d1,2023-09-01 10:48:19+00:00,6,17,94,111,False
1142,39d99a8c8b93e023143cd38a21b8b550b8f68ef0,2023-09-01 11:49:35+00:00,5,18,13,31,False
