hash,cc_before,cc_after,delta_cc,delta_cc_norm,n_functions_before,n_functions_after
c2f8fe7bc8314de966db70bb621db950485979b6,1.0,1.0,0.0,0.0,3,3
575ffc0d5042f70e6b04b901d80274e2cee1e536,1.0,1.0,0.0,0.0,1,1
32a69d8c93a9b768bd20ef510acb5a80a1dbaeb7,1.0,1.0,0.0,0.0,1,1
badb8d26554ef59205c6801a59089ed70675bffd,4.666666666666667,4.8,0.13333333333333286,0.06666666666666643,15,15
9df78d526c1bd373ba0fcbaee848a2e815f3ceb5,2.0,2.0,0.0,0.0,1,1
51b77c78749e4c1ec64b66e7ceb20e8e21e5860c,2.2698412698412698,2.227272727272727,-0.0425685425685427,-0.0005528382151758792,63,66
4cca3f68871e9273c4e8f6bf6041f14ca7e926e1,1.8461538461538463,1.8717948717948718,0.02564102564102555,0.0004420866489831991,39,39
3a9656537e69cc406ccc426c65c47e6425f4720a,1.0,1.0,0.0,0.0,1,1
991f5ae23dcb7dbd2b0d6e2ffd147226e78b2e91,2.230769230769231,2.3076923076923075,0.07692307692307665,0.00156985871271585,13,13
8083d181d6ade153e0a0ffbee400706b84225f7c,5.75,6.0,0.25,0.0625,4,4
8b7736216973e70c4bad5bd227510ff1bc9c1f0d,1.0,1.0,0.0,0.0,2,2
5d48bfe3619c455e58512f718568cc85dc5a7ff2,1.0,1.0,0.0,0.0,1,1
a73a15ee53b74f34a0f1f2d708722be0fee0efbe,1.9642857142857142,2.033333333333333,0.06904761904761902,0.001030561478322672,28,30
f30488f5248b357e8a4db2fb94c6e4166529b7f3,2.090909090909091,2.090909090909091,0.0,0.0,11,11
d25b6ae34c9190138986581131649c6987691e61,8.090909090909092,8.454545454545455,0.3636363636363633,0.002673796791443848,11,11
3dac935ae18730c692305da18eb5efa2743c931b,2.0,1.8148148148148149,-0.18518518518518512,-0.008818342151675481,27,27
724c81907c17a9d64fc37f0dc651d3bc05e03f2b,1.0,1.0,0.0,0.0,1,1
e491ed2ba2b8c098654be41d8bcb27dd1569e477,2.6507936507936507,2.6507936507936507,0.0,0.0,63,63
187864deb5a8809e6c06953e77eb81167b437f6a,2.0,2.0,0.0,0.0,3,3
5bf67e2666141e575975ecf72e23357078a78e14,1.0,1.0,0.0,0.0,1,1
56dcac3ec6fd2e0459c388680c613ee8531c397b,1.8571428571428572,1.6,-0.2571428571428571,-0.0058441558441558435,14,15
e64d230c5dd5719c9a6c57e67cb2dd643823f4a1,2.0,2.5,0.5,0.021739130434782608,4,4
27a9a23311dca2ba25b798013b7b806fe9a1730d,1.0,1.0,0.0,0.0,2,2
5ba1796f4dd174a1e37b8ae8e1510124a026a4f1,1.0,1.0,0.0,0.0,2,2
81270cfe5ed5f8f32ae0021610ae17be68cb2192,2.0,2.0,0.0,0.0,3,3
8bb2e022e98551af637a8455336d36c5d6799384,1.0,1.0,0.0,0.0,1,1
c08f1353c9cf3b37c6593012280281229d24c80b,1.5714285714285714,1.7142857142857142,0.1428571428571428,0.0009041591320072329,14,14
b295c981a36d174f174b3b39ecb0fa8e91d45ce1,2.0,2.0,0.0,0.0,3,3
d95f3f9f5a3092c1b1e095729a2dd0e66125077a,7.375,7.875,0.5,0.038461538461538464,8,8
132ad5ec23ba56537b4c5b71d2e791e8bd2fc40d,3.1176470588235294,3.1176470588235294,0.0,0.0,17,17
8b097ba00d9ef206e34a7487ed7131ab91601a19,1.0,1.0,0.0,0.0,1,1
ec5c0034a33c1681d7965898f58fc623ba8c9176,1.3709677419354838,1.435483870967742,0.06451612903225823,0.000827129859387926,62,62
b178e28278a05b62374ff41c895a2237751dc349,1.0,1.0,0.0,0.0,1,1
8386e08bbfec70ec4efc4a85471519ec137c2c19,2.0,2.0,0.0,0.0,3,3
03351264b1c56c2b5e8cdbe6a0c4a5010c4488c5,2.290909090909091,1.3928571428571428,-0.8980519480519482,-0.016944376378338646,55,56
8531a5cf46fb78ced7f36029cc735b7c02264f66,2.6666666666666665,2.5714285714285716,-0.0952380952380949,-0.011904761904761862,6,7
a9a703dd79bcdd7abe353ed3c583972eda49f771,1.393939393939394,1.393939393939394,0.0,0.0,33,33
007261f8bdfd6677f1f9b18dda8f52c7c3f1c876,2.0,2.0,0.0,0.0,3,3
8924001ac9d4dcdd8e1ba7a34d00619a47f5a7be,2.0,2.0,0.0,0.0,2,2
5b1c68cb6a9a6c4a3b38013808eac8728bed255a,1.5853658536585367,1.6136363636363635,0.028270509977826874,0.0004038644282546696,41,44
f8806f13542ae33cb7c675276071a77a13acf3a6,2.0,2.0,0.0,0.0,3,3
ec8894cb56a897a81ac62c260682177ac7b72d03,2.0,2.0,0.0,0.0,2,2
457d1d3e8b52e63be44433150f29d35dcd64da88,1.0,1.0,0.0,0.0,1,1
5891d46a3094a5c2246580237ad17a55623a2e70,2.5714285714285716,2.6666666666666665,0.0952380952380949,0.00680272108843535,7,6
5300d6144b6c1a179929bd1a73d72203cb329b86,4.5,5.0,0.5,0.07142857142857142,2,2
569b481d49909d16a2537f5a4e8cf572b21d59e3,1.0,1.0,0.0,0.0,2,2
070354b8a25c40126725aa1bf8fb6a210518fbb2,1.6,1.625,0.02499999999999991,0.00036231884057970885,5,8
60e5042bc9ce4a086a4f64d731789c3770e2a3eb,1.6666666666666667,1.4615384615384615,-0.2051282051282053,-0.006837606837606843,9,13
4e38636d8d187a483c0d4393e03d0d6b2d5303dd,1.75,2.0,0.25,0.0035211267605633804,8,8
462559660d96be54ec87802dabfaf1991572b862,6.0,6.0,0.0,0.0,3,3
80bd19b2753f1e9138ba1762246d5c760cde3cab,1.0,1.0,0.0,0.0,1,1
a00df5467664ac123ae7fa14678b285a3c756e8f,2.32,3.1538461538461537,0.8338461538461539,0.018127090301003346,25,26
bd94985b0144a4ad41d6226de998141bc1fb3d2b,1.0,1.0,0.0,0.0,1,2
6a1d6635b7e1af832527c0e88900a060e8152356,1.5,1.5,0.0,0.0,14,14
7854230ed1c1fcbff2cfb113ae7d1967bc671ba4,2.227272727272727,2.4242424242424243,0.19696969696969724,0.004019789734075454,66,66
96e07ae1aec7bab12ab5f20efd04f03bea0bf2aa,1.8666666666666667,1.8666666666666667,0.0,0.0,15,15
7bc181ccb3caa42c2d90c07b74559bde4acd8959,1.0,1.0,0.0,0.0,1,1
afde265b04268efbf4ccc39a8195865aea35183b,1.0,1.0,0.0,0.0,1,1
8fbb85ae30c03066c8443f4ca02b766725504d20,1.0,1.0,0.0,0.0,4,4
5e408a0dbbe75d6182fb68e21481c92b095fee89,2.0,2.0,0.0,0.0,8,8
47f221cc2757b3d9d0101765e3685107bbca4a78,2.25,2.1666666666666665,-0.08333333333333348,-0.02083333333333337,12,12
4dd27c7a72f933063a4467b4f18ddcef6b27b9e1,1.0,1.0,0.0,0.0,4,4
983ebe4180e83aa191fa228e50990a4e3e7cc032,1.0,1.0,0.0,0.0,2,2
15520e566225e020d4307222e2de7153d3024848,2.1818181818181817,2.04,-0.14181818181818162,-0.0031515151515151473,22,25
1c4f53d8764fd1b16c87a30f0d55a578e14a8659,1.0,1.0,0.0,0.0,1,1
159e68dc225ffefb49751a045288f74b9341e6d0,3.0,3.0,0.0,0.0,1,1
dd55a433d38c9be03208ec5c6d7f586bea77d9ff,2.0,2.0,0.0,0.0,2,2
e4dd88db383b5722bd1ad558da73723b5d46c661,1.0,1.0,0.0,0.0,1,1
c236a3ee4633a330f93a75c79871efde24d014fe,3.0,3.0,0.0,0.0,3,3
500b9f325a1562745165e71d8ca639f8a55b1436,2.0,1.0,-1.0,-0.023255813953488372,2,1
dd44ad9d6c2e1bb2459809523d6fead4e035afed,2.55,2.55,0.0,0.0,60,60
be64afc42fffa4e2577ef1e1327902c79bdc4ddc,1.0,1.0,0.0,0.0,1,1
4723ba7deb10c4b3fe3892bd18035e7b855fd962,2.0833333333333335,2.0833333333333335,0.0,0.0,12,12
533f14d782dc8f687600da278d0ff884d93dcd54,1.0,1.0,0.0,0.0,4,3
1d18f7fbe1fa8b9287be11056a423daedea140a6,1.9,1.875,-0.02499999999999991,-0.0004032258064516115,40,40
cde87fcaf09751ce1c744ec3fd3f0da8862a0415,1.625,1.625,0.0,0.0,8,8
47a901e2db9d3ce6117f08371c08f594ecf8cf8a,1.5,1.5,0.0,0.0,4,4
eed2b899df9f5dab1fa8be35b6bf5e05dc44e99f,1.5,1.0,-0.5,-0.013888888888888888,2,2
64c6c2aa01c543e88acba9dcd019885890575922,2.3125,2.1666666666666665,-0.14583333333333348,-0.0010342789598108758,16,18
b4a6e99fdecdbfd49034c39884a63967dadf0f6f,1.8695652173913044,1.891304347826087,0.021739130434782483,0.0036231884057970807,46,46
bbefa0e374f836399583ea4de478e02318c7bb86,1.0,1.0,0.0,0.0,1,1
47757b84b281a5e1caac71ded0a250b580385671,2.5,2.5,0.0,0.0,2,2
b30a46f7f56babd1a2ff8265557ff614ae70908e,1.891304347826087,1.891304347826087,0.0,0.0,46,46
e73d4ded32df6cef1db131f4dcc1dba4c87a6f55,1.8333333333333333,1.5,-0.33333333333333326,-0.007936507936507934,6,6
75b00c53c7cbd7b0a54179739e6498f2a357b920,2.5714285714285716,2.6923076923076925,0.1208791208791209,0.005255613951266126,14,13
cb5a0a9e17775e00f18292eea49ffcce87119ef2,0.0,3.0,3.0,0.046153846153846156,0,4
98b54b84b5705151c5a6c440263e761823b0bb72,1.0,1.0,0.0,0.0,3,3
f470d6297da39a36a7ad7771c62d25bd23f6e7a8,1.0,1.0,0.0,0.0,3,3
8e99546fb4d48166ffc62191e01ce5072fe31bd2,1.75,2.25,0.5,0.041666666666666664,4,4
cb5cb66494f0231e7ee9b0704434e856eeb918b8,4.428571428571429,5.0,0.5714285714285712,0.025974025974025962,7,5
db049bc0738dd5c70bdc5634087c71cd6947ace3,1.2857142857142858,1.5714285714285714,0.2857142857142856,0.02857142857142856,7,7
3c56d08317673e6576daf33e612ed7325ed1b7ac,2.75,2.75,0.0,0.0,4,4
52a0212d1e0eb670ff7062e2f3565a0bee0bcb4d,1.0,1.0,0.0,0.0,2,2
54da61147e9291f1afdc73cc3259bd43f07bc3a8,1.0,1.0,0.0,0.0,2,2
bc3fa0dd4a0780f8dbd6b6fc01e942a52718ff32,4.0,4.0,0.0,0.0,4,4
4038b921675d1761e8caac9e1b39d4ba68c50143,0.0,1.6666666666666667,1.6666666666666667,0.06410256410256411,0,3
a52543a4da9e9d0a37f0535bc4b4b3a80e746241,4.0,4.0,0.0,0.0,4,4
77d7ce224beb179eb30c06912414b1338875d1b3,1.6666666666666667,1.3333333333333333,-0.3333333333333335,-0.022222222222222233,3,3
393905e8df17a28f0545e5e3180bb398d757507c,2.0,2.0,0.0,0.0,3,3
3bda77beeb8c2484d9fca646df1178e5c937fea3,1.1428571428571428,1.5714285714285714,0.4285714285714286,0.0075187969924812035,7,7
6cb13a807965e0be3ffbf015ad6d4494d0937cee,3.5,3.5,0.0,0.0,2,2
2be330fd188434765f762a398fc1e9e0c90e73bb,1.0,1.0,0.0,0.0,3,3
eb2333554016211fd6debf8fc185556414715c37,1.0,1.0,0.0,0.0,5,5
a016ea8ee0827e17e5cd6e2dcb03e09bf9c05cd3,1.0,1.0,0.0,0.0,2,2
789c8c59bf90de619220eaef07e2ae28c5419054,1.5833333333333333,1.5833333333333333,0.0,0.0,12,12
95c5fb6cd545c52ea0acc37c2f38cbe9b280ebe8,1.7391304347826086,1.7391304347826086,0.0,0.0,23,23
761e8523e482c6a3fe4872001d597bb0e5d6bb4f,1.7027027027027026,1.9166666666666667,0.2139639639639641,0.0017682972228426786,37,36
c80c7604f2b8cb9bfd97279a67a4608113ba0293,2.125,2.088235294117647,-0.03676470588235281,-0.0011859582542694455,32,34
362e64ef2d6a102175b587b0acc255d01488b666,1.0,1.0,0.0,0.0,1,1
cf6ea6af47a46239ad74c9877864dc1483d1e970,2.0,2.0,0.0,0.0,3,3
fc673547c9708a4cad118776b859dbc9d72c3694,1.8181818181818181,1.8333333333333333,0.015151515151515138,0.000841750841750841,11,12
f47866c568916644a9afd06cd3e2ab4f5158b00f,1.4,1.4,0.0,0.0,15,15
b9d919aeed2353789fc5bc52257d4e0c85ec4715,1.0,1.0,0.0,0.0,2,2
4237bb3f27f46c248c24eb855448b6d3cc282b50,1.0,1.0,0.0,0.0,1,1
35fc5fbcc941205099498932b5e683102d2945ad,1.0,1.0,0.0,0.0,2,2
fda26caecc24c3818d5059e254e15ebc640e10c1,2.0,2.0,0.0,0.0,1,2
b0c15f8634bdf2bf93fee8d0f3e6461974c6ba63,1.0,1.0,0.0,0.0,1,1
2828771702193bed3b3d7afbf829f3e614c20b2c,1.34,2.3773584905660377,1.0373584905660376,0.010071441655980947,50,53
11e87b67e123d56e5afe3200790700eced5bfee7,1.0,1.0,0.0,0.0,5,7
c656f19923eb873f5883d8bc359ac259053413c0,1.1538461538461537,1.1764705882352942,0.022624434389140413,0.00013153740923918845,13,17
488e08ac50285e0efbeb6588184cd598be0b48fd,2.8333333333333335,2.4,-0.43333333333333357,-0.004561403508771932,6,5
efa27e63fc5c85714a5ba8dc2b9420072465d979,1.7083333333333333,1.7916666666666667,0.08333333333333348,0.0020325203252032557,24,24
