hash,date,files,deletions,insertions,lines,is_reverted,failed_pipeline,changes_in_30_days,duplication_percentage
4ad4f413b4f9cebe346880bf8cce72a474fdf475,2023-05-22 10:23:50+00:00,2,5,8,13,0,False,14,0.0
c5c4ab40325fa66672a6a733055203f00f3d5942,2023-05-22 10:51:16+00:00,7,15,51,66,0,False,59,1.53
af753a5a0ebfa9134c347b8a18a0a2ccf08a4dbe,2023-05-23 02:54:36+00:00,2,111,111,222,0,False,0,0.0
a7fd221edbe72501f81b6a0285c7c0e099cb7a07,2023-05-23 02:56:12+00:00,2,150,150,300,0,False,0,0.0
8b2ffbfef38440fe57a5ac2092fe125d6d450e7b,2023-05-24 01:52:28+00:00,2,147,147,294,0,False,0,0.0
37ca9b1a432ae527d3d7810089434132648dd243,2023-05-24 02:53:13+00:00,2,111,111,222,0,False,0,0.0
6d873e87b4be6d76af11339ccc20de898f6efb9e,2023-05-25 01:39:16+00:00,2,112,112,224,0,False,0,0.0
a2d7229100be8051c4249dfb05608bca85f78b07,2023-05-25 01:39:30+00:00,2,147,147,294,0,False,0,0.0
f504dc4bb3922ddf960bbe83412c4220fa2da51b,2023-05-25 04:09:29+00:00,1,0,28,28,0,False,6,0.0
0f6e4c95adf88bb9c6104ec30beb691cf59748d6,2023-05-26 01:30:40+00:00,2,110,110,220,0,False,0,0.0
dbff0806cf4b47ba4f00394d6ea82ed205d61889,2023-05-26 01:32:29+00:00,2,143,143,286,0,False,0,0.0
39914963683503cad0674f30ce81c701eff7eba1,2023-05-29 01:44:12+00:00,1,1,1,2,0,False,53,0.0
5dd4f25f1e1f14d9d3d995a7960bd52bcb8d131b,2023-05-29 02:03:16+00:00,2,151,151,302,0,False,0,0.0
9f4266863cf273fd227c8c3da4a8dac4224f35cb,2023-05-29 02:05:01+00:00,2,111,111,222,0,False,0,0.0
5d3aece6faf32efea0a341f6dd425b9558186ed1,2023-05-29 15:26:03+00:00,2,52,0,52,0,False,0,0.0
3d0995f410455ea555f0dc416a21dfb73c325b98,2023-05-29 15:30:25+00:00,6,18,18,36,0,False,0,0.0
09fcca336e0ce63725ff871d3b697f6a7b5995e2,2023-05-29 15:32:25+00:00,4,7,15,22,0,False,27,0.0
2d1caac8be69ed65959f8a1627a7ea43d1dde9ad,2023-05-30 02:14:16+00:00,2,144,144,288,0,False,0,0.0
9f60d515f9fc2fdb9257ff76ac92e7bc86c9b7b7,2023-05-30 02:15:15+00:00,2,110,110,220,0,False,0,0.0
425ffa88dcd1217b7f27d6cfdf13d1155718a83e,2023-05-30 08:19:41+00:00,3,57,29,86,0,False,14,0.0
0dbb5e0ddef4a9d85eb1606134bab113fd5c7ba5,2023-05-30 11:14:18+00:00,1,0,8,8,0,False,1,0.0
f2ce2c09b572ea4dca5dc780bdae60b4fe6a1bf3,2023-05-31 02:28:55+00:00,2,114,114,228,0,False,0,0.0
214c566a14b99866acf4f4dd1afe0d69196c8929,2023-05-31 10:21:14+00:00,2,147,147,294,0,False,0,0.0
b4e554862a578815194e09b2d392f61fc87462a6,2023-05-31 23:24:30+00:00,2,149,149,298,0,False,0,0.0
4422ba2b94529b47a37270c01ef8e09b5219a4ae,2023-06-01 03:21:29+00:00,2,112,112,224,0,False,0,0.0
0ad7d624ea64bab3cfc2586f6020e5df432124d9,2023-06-02 07:23:05+00:00,2,147,147,294,0,False,0,0.0
b9c835d66af0bfe85595e45fb3df172bf019ab53,2023-06-02 07:23:18+00:00,2,109,109,218,0,False,0,0.0
98acf05c36691d4050f3ce9c5270c520a43449ee,2023-06-04 04:42:02+00:00,2,113,113,226,0,False,0,0.0
3830870fcbe44c5f22ccc5b417358c422f871129,2023-06-04 07:52:09+00:00,2,147,147,294,0,False,0,0.0
c9814f0ae01f720afb7d1285a4a8aec1a22ce9b2,2023-06-05 02:33:13+00:00,2,143,143,286,0,False,0,0.0
2242e06590b8296cf0f3c2501187b2ff6b79702a,2023-06-05 02:33:23+00:00,2,112,112,224,0,False,0,0.0
c720b97c50fdda776578ce88f36bb9b71532509d,2023-06-06 03:24:49+00:00,2,150,150,300,0,False,0,0.0
2ab318ea0c7c85e87ef8c5e3d8d420d49cf4788f,2023-06-06 03:26:29+00:00,2,113,113,226,0,False,0,0.0
c77cc951e1aa1c46ebd8b2187ca66b1b7abd0563,2023-06-07 01:35:09+00:00,2,112,112,224,0,False,0,0.0
702dff9b238bfb8f9617f9141ac6399ab9a439b4,2023-06-07 01:35:19+00:00,2,149,149,298,0,False,0,0.0
0c4d5c615c01e21db9e84b5c71ce0f3ab37d6428,2023-06-08 01:47:54+00:00,2,150,150,300,0,False,0,0.0
e7aba487993c6caf5e74ce98bc277bb0a861036e,2023-06-08 01:48:05+00:00,2,112,112,224,0,False,0,0.0
e394541317e1776dda09f4f712d25deb88d97c51,2023-06-09 02:33:15+00:00,2,149,149,298,0,False,0,0.0
8e5db819c56ecd5714682ec86900f9188a083748,2023-06-09 02:34:56+00:00,2,112,112,224,0,False,0,0.0
5ce1458b499851ef506a8e88e2955fdf36486fd3,2023-06-10 03:50:06+00:00,2,146,146,292,0,False,0,0.0
30f2c81c7525b4b42fd099f81d22257f3ce09265,2023-06-11 10:55:41+00:00,2,151,151,302,0,False,0,0.0
be70480dcb8a75388cf12f4a612af6667f7bf5ca,2023-06-11 10:55:51+00:00,2,114,114,228,0,False,0,0.0
e8a1a97a388e57e94961f9a16c01abd3bc7a2494,2023-06-12 00:11:10+00:00,2,1,9,10,0,False,14,0.0
705b3f2ffdeb90cb9cb4c715bc0dfacfbe41490c,2023-06-12 02:47:05+00:00,2,148,148,296,0,False,0,0.0
81e970ed1117752bc9b2e13cb73654f77ae94779,2023-06-12 02:48:32+00:00,2,112,112,224,0,False,0,0.0
b409cc11d669c88675e23e570dc1e0f6db7e99e1,2023-06-13 00:23:10+00:00,2,112,112,224,0,False,0,0.0
b32ea2d3338dbb34bb716f346366082a459d619c,2023-06-13 00:34:51+00:00,2,150,150,300,0,False,0,0.0
ce1ac8e5ca684c8e1008509917e57c81f2df69cf,2023-06-13 23:53:12+00:00,2,152,152,304,0,False,0,0.0
f53cdf724e786563825bc540ea86914b08d0bc9c,2023-06-14 00:32:04+00:00,2,112,112,224,0,False,0,0.0
da58a2316c0831f922c7e443dc84818739b4f419,2023-06-15 01:40:27+00:00,2,148,148,296,0,False,0,0.0
db96d2febeac8617786000df93316e6a146a5730,2023-06-15 01:40:41+00:00,2,112,112,224,0,False,0,0.0
007e6534d40b72c979bb542e99b4ab9f26386630,2023-06-16 00:06:57+00:00,2,148,148,296,0,False,0,0.0
9a1f348493ab48de7574cfa03fae38d179b91921,2023-06-16 02:56:23+00:00,2,113,113,226,0,False,0,0.0
4f45bcdf2122a8255caba2ca4fbe58eb278ba03e,2023-06-17 13:45:46+00:00,2,147,147,294,0,False,0,0.0
b49042e69e88df492fdeaea8a26f18d362317e79,2023-06-17 23:32:46+00:00,2,151,151,302,0,False,0,0.0
9f3bf4db262b124986c61084e9aab2adf8cbeaa8,2023-06-18 14:13:21+00:00,2,112,112,224,0,False,0,0.0
3f4de3f1633a95e75f4d41327daea4f00af97491,2023-06-19 03:57:49+00:00,2,148,148,296,0,False,0,0.0
1e4c16041bdebbc54c607749a1e98c5e267516ad,2023-06-19 03:59:38+00:00,2,114,114,228,0,False,0,0.0
b9a33e2f5a0faf16c63fc3666b5176af6eb0f200,2023-06-19 21:02:36+00:00,1,1,4,5,0,False,1,0.0
b5a1d0dfa62bcba6d9cf584d74c2d9f16f414e67,2023-06-19 23:25:42+00:00,2,148,148,296,0,False,0,0.0
e395ec80e4324aac2007a5469626d006a315c5f8,2023-06-19 23:25:57+00:00,2,113,113,226,0,False,0,0.0
db4e1dda5a4cbba729b9e85897cf66bf1542fadf,2023-06-21 02:45:44+00:00,2,145,145,290,0,False,0,0.0
4806e35056b477af2de775c6fcebdcb4ff1ca98e,2023-06-21 02:45:56+00:00,2,112,112,224,0,False,0,0.0
23d2d41591e8b8a62630008c192944df1a12d991,2023-06-21 23:26:05+00:00,2,150,150,300,0,False,0,0.0
42fea9a1f175201cf423fbb762585744f7b80866,2023-06-22 01:27:43+00:00,2,112,112,224,0,False,0,0.0
37c9a88edaf2fe01a0a1618378728f4b8a4572e5,2023-06-22 15:36:14+00:00,1,1,1,2,0,False,24,12.08
c59af5558f0eae5fdd424581fc3998a4edd6feb8,2023-06-23 01:02:59+00:00,2,147,147,294,0,False,0,0.0
319538ddd4f4254d631d97bc274a46b10375767e,2023-06-23 01:06:16+00:00,2,111,111,222,0,False,0,0.0
e554555e9638ae015c8034a6b2697f4178cb654d,2023-06-25 03:15:25+00:00,2,150,150,300,0,False,0,0.0
3ae73e4437a108b31162b9bfb753fbac76f28ba6,2023-06-25 03:17:07+00:00,2,114,114,228,0,False,0,0.0
c2925dfd39340784057e7e56d18a775112d08884,2023-06-26 03:40:48+00:00,2,114,114,228,0,False,0,0.0
e629f678501b0bcfeda4179205a5962fbc582ab7,2023-06-26 03:41:04+00:00,2,147,147,294,0,False,0,0.0
44b950c218b2988dc431c635c95055f676ac1149,2023-06-26 10:53:29+00:00,1,1,4,5,0,False,1,0.0
e697c6710e4b2be450e6d22e1fff91b196bf5324,2023-06-27 02:40:30+00:00,2,114,114,228,0,False,0,0.0
0d04eddd0c4d26f339739b10457d1fe141d93fdd,2023-06-27 02:43:50+00:00,2,141,141,282,0,False,0,0.0
1a4853cbdeb452ad7c43ede4af5254ffdab6a610,2023-06-27 06:08:25+00:00,1,0,8,8,0,False,1,0.0
1fb963e810989bd76e409948a3b2a151d0f8d5c0,2023-06-28 03:28:24+00:00,2,145,145,290,0,False,0,0.0
df027f02eaf22f3de324d75b8bcbf8256e477e3c,2023-06-28 03:30:01+00:00,2,112,112,224,0,False,0,0.0
5df164d3f4892594fba4765d54990c7938e5c948,2023-06-29 02:48:27+00:00,2,146,146,292,0,False,0,0.0
26b40b300edebcb37031148cc082673ff7036390,2023-06-29 02:52:48+00:00,2,112,112,224,0,False,0,0.0
f2681f641acda7d38015dd100f0d2694d37bfd93,2023-06-29 05:26:17+00:00,1,17,17,34,0,False,0,0.0
c3f6e76a6c3c8c535aa4ed6c0bed763bd3fb4f8d,2023-06-30 06:21:53+00:00,2,113,113,226,0,False,0,0.0
7ba1a78b828ec9437d9e94b3f325ff4304639ece,2023-07-01 01:27:13+00:00,2,111,111,222,0,False,0,0.0
e4f9dcd826b8252bc06e0ef30c75adcdbe42e286,2023-07-01 01:30:38+00:00,2,149,149,298,0,False,0,0.0
02e306694b390edbe66a3895cb6420c117d8183a,2023-07-01 02:10:45+00:00,1,11,11,22,0,False,0,0.0
50a969c7aae8508eca112fbdb13759248ab5ebe5,2023-07-02 14:36:14+00:00,2,151,151,302,0,False,0,0.0
7e8986884b38809c02250df1b6f6ab78b08d4691,2023-07-02 14:37:53+00:00,2,112,112,224,0,False,0,0.0
a0d59af420c0cf92c763256018735beec07e48d0,2023-07-03 01:38:09+00:00,2,113,113,226,0,False,0,0.0
d9c0d381fc4f8e25381af36ab19cc6f84acd38bf,2023-07-03 11:57:53+00:00,1,2,8,10,0,False,0,27.4
322dff957d51768cf29a9523f7a978f6b46b3eac,2023-07-03 23:26:55+00:00,1,2,3,5,0,False,8,0.0
b4367da00cf155e9943efbe94761db0301ff4743,2023-07-03 23:51:25+00:00,4,8,4,12,0,False,82,27.95
15336269971d12dde2f6291ffe1b6a70a1102716,2023-07-03 23:54:59+00:00,2,113,113,226,0,False,0,0.0
9076d939d5219006d5b22a0def485b27328ecb9b,2023-07-04 03:40:32+00:00,2,152,152,304,0,False,0,0.0
3066af386387b8d230a6141fb3eec5ada6c95b91,2023-07-04 10:17:06+00:00,1,7,7,14,0,False,0,0.0
802c007370ca1d2623a7760810c7d487557bf02a,2023-07-05 04:17:37+00:00,2,113,113,226,0,False,0,0.0
b65e2bcc1adad826c9c1945c367699c4e6411034,2023-07-05 04:17:54+00:00,2,146,146,292,0,False,0,0.0
3ab7016c18a30a38e5b2efe9777fcf6d4d68191c,2023-07-05 23:40:59+00:00,3,34,19,53,0,False,25,0.0
e21773470b9613cb35feb7f71c23da829d6108d9,2023-07-06 01:46:47+00:00,2,149,149,298,0,False,0,0.0
6ff912e6b52b997b080d2488d6dad44c66a42602,2023-07-06 01:46:55+00:00,2,114,114,228,0,False,0,0.0
f37f00689d3fe98ee7c96b224c9d63c42eeb4ff3,2023-07-07 01:22:47+00:00,2,113,113,226,0,False,0,0.0
4d59e382822a776e50c033a7e9915465ed5a8a51,2023-07-07 01:23:03+00:00,2,151,151,302,0,False,0,0.0
c523dc9705d8ce471e5448b5161641d6dedb85ff,2023-07-08 09:23:16+00:00,2,148,148,296,0,False,0,0.0
6c033a7a075a6ba17c1b804f257de23ff7a9eba8,2023-07-08 09:24:52+00:00,2,112,112,224,0,False,0,0.0
957524d9609c7be23abcab855171b0ed348f0f0e,2023-07-09 01:52:26+00:00,2,112,112,224,0,False,0,0.0
f07cb6bda6b37e51febe873f5b41fdecb1624e33,2023-07-09 01:52:41+00:00,2,148,148,296,0,False,0,0.0
057d65609c1fc60985a3f9fee9fa823f7a3a0890,2023-07-10 01:58:57+00:00,2,145,145,290,0,False,0,0.0
5758a6abbe0d2dc7387f0e26d9e6900a03dae32c,2023-07-10 02:00:38+00:00,2,114,114,228,0,False,0,0.0
bca73d4ff732aa620d1cc0c6f9f76b38a9beb256,2023-07-11 02:46:30+00:00,2,149,149,298,0,False,0,0.0
faaef768bb6a43c932da47178dc6496445d7be08,2023-07-11 02:48:03+00:00,2,113,113,226,0,False,0,0.0
a774cf88f5f7ca81d90fb1aa9d5a92d1cf0549ea,2023-07-12 02:30:15+00:00,2,110,110,220,0,False,0,0.0
f75a21754bc41aa6706f87080d54a58669b4140c,2023-07-12 02:30:28+00:00,2,145,145,290,0,False,0,0.0
5c3e9934dcc52a09ad3816b3930caec95175a49c,2023-07-13 02:02:02+00:00,3,1,34,35,0,False,2,0.0
b0914b395baca2d4d33d1f3523817f12ac9240a5,2023-07-13 02:09:00+00:00,2,148,148,296,0,False,0,0.0
a62adb4aa551f8ee0422f78f5f9f22d46d44dd2f,2023-07-13 02:12:31+00:00,2,114,114,228,0,False,0,0.0
f9fda4ebe79d50742591bc016f01f591697f5467,2023-07-13 04:56:20+00:00,1,0,7,7,0,False,0,0.0
55fbdf702f3ecd97a758e2daa4f32b33f458b446,2023-07-14 04:01:14+00:00,2,149,149,298,0,False,0,0.0
f5b69ab31039f0d92e88de39255e25a96391cb35,2023-07-14 04:45:27+00:00,2,112,112,224,0,False,0,0.0
a8cd04c6c923f4a7ccc482ef986b172f5f36a48a,2023-07-15 13:04:13+00:00,2,150,150,300,0,False,0,0.0
75fce80417392e626cb9ccc1532852e84ec1ff2d,2023-07-15 13:05:46+00:00,2,113,113,226,0,False,0,0.0
f2dfea2884690aafdc2eab74c92cf84a4bcc6c08,2023-07-17 03:08:42+00:00,2,149,149,298,0,False,0,0.0
17219c69a50231628a885ba7db48a6f9bf1ed37b,2023-07-17 03:10:23+00:00,2,112,112,224,0,False,0,0.0
f545fe3830413b7a6d761401d7b8a2b89819c6c1,2023-07-18 02:12:18+00:00,2,148,148,296,0,False,0,0.0
8ba688ea79d785e14d44643fe9f9bd0c4c30020b,2023-07-18 02:13:53+00:00,2,113,113,226,0,False,0,0.0
705b30957e79d9b898fb5332910fef05eac30351,2023-07-19 03:04:45+00:00,2,147,147,294,0,False,0,0.0
4175aa2c6e11cd9825de3b6bf0f452d6dfe3fc93,2023-07-19 03:04:53+00:00,2,114,114,228,0,False,0,0.0
c0602803f545b9ced947c498caf4fcef569269ff,2023-07-20 03:57:07+00:00,2,149,149,298,0,False,0,0.0
b7719f0ddc5bac69673eb9d08d80f6805e8c4288,2023-07-20 03:58:50+00:00,1,95,95,190,0,False,0,0.0
ba854f1dd4d8757b280c9b6f8a801bad138b34f7,2023-07-20 07:50:35+00:00,4,31,31,62,0,False,0,0.0
dd5e751e69d7070e15dda52865241063a392cfef,2023-07-21 03:17:34+00:00,2,147,147,294,0,False,0,0.0
6608850ab87a8fcf3441e66efcfb76b6e3a79f4a,2023-07-21 03:19:10+00:00,1,95,95,190,0,False,0,0.0
929ace3374478421335fd7341d5912de5ab9eff0,2023-07-22 12:30:44+00:00,2,147,147,294,0,False,0,0.0
a776d15a82c0d84c07b12934e29840c55d4c831b,2023-07-22 12:32:18+00:00,1,95,95,190,0,False,0,0.0
625794d479fade25c0fd91f45dd9216edf0fad3e,2023-07-23 11:48:42+00:00,2,145,145,290,0,False,0,0.0
21a4a369ce5926de17356c4328e2acca01a88524,2023-07-23 11:51:55+00:00,1,95,95,190,0,False,0,0.0
20b3027bf3e87744fb8e5794db9b1217ce8a33f2,2023-07-23 23:41:25+00:00,2,145,145,290,0,False,0,0.0
59d977ff8475d39afcf6e8cd26b2c1ce9c844630,2023-07-24 03:02:59+00:00,1,95,95,190,0,False,0,0.0
0063480126aa9c5031960640e737a4dc9dc84aab,2023-07-24 05:04:00+00:00,3,32,13,45,0,False,12,0.0
d2b4dc04b0174fa42f3652cdcbc6100d808d76ae,2023-07-25 02:41:28+00:00,2,149,149,298,0,False,0,0.0
92ae060639ece310db6da1a182f0e2a82b2afc81,2023-07-25 02:41:41+00:00,2,76,76,152,0,False,0,0.0
fb53480d73a2929cffba580f88f81e127d2076b0,2023-07-25 03:43:16+00:00,5,7,15,22,0,False,0,0.0
fca173de057179d7f4e6a68ced17994a065cb03b,2023-07-26 03:52:30+00:00,2,144,144,288,0,False,0,0.0
9bf34741652c72de26b6a95d2d186fb3e6426ec8,2023-07-26 03:55:38+00:00,1,19,19,38,0,False,0,0.0
e77b7beb7fbc3e1815f2fd0fdfa80b9d26a947bb,2023-07-27 02:34:34+00:00,2,146,147,293,0,False,0,0.0
d09424836685e73cef4ba936c0e93437fd9eab86,2023-07-27 02:36:11+00:00,1,19,19,38,0,False,0,0.0
49fae3d5b6c98e01b4c3cce3b4791b09f62b7845,2023-07-28 03:28:10+00:00,2,142,142,284,0,False,0,0.0
6083173ac3e69183c5e9ed9231673cda0c2ce272,2023-07-28 03:28:22+00:00,1,19,19,38,0,False,0,0.0
3ba496cb1f1305acb76b9c31d1fd034e7e11d311,2023-07-28 03:55:34+00:00,3,1,10,11,0,False,31,0.0
f2f2bb132b4b99c07345e994b58f26e81f3e0e4f,2023-07-29 05:54:35+00:00,2,142,142,284,0,False,0,0.0
f7bda7b11c305fa23ec1627e9c1627d58bd9cec5,2023-07-29 05:57:09+00:00,1,19,19,38,0,False,0,0.0
ddead3b064b4379cfa47e092dd031bad444145df,2023-07-30 06:26:02+00:00,2,143,143,286,0,False,0,0.0
6f1a739dc2b9b4ca3bf97fc4d06a94469710061e,2023-07-30 06:27:32+00:00,1,19,19,38,0,False,0,0.0
9e62694435c3b367f7283b74084eb71f30ba3e4a,2023-07-31 01:29:02+00:00,2,145,145,290,0,False,0,0.0
be1f27e77c6468a910600b53059d5d6e111d2566,2023-07-31 01:30:36+00:00,1,19,19,38,0,False,0,0.0
fecee047baace0c9d97c785082f8e630042b3874,2023-07-31 02:24:06+00:00,1,1,1,2,0,False,0,12.0
640c171aaad7956d38e0b9bfa431c96871e4b386,2023-07-31 12:05:18+00:00,1,0,5,5,0,False,0,0.0
f23512fc0034bea7d4c20653e1d910c66b77a2c4,2023-07-31 12:08:40+00:00,5,7,15,22,0,False,0,0.0
2e8aea1e97833e5ae780f5c166d87299637a8fd4,2023-07-31 23:55:57+00:00,1,19,19,38,0,False,0,0.0
4236ee6baad77a19472e0ab46b7a51ee6d0ac023,2023-07-31 23:57:37+00:00,2,146,146,292,0,False,0,0.0
8dfde8c3ab48ae2d44ee11e0c1118583b7a92cba,2023-08-01 08:36:33+00:00,3,41,30,71,0,False,56,0.0
05655590c4afa5fdcffd6038ab38d2abea495474,2023-08-02 01:31:44+00:00,2,130,130,260,0,False,0,0.0
e77d2636fadad3c8ec94b8f22f67620f67551b98,2023-08-02 01:33:14+00:00,1,19,19,38,0,False,0,0.0
14bbd5c9a6b90da1736e1361ed91249a2abdfdf3,2023-08-03 02:11:18+00:00,2,148,148,296,0,False,0,0.0
e5f56d353b69a3a234d5e0b926b44f8af74a6c82,2023-08-03 02:14:10+00:00,1,19,19,38,0,False,0,0.0
ec742c5bbb1805cea049a6b943ce4790c8c83793,2023-08-04 01:35:22+00:00,2,145,145,290,0,False,0,0.0
d2b6977d6731d96d50ffbe5b3f7c6d2abd2f9d65,2023-08-04 01:35:36+00:00,1,19,19,38,0,False,0,0.0
d256a925a7dd3644cda77e09f5ebc8dc412cbb39,2023-08-05 13:15:36+00:00,2,144,144,288,0,False,0,0.0
d456747e443d964043e2034b650b7b8275bbfa3c,2023-08-05 13:17:29+00:00,1,19,19,38,0,False,0,0.0
324ad2f6304d4fbc333c340054275c1268e2aa4b,2023-08-06 04:07:51+00:00,2,145,145,290,0,False,0,0.0
489e0b91becfb8e45c353cceb7da3096e42349e8,2023-08-06 04:08:13+00:00,1,19,19,38,0,False,0,0.0
4eac8f1a2b7d2d857993b647b7ba8044ecf0ea72,2023-08-07 00:46:23+00:00,2,141,141,282,0,False,0,0.0
38b13fd3c183851a02497330cec7efc0da2af091,2023-08-07 02:17:05+00:00,3,74,74,148,0,False,16,0.0
675215ef5a35c0acca1e3ccddc23f6ca5cb0c0a5,2023-08-08 02:34:54+00:00,2,147,147,294,0,False,0,0.0
5a2024f294f57820e85de0d61e6f07a17c048db0,2023-08-08 03:54:02+00:00,2,111,111,222,0,False,0,0.0
6b8764b8d3920232f5f91d3636153272467f08df,2023-08-09 02:21:33+00:00,2,151,151,302,0,False,0,0.0
09674f666becbbeb5bb630499354611287e0a0ba,2023-08-09 02:33:55+00:00,2,114,114,228,0,False,0,0.0
410d33f7dc41ea71924fa18af60a8d215953b8a7,2023-08-10 02:24:44+00:00,2,149,149,298,0,False,0,0.0
8e63e3095a9338b51f4db2b5225f0fccbc5480c9,2023-08-10 03:19:13+00:00,1,11,11,22,0,False,0,0.0
0d92846fd0291b47e2e9ea4acf81cc4e17ceabfe,2023-08-11 02:39:22+00:00,2,114,114,228,0,False,0,0.0
1845edd8c28c2728adb1a3f19e9e6a86237d36f8,2023-08-11 02:41:04+00:00,2,146,146,292,0,False,0,0.0
a629fabbc2f4333b46c77ca2043e61ac7a145714,2023-08-11 05:59:35+00:00,1,2,2,4,0,False,8,8.75
a36c61a940cf8525ee5d349ab5dfa46d32aef6d1,2023-08-11 07:32:18+00:00,1,1,2,3,0,False,1,0.0
67edd886c9ec17a1fe51ad513b1e286cdb1434ac,2023-08-11 10:49:04+00:00,5,7,15,22,0,False,0,0.0
4b54f5963aec762062958f3b1c749ca3e358ddb5,2023-08-12 05:12:55+00:00,2,113,113,226,0,False,0,0.0
40695ebdf9fa978ef6e2f5f040728693f0f7c45f,2023-08-12 05:14:39+00:00,2,145,145,290,0,False,0,0.0
b8cd16e8aa18753c035682fd3a4bb7a8a1e59076,2023-08-13 04:31:05+00:00,2,143,143,286,0,False,0,0.0
999af6e554eb13abb1badc060be6f42baf29b684,2023-08-13 04:32:55+00:00,2,113,113,226,0,False,0,0.0
122ca0f18315ef792ee89320e1f4ea0bf488992f,2023-08-14 01:40:43+00:00,2,113,113,226,0,False,0,0.0
c864158ea6181dc08cba2e4e07b653ba38ef175c,2023-08-14 01:46:08+00:00,2,140,140,280,0,False,0,0.0
bbdca8187d06cc5b74cdc247bbb363470553785f,2023-08-15 00:05:32+00:00,2,147,147,294,0,False,0,0.0
d8e8064f045689252ec8c64774b5a9bc0552c537,2023-08-15 00:07:34+00:00,2,113,113,226,0,False,0,0.0
2620c1fd45a5a090212c7f1490d90e49c78a0dfb,2023-08-15 02:08:59+00:00,1,2,2,4,0,False,8,8.75
fabaa0f8649e7eb3759e0b54c2c19bdcd07120c9,2023-08-15 15:12:50+00:00,1,1,1,2,0,False,3,0.0
ddeeb40fdfb61537e4e180aa700372978566f01e,2023-08-16 01:11:00+00:00,2,142,142,284,0,False,0,0.0
aefc5d8da4b65d081b693198f614ca252f1a7efd,2023-08-16 01:49:56+00:00,2,113,113,226,0,False,0,0.0
9dfafa6a97d7430ff35c38599467aa818473fdbe,2023-08-17 01:22:11+00:00,2,145,145,290,0,False,0,0.0
9c552d8fa70be879813dea043d18b221b4b31d17,2023-08-17 01:23:52+00:00,2,113,113,226,0,False,0,0.0
aab06046836cb4445dbed5d8ccd0870296a0f704,2023-08-17 03:42:43+00:00,1,18,18,36,0,False,0,0.0
628e055ce94ad64c50bcf17b0e9d8e731cd42cca,2023-08-17 11:10:55+00:00,2,11,12,23,0,False,9,0.0
9c0c17fafd6cbfc5e1a32b9c08e84693de90adcc,2023-08-18 02:35:13+00:00,2,149,149,298,0,False,0,0.0
4eae29340e11bc246c9b4f6851794a000ca93688,2023-08-18 03:08:46+00:00,2,114,114,228,0,False,0,0.0
57ef43f85698e1ac22586741889ce5f294b10bee,2023-08-19 06:21:41+00:00,2,141,141,282,0,False,0,0.0
ff95c9fa67eecf52e97259419897a7ce9e7ee0a3,2023-08-19 06:21:56+00:00,2,114,114,228,0,False,0,0.0
f9b0ef848b373f19c07974d9c4d22fcf1acf6b5a,2023-08-20 05:10:43+00:00,2,145,145,290,0,False,0,0.0
b8866e309c32733976c58006ce7130926014d121,2023-08-20 05:12:37+00:00,2,112,112,224,0,False,0,0.0
d324c5063e166d3b2bb82e57a4982cda3a00f0e7,2023-08-21 00:17:07+00:00,2,112,112,224,0,False,0,0.0
9b3feb4aa3364a56fc62b3eea6b382bdd416ead4,2023-08-21 00:17:19+00:00,2,143,143,286,0,False,0,0.0
6d8c48c58cbbc23e76e68e25a94e03becddfcd77,2023-08-21 11:48:41+00:00,4,6,8,14,0,False,60,0.0
99fea37417b5b9757246fd67442a02c31b6916ed,2023-08-22 01:03:06+00:00,2,143,143,286,0,False,0,0.0
1820f620926c829625edd24f374801c9e4be9359,2023-08-22 01:03:29+00:00,2,113,113,226,0,False,0,0.0
666f334e5f233e023110992b8afe837d2bf09beb,2023-08-23 02:06:33+00:00,2,144,144,288,0,False,0,0.0
939fa6cd1ee555944727fb6fcd0a508b75a87e99,2023-08-23 02:06:46+00:00,2,114,114,228,0,False,0,0.0
c98ef092902adff5c61424a61b619d0a5d0e2e43,2023-08-24 04:10:06+00:00,2,145,145,290,0,False,0,0.0
06da0ce4e9287ecdcb32e88ccc1dbd9613a3cec9,2023-08-24 04:11:48+00:00,2,113,113,226,0,False,0,0.0
8e934aaa2a20a2e0ae9ece19d6cfef1537fafec2,2023-08-24 04:13:16+00:00,1,7,2,9,0,False,4,0.0
497420aa5b2461033a00b0791cb2797ba15d6457,2023-08-25 00:22:43+00:00,2,147,147,294,0,False,0,0.0
bb65acef37bbc39b0267729c8612a90921b1554d,2023-08-25 00:22:55+00:00,2,114,114,228,0,False,0,0.0
071d605f0637d2c7c5bef8efd0ad95f4b8a3587a,2023-08-25 03:52:48+00:00,5,7,15,22,0,False,0,0.0
bb43870d8dbbbaa296e1487a18ce2dbd9b4ff637,2023-08-25 04:10:06+00:00,3,7,1,8,0,False,3,0.0
d0f9b28a91459aa710349d6ae97c99aec153e317,2023-08-25 04:15:50+00:00,4,2,8,10,0,False,3,0.0
d70a7e7b8bbe25c63aeb73dea9f075b550b5085d,2023-08-25 05:26:33+00:00,5,7,15,22,0,False,0,0.0
36f38a56b82fd99ef33368595b8aafcb58f94465,2023-08-25 10:41:46+00:00,5,7,15,22,0,False,0,0.0
86a1e5ae5f04d50a8032d0030af793bfdf7d1861,2023-08-26 06:18:23+00:00,2,112,112,224,0,False,0,0.0
083e8d2ff31749ecdc213e612aea69589fe6f7cb,2023-08-26 06:21:22+00:00,2,145,145,290,0,False,0,0.0
