metric,AI_ratio,nonAI_ratio,risk_difference,odds_ratio,fisher_p,AI_mean,nonAI_mean,U_stat,p_value,cliffs_delta
reverted_commits,0.002551020408163265,0.0,0.002551020408163265,,0.17582946370569977,,,,,
changes_in_30_days,,,,,,13.792091836734693,6.364055299539171,618571.0,4.91169015345247e-69,0.4543661243299163
