programming_language,repo_name,commit_id,tool,hash,date,files,deletions,insertions,lines
TypeScript,pancakeswap/pancake-frontend,b22c68c5f06a622ae43f5fc8bbb7e5b6fe02d524,copilot-pr,b22c68c5f06a622ae43f5fc8bbb7e5b6fe02d524,2023-11-13 15:02:47+08:00,27,11657,9999,21656
TypeScript,pancakeswap/pancake-frontend,cb5cb66494f0231e7ee9b0704434e856eeb918b8,copilot-pr,cb5cb66494f0231e7ee9b0704434e856eeb918b8,2023-11-11 12:44:54+08:00,1,10,12,22
TypeScript,pancakeswap/pancake-frontend,99a7b168ae3f032cdcae8c0bc17b34c7c67b1abf,copilot-pr,99a7b168ae3f032cdcae8c0bc17b34c7c67b1abf,2023-11-11 08:00:37+08:00,1,2,2,4
TypeScript,pancakeswap/pancake-frontend,4e992a1325da53b8c0bcc17f7f12857da3aa2a67,copilot-pr,4e992a1325da53b8c0bcc17f7f12857da3aa2a67,2023-11-10 09:33:52+01:00,13,102,140,242
TypeScript,pancakeswap/pancake-frontend,f71904c2624cc68cf6a9249442e5fdbf2847012f,copilot-pr,f71904c2624cc68cf6a9249442e5fdbf2847012f,2023-11-10 09:29:17+01:00,23,78,101,179
TypeScript,pancakeswap/pancake-frontend,8e99546fb4d48166ffc62191e01ce5072fe31bd2,copilot-pr,8e99546fb4d48166ffc62191e01ce5072fe31bd2,2023-11-10 11:47:36+08:00,1,4,8,12
TypeScript,pancakeswap/pancake-frontend,f470d6297da39a36a7ad7771c62d25bd23f6e7a8,copilot-pr,f470d6297da39a36a7ad7771c62d25bd23f6e7a8,2023-11-10 11:17:43+08:00,2,3,3,6
TypeScript,pancakeswap/pancake-frontend,98b54b84b5705151c5a6c440263e761823b0bb72,copilot-pr,98b54b84b5705151c5a6c440263e761823b0bb72,2023-11-10 10:53:33+08:00,3,11,19,30
TypeScript,pancakeswap/pancake-frontend,cb5a0a9e17775e00f18292eea49ffcce87119ef2,copilot-pr,cb5a0a9e17775e00f18292eea49ffcce87119ef2,2023-11-10 09:15:56+08:00,5,3,62,65
TypeScript,pancakeswap/pancake-frontend,9dd8b9b71e4edc3a38b837fb101e930985fd2d59,copilot-pr,9dd8b9b71e4edc3a38b837fb101e930985fd2d59,2023-11-09 14:57:09+08:00,1,5,0,5
TypeScript,pancakeswap/pancake-frontend,fbc850bb3d54b1b5967f283ad1c75ce1991c55eb,copilot-pr,fbc850bb3d54b1b5967f283ad1c75ce1991c55eb,2023-11-09 08:37:43+08:00,2,4,6,10
TypeScript,pancakeswap/pancake-frontend,5a6bc06aaf3d1d8ecf6a6e67b8a6f3a0f9edfc23,copilot-pr,5a6bc06aaf3d1d8ecf6a6e67b8a6f3a0f9edfc23,2023-11-08 18:14:01+08:00,1,8,8,16
TypeScript,pancakeswap/pancake-frontend,75b00c53c7cbd7b0a54179739e6498f2a357b920,copilot-pr,75b00c53c7cbd7b0a54179739e6498f2a357b920,2023-11-08 17:27:34+08:00,4,7,16,23
TypeScript,pancakeswap/pancake-frontend,dfa20d82864f2d5a5e5804e02c1d946af2613c0d,copilot-pr,dfa20d82864f2d5a5e5804e02c1d946af2613c0d,2023-11-08 17:21:00+08:00,22,810,276,1086
TypeScript,pancakeswap/pancake-frontend,e73d4ded32df6cef1db131f4dcc1dba4c87a6f55,copilot-pr,e73d4ded32df6cef1db131f4dcc1dba4c87a6f55,2023-11-08 15:57:22+08:00,6,18,24,42
TypeScript,pancakeswap/pancake-frontend,fa5d5334e450997c24ced6745f40556c1f3c0e01,copilot-pr,fa5d5334e450997c24ced6745f40556c1f3c0e01,2023-11-07 09:03:54-05:00,13,125,692,817
TypeScript,pancakeswap/pancake-frontend,b30a46f7f56babd1a2ff8265557ff614ae70908e,copilot-pr,b30a46f7f56babd1a2ff8265557ff614ae70908e,2023-11-07 12:31:30+08:00,1,1,0,1
TypeScript,pancakeswap/pancake-frontend,47757b84b281a5e1caac71ded0a250b580385671,copilot-pr,47757b84b281a5e1caac71ded0a250b580385671,2023-11-07 00:22:41+08:00,1,4,8,12
TypeScript,pancakeswap/pancake-frontend,b328ce24c66f965c85971dbd6210a8d80809c322,copilot-pr,b328ce24c66f965c85971dbd6210a8d80809c322,2023-11-06 17:59:43+08:00,1,13,0,13
TypeScript,pancakeswap/pancake-frontend,c8223f84656c2207d79b57fdb8c9a37e6cc960ff,copilot-pr,c8223f84656c2207d79b57fdb8c9a37e6cc960ff,2023-11-06 10:40:37+01:00,24,318,436,754
TypeScript,pancakeswap/pancake-frontend,45b466019984fa6329939b841dc362906033996e,copilot-pr,45b466019984fa6329939b841dc362906033996e,2023-11-06 10:32:03+01:00,4,74,82,156
TypeScript,pancakeswap/pancake-frontend,1985ea7515af81c49b1e8783df35bdb1be0d0ebb,copilot-pr,1985ea7515af81c49b1e8783df35bdb1be0d0ebb,2023-11-06 17:04:44+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,4faf0bc4d9b803b245dedef3d44318cdca8293c0,copilot-pr,4faf0bc4d9b803b245dedef3d44318cdca8293c0,2023-11-06 15:39:23+08:00,4,3,10,13
TypeScript,pancakeswap/pancake-frontend,49d24e6996561ab65f6f52969928cde72bc29bdf,copilot-pr,49d24e6996561ab65f6f52969928cde72bc29bdf,2023-11-06 15:38:08+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,f9229f0deafea4aa6bd072af78db47fd6486746f,copilot-pr,f9229f0deafea4aa6bd072af78db47fd6486746f,2023-11-03 18:37:37+08:00,1,3,2,5
TypeScript,pancakeswap/pancake-frontend,bbefa0e374f836399583ea4de478e02318c7bb86,copilot-pr,bbefa0e374f836399583ea4de478e02318c7bb86,2023-11-03 09:32:13+00:00,2,0,15,15
TypeScript,pancakeswap/pancake-frontend,b4a6e99fdecdbfd49034c39884a63967dadf0f6f,copilot-pr,b4a6e99fdecdbfd49034c39884a63967dadf0f6f,2023-11-03 09:14:06+01:00,1,3,3,6
TypeScript,pancakeswap/pancake-frontend,64c6c2aa01c543e88acba9dcd019885890575922,copilot-pr,64c6c2aa01c543e88acba9dcd019885890575922,2023-11-03 04:50:47+01:00,10,57,84,141
TypeScript,pancakeswap/pancake-frontend,eed2b899df9f5dab1fa8be35b6bf5e05dc44e99f,copilot-pr,eed2b899df9f5dab1fa8be35b6bf5e05dc44e99f,2023-11-03 04:17:14+01:00,2,16,20,36
TypeScript,pancakeswap/pancake-frontend,929159ed2172b01f62a4f2d1c23051cbb3287b7e,copilot-pr,929159ed2172b01f62a4f2d1c23051cbb3287b7e,2023-11-03 04:11:05+01:00,2,4,0,4
TypeScript,pancakeswap/pancake-frontend,baee7e6305d6aad5e96aa72ba4b8604ca1876eaa,copilot-pr,baee7e6305d6aad5e96aa72ba4b8604ca1876eaa,2023-11-03 04:07:48+01:00,13,109,127,236
TypeScript,pancakeswap/pancake-frontend,22b8dc7db9d84f1d2a03efd43ba48ac79171529b,copilot-pr,22b8dc7db9d84f1d2a03efd43ba48ac79171529b,2023-11-02 16:55:09+08:00,1,5,5,10
TypeScript,pancakeswap/pancake-frontend,241cc7897927ea5890962b876870dc4cb02f52d9,copilot-pr,241cc7897927ea5890962b876870dc4cb02f52d9,2023-11-02 15:59:20+08:00,2,2,2,4
TypeScript,pancakeswap/pancake-frontend,0c6014d72d09d8456a14b3979574943f194a1f3b,copilot-pr,0c6014d72d09d8456a14b3979574943f194a1f3b,2023-11-02 07:55:43+01:00,6,80,98,178
TypeScript,pancakeswap/pancake-frontend,4731ab85ec6dd4db908761409c3d9f783f4c18ea,copilot-pr,4731ab85ec6dd4db908761409c3d9f783f4c18ea,2023-11-02 07:42:58+01:00,12,118,187,305
TypeScript,pancakeswap/pancake-frontend,ff9a0964f13757e5a10a054f2d12a4d21910acfe,copilot-pr,ff9a0964f13757e5a10a054f2d12a4d21910acfe,2023-11-01 17:35:53+08:00,2,4,4,8
TypeScript,pancakeswap/pancake-frontend,47a901e2db9d3ce6117f08371c08f594ecf8cf8a,copilot-pr,47a901e2db9d3ce6117f08371c08f594ecf8cf8a,2023-11-01 12:39:58+08:00,4,4,7,11
TypeScript,pancakeswap/pancake-frontend,189b3625d3a4167ccc4343056bab5be6553b2bbf,copilot-pr,189b3625d3a4167ccc4343056bab5be6553b2bbf,2023-10-31 16:42:10+08:00,7,16,180,196
TypeScript,pancakeswap/pancake-frontend,cde87fcaf09751ce1c744ec3fd3f0da8862a0415,copilot-pr,cde87fcaf09751ce1c744ec3fd3f0da8862a0415,2023-10-31 15:19:43+08:00,1,3,3,6
TypeScript,pancakeswap/pancake-frontend,dc7e171db052e6fb68f0540cd9309d40c7a76434,copilot-pr,dc7e171db052e6fb68f0540cd9309d40c7a76434,2023-10-30 20:22:02+08:00,3,19,21,40
TypeScript,pancakeswap/pancake-frontend,05f9db676e56950c9a3e84a4770f04a258a73ca2,copilot-pr,05f9db676e56950c9a3e84a4770f04a258a73ca2,2023-10-30 19:07:22+08:00,89,63,4883,4946
TypeScript,pancakeswap/pancake-frontend,cddf570569ae630a482448d06f0a1df367e4f8c1,copilot-pr,cddf570569ae630a482448d06f0a1df367e4f8c1,2023-10-30 14:37:02+08:00,18,212,1688,1900
TypeScript,pancakeswap/pancake-frontend,8f854d3e46366098747b217ec845513e63190865,copilot-pr,8f854d3e46366098747b217ec845513e63190865,2023-10-30 04:05:37+01:00,5,76,93,169
TypeScript,pancakeswap/pancake-frontend,0f8e92425b0b5a4f798b397d2bca21091760ece6,copilot-pr,0f8e92425b0b5a4f798b397d2bca21091760ece6,2023-10-27 15:02:52+08:00,2,1,6,7
TypeScript,pancakeswap/pancake-frontend,1d18f7fbe1fa8b9287be11056a423daedea140a6,copilot-pr,1d18f7fbe1fa8b9287be11056a423daedea140a6,2023-10-27 05:12:43+02:00,3,27,35,62
TypeScript,pancakeswap/pancake-frontend,d4f590b6ab329bdc28a9014dab1d75e063140b8e,copilot-pr,d4f590b6ab329bdc28a9014dab1d75e063140b8e,2023-10-26 22:07:21+08:00,16,254,152,406
TypeScript,pancakeswap/pancake-frontend,4f498e909ba7a2b2018bad8d033c9ac0f78a5a7d,copilot-pr,4f498e909ba7a2b2018bad8d033c9ac0f78a5a7d,2023-10-26 18:09:28+08:00,2,5,5,10
TypeScript,pancakeswap/pancake-frontend,6d087cdfd6138f12da0dda138b51b99678367e32,copilot-pr,6d087cdfd6138f12da0dda138b51b99678367e32,2023-10-26 16:54:58+08:00,5,16,18,34
TypeScript,pancakeswap/pancake-frontend,58c8dfaf44129ddaa3e8434f9f42c3b50bd725ba,copilot-pr,58c8dfaf44129ddaa3e8434f9f42c3b50bd725ba,2023-10-26 16:39:43+08:00,15,165,268,433
TypeScript,pancakeswap/pancake-frontend,533f14d782dc8f687600da278d0ff884d93dcd54,copilot-pr,533f14d782dc8f687600da278d0ff884d93dcd54,2023-10-26 16:04:35+08:00,3,28,33,61
TypeScript,pancakeswap/pancake-frontend,2a684051ff1b14b728abb27d97e1934db717f6f4,copilot-pr,2a684051ff1b14b728abb27d97e1934db717f6f4,2023-10-25 21:31:45+08:00,11,1,227,228
TypeScript,pancakeswap/pancake-frontend,e5944e062ed3eb27de13e81f496451aba8bf5a4d,copilot-pr,e5944e062ed3eb27de13e81f496451aba8bf5a4d,2023-10-25 11:57:15+02:00,3,15,17,32
TypeScript,pancakeswap/pancake-frontend,26c7862064267c5041d14af63a999bb6c001b00f,copilot-pr,26c7862064267c5041d14af63a999bb6c001b00f,2023-10-25 11:15:42+02:00,9,79,92,171
TypeScript,pancakeswap/pancake-frontend,26799d529e1c0273a44b03b638e97098f7a5880b,copilot-pr,26799d529e1c0273a44b03b638e97098f7a5880b,2023-10-25 10:52:47+02:00,15,24,24,48
TypeScript,pancakeswap/pancake-frontend,b4d0c2cad214955143355acb493dba957015eb45,copilot-pr,b4d0c2cad214955143355acb493dba957015eb45,2023-10-25 06:42:03+02:00,8,50,49,99
TypeScript,pancakeswap/pancake-frontend,d2db1d07b53a7550e1e2a05832d4d1682f0c9713,copilot-pr,d2db1d07b53a7550e1e2a05832d4d1682f0c9713,2023-10-24 18:01:06+08:00,3,5,10,15
TypeScript,pancakeswap/pancake-frontend,4723ba7deb10c4b3fe3892bd18035e7b855fd962,copilot-pr,4723ba7deb10c4b3fe3892bd18035e7b855fd962,2023-10-24 05:06:07+02:00,4,15,20,35
TypeScript,pancakeswap/pancake-frontend,be64afc42fffa4e2577ef1e1327902c79bdc4ddc,copilot-pr,be64afc42fffa4e2577ef1e1327902c79bdc4ddc,2023-10-23 18:15:59+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,e2e4e3d90c058dd80551e5d20ad3666e0691f626,copilot-pr,e2e4e3d90c058dd80551e5d20ad3666e0691f626,2023-10-23 11:31:03+02:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,dd44ad9d6c2e1bb2459809523d6fead4e035afed,copilot-pr,dd44ad9d6c2e1bb2459809523d6fead4e035afed,2023-10-23 11:07:30+02:00,2,15,23,38
TypeScript,pancakeswap/pancake-frontend,500b9f325a1562745165e71d8ca639f8a55b1436,copilot-pr,500b9f325a1562745165e71d8ca639f8a55b1436,2023-10-23 11:06:59+02:00,3,35,8,43
TypeScript,pancakeswap/pancake-frontend,3dcaa05b1741805f2b7c307ed58e11ff221699d7,copilot-pr,3dcaa05b1741805f2b7c307ed58e11ff221699d7,2023-10-23 11:06:30+02:00,7,81,70,151
TypeScript,pancakeswap/pancake-frontend,c236a3ee4633a330f93a75c79871efde24d014fe,copilot-pr,c236a3ee4633a330f93a75c79871efde24d014fe,2023-10-23 15:20:45+08:00,7,65,62,127
TypeScript,pancakeswap/pancake-frontend,e4dd88db383b5722bd1ad558da73723b5d46c661,copilot-pr,e4dd88db383b5722bd1ad558da73723b5d46c661,2023-10-23 15:20:19+08:00,2,0,15,15
TypeScript,pancakeswap/pancake-frontend,dd55a433d38c9be03208ec5c6d7f586bea77d9ff,copilot-pr,dd55a433d38c9be03208ec5c6d7f586bea77d9ff,2023-10-20 22:37:50+08:00,2,1,7,8
TypeScript,pancakeswap/pancake-frontend,159e68dc225ffefb49751a045288f74b9341e6d0,copilot-pr,159e68dc225ffefb49751a045288f74b9341e6d0,2023-10-20 17:58:51+08:00,2,0,15,15
TypeScript,pancakeswap/pancake-frontend,1c4f53d8764fd1b16c87a30f0d55a578e14a8659,copilot-pr,1c4f53d8764fd1b16c87a30f0d55a578e14a8659,2023-10-20 17:37:12+08:00,1,0,7,7
TypeScript,pancakeswap/pancake-frontend,15520e566225e020d4307222e2de7153d3024848,copilot-pr,15520e566225e020d4307222e2de7153d3024848,2023-10-20 15:54:21+08:00,4,12,33,45
TypeScript,pancakeswap/pancake-frontend,5c92269974e2e583dcc01457d2ac1abde859937a,copilot-pr,5c92269974e2e583dcc01457d2ac1abde859937a,2023-10-20 10:51:52+08:00,4,3,7,10
TypeScript,pancakeswap/pancake-frontend,d65e402e0f9707ac947196b691e5f4e12f52df9a,copilot-pr,d65e402e0f9707ac947196b691e5f4e12f52df9a,2023-10-19 15:05:52+08:00,2,0,14,14
TypeScript,pancakeswap/pancake-frontend,ecc79fc67b2f7d925f616f6dae123a3feda8d34e,copilot-pr,ecc79fc67b2f7d925f616f6dae123a3feda8d34e,2023-10-19 15:05:39+08:00,2,0,28,28
TypeScript,pancakeswap/pancake-frontend,38319759ae6e2b7ec35e72a1718fc4010f4a3ee6,copilot-pr,38319759ae6e2b7ec35e72a1718fc4010f4a3ee6,2023-10-19 15:05:25+08:00,2,0,23,23
TypeScript,pancakeswap/pancake-frontend,9b5d93eb7f0b264a00447d231e376e5862edf410,copilot-pr,9b5d93eb7f0b264a00447d231e376e5862edf410,2023-10-19 05:47:57+02:00,14,143,70,213
TypeScript,pancakeswap/pancake-frontend,983ebe4180e83aa191fa228e50990a4e3e7cc032,copilot-pr,983ebe4180e83aa191fa228e50990a4e3e7cc032,2023-10-18 16:50:38+08:00,1,0,9,9
TypeScript,pancakeswap/pancake-frontend,b59c6a2ccaa73f55946c453cee3c92e3a9ede4d5,copilot-pr,b59c6a2ccaa73f55946c453cee3c92e3a9ede4d5,2023-10-18 12:36:44+08:00,18,95,117,212
TypeScript,pancakeswap/pancake-frontend,84d406652d837dc48e8a1b403fea787d759bc1c4,copilot-pr,84d406652d837dc48e8a1b403fea787d759bc1c4,2023-10-17 22:57:07-04:00,24,43,30,73
TypeScript,pancakeswap/pancake-frontend,4dd27c7a72f933063a4467b4f18ddcef6b27b9e1,copilot-pr,4dd27c7a72f933063a4467b4f18ddcef6b27b9e1,2023-10-17 06:17:23+02:00,3,35,40,75
TypeScript,pancakeswap/pancake-frontend,8d250bece3209d253fb1ed2ea1f65989f69deb6f,copilot-pr,8d250bece3209d253fb1ed2ea1f65989f69deb6f,2023-10-16 23:14:39-04:00,19,72,171,243
TypeScript,pancakeswap/pancake-frontend,f73f64f081dee45912ea97f99772fb4c7eb0fe93,copilot-pr,f73f64f081dee45912ea97f99772fb4c7eb0fe93,2023-10-16 09:17:28+02:00,1,39,45,84
TypeScript,pancakeswap/pancake-frontend,8ae637f4084cb293f1d700b81b80dc967cf6065f,copilot-pr,8ae637f4084cb293f1d700b81b80dc967cf6065f,2023-10-16 08:46:44+02:00,2,10,4,14
TypeScript,pancakeswap/pancake-frontend,4bd39203fdcb30fc26ce14ea706abfe942f9ca2f,copilot-pr,4bd39203fdcb30fc26ce14ea706abfe942f9ca2f,2023-10-16 08:37:28+02:00,1,12,20,32
TypeScript,pancakeswap/pancake-frontend,47f221cc2757b3d9d0101765e3685107bbca4a78,copilot-pr,47f221cc2757b3d9d0101765e3685107bbca4a78,2023-10-16 12:23:40+08:00,2,2,2,4
TypeScript,pancakeswap/pancake-frontend,96acaa46827020dced8ea6d59d9f26b2d80c08e6,copilot-pr,96acaa46827020dced8ea6d59d9f26b2d80c08e6,2023-10-16 12:11:41+08:00,16,4,656,660
TypeScript,pancakeswap/pancake-frontend,2ceb8e9ff5217b947966b8d8f204090ae1d8c1f5,copilot-pr,2ceb8e9ff5217b947966b8d8f204090ae1d8c1f5,2023-10-16 12:11:25+08:00,7,613,85,698
TypeScript,pancakeswap/pancake-frontend,5e408a0dbbe75d6182fb68e21481c92b095fee89,copilot-pr,5e408a0dbbe75d6182fb68e21481c92b095fee89,2023-10-16 12:11:05+08:00,3,9,9,18
TypeScript,pancakeswap/pancake-frontend,70a787a25eb3e2863e1687aa197f405277154bbc,copilot-pr,70a787a25eb3e2863e1687aa197f405277154bbc,2023-10-16 11:44:09+08:00,6,53,61,114
TypeScript,pancakeswap/pancake-frontend,8fbb85ae30c03066c8443f4ca02b766725504d20,copilot-pr,8fbb85ae30c03066c8443f4ca02b766725504d20,2023-10-15 15:40:40+08:00,4,4,4,8
TypeScript,pancakeswap/pancake-frontend,0f2e7cb5da67bb09bcec8434961fedd6d7455201,copilot-pr,0f2e7cb5da67bb09bcec8434961fedd6d7455201,2023-10-14 00:05:20+08:00,40,796,37,833
TypeScript,pancakeswap/pancake-frontend,afde265b04268efbf4ccc39a8195865aea35183b,copilot-pr,afde265b04268efbf4ccc39a8195865aea35183b,2023-10-13 14:26:49+08:00,1,0,7,7
TypeScript,pancakeswap/pancake-frontend,696c7e49d1d4bf8dd1378f76f156f907158237ab,copilot-pr,696c7e49d1d4bf8dd1378f76f156f907158237ab,2023-10-12 23:29:01-04:00,4,25,9,34
TypeScript,pancakeswap/pancake-frontend,9730294e40379bb2bc9da8765111521d389209bb,copilot-pr,9730294e40379bb2bc9da8765111521d389209bb,2023-10-12 16:56:50+02:00,5,7,13,20
TypeScript,pancakeswap/pancake-frontend,140679114328c2207b20c98b51c4f853689ece43,copilot-pr,140679114328c2207b20c98b51c4f853689ece43,2023-10-12 17:38:09+08:00,5,24,14,38
TypeScript,pancakeswap/pancake-frontend,7bc181ccb3caa42c2d90c07b74559bde4acd8959,copilot-pr,7bc181ccb3caa42c2d90c07b74559bde4acd8959,2023-10-12 13:38:28+08:00,1,0,9,9
TypeScript,pancakeswap/pancake-frontend,f1c03d8a3a58c26839b28c3ea55949b5e9923433,copilot-pr,f1c03d8a3a58c26839b28c3ea55949b5e9923433,2023-10-12 00:02:09-04:00,4,9,25,34
TypeScript,pancakeswap/pancake-frontend,96e07ae1aec7bab12ab5f20efd04f03bea0bf2aa,copilot-pr,96e07ae1aec7bab12ab5f20efd04f03bea0bf2aa,2023-10-12 11:00:45+08:00,1,3,4,7
TypeScript,pancakeswap/pancake-frontend,850be63ebe7ddb362f304108159375a4b2b33c1d,copilot-pr,850be63ebe7ddb362f304108159375a4b2b33c1d,2023-10-12 10:45:08+08:00,12,333,135,468
TypeScript,pancakeswap/pancake-frontend,56c572418148eb27f71b288f5f955ed399a131a5,copilot-pr,56c572418148eb27f71b288f5f955ed399a131a5,2023-10-11 16:58:20+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,7854230ed1c1fcbff2cfb113ae7d1967bc671ba4,copilot-pr,7854230ed1c1fcbff2cfb113ae7d1967bc671ba4,2023-10-11 16:34:18+08:00,6,17,32,49
TypeScript,pancakeswap/pancake-frontend,6a1d6635b7e1af832527c0e88900a060e8152356,copilot-pr,6a1d6635b7e1af832527c0e88900a060e8152356,2023-10-11 10:20:34+02:00,11,16,15,31
TypeScript,pancakeswap/pancake-frontend,bd94985b0144a4ad41d6226de998141bc1fb3d2b,copilot-pr,bd94985b0144a4ad41d6226de998141bc1fb3d2b,2023-10-11 16:20:20+08:00,4,9,21,30
TypeScript,pancakeswap/pancake-frontend,9b20ec8c0adbe01a340ade419a111f883992146e,copilot-pr,9b20ec8c0adbe01a340ade419a111f883992146e,2023-10-11 10:56:11+08:00,1,2,2,4
TypeScript,pancakeswap/pancake-frontend,a00df5467664ac123ae7fa14678b285a3c756e8f,copilot-pr,a00df5467664ac123ae7fa14678b285a3c756e8f,2023-10-11 10:43:33+08:00,3,5,41,46
TypeScript,pancakeswap/pancake-frontend,ed3146c9344e0c51c8cf193a354b0ab9f3011a71,copilot-pr,ed3146c9344e0c51c8cf193a354b0ab9f3011a71,2023-10-11 10:02:27+08:00,21,77,114,191
TypeScript,pancakeswap/pancake-frontend,80bd19b2753f1e9138ba1762246d5c760cde3cab,copilot-pr,80bd19b2753f1e9138ba1762246d5c760cde3cab,2023-10-10 12:26:17+02:00,8,11,11,22
TypeScript,pancakeswap/pancake-frontend,462559660d96be54ec87802dabfaf1991572b862,copilot-pr,462559660d96be54ec87802dabfaf1991572b862,2023-10-10 17:36:40+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,4e38636d8d187a483c0d4393e03d0d6b2d5303dd,copilot-pr,4e38636d8d187a483c0d4393e03d0d6b2d5303dd,2023-10-10 15:54:45+08:00,11,34,37,71
TypeScript,pancakeswap/pancake-frontend,60e5042bc9ce4a086a4f64d731789c3770e2a3eb,copilot-pr,60e5042bc9ce4a086a4f64d731789c3770e2a3eb,2023-10-10 11:34:07+08:00,1,2,28,30
TypeScript,pancakeswap/pancake-frontend,070354b8a25c40126725aa1bf8fb6a210518fbb2,copilot-pr,070354b8a25c40126725aa1bf8fb6a210518fbb2,2023-10-10 10:32:08+08:00,5,20,49,69
TypeScript,pancakeswap/pancake-frontend,569b481d49909d16a2537f5a4e8cf572b21d59e3,copilot,569b481d49909d16a2537f5a4e8cf572b21d59e3,2023-10-10 10:21:15+08:00,1,9,9,18
TypeScript,pancakeswap/pancake-frontend,0481d443de79c62bfdc666dc1d43ffd80657db57,copilot-pr,0481d443de79c62bfdc666dc1d43ffd80657db57,2023-10-10 04:00:52+02:00,65,259,253,512
TypeScript,pancakeswap/pancake-frontend,24d68b23d208c22d4a2c3f2aaea04b5da27d8408,copilot-pr,24d68b23d208c22d4a2c3f2aaea04b5da27d8408,2023-10-09 21:04:45+08:00,2,8,2,10
TypeScript,pancakeswap/pancake-frontend,1afb86d2296f18ec1c63e65a660295f608f1ce5c,copilot,1afb86d2296f18ec1c63e65a660295f608f1ce5c,2023-10-09 20:53:14+08:00,4,6,31,37
TypeScript,pancakeswap/pancake-frontend,c65a2aea9baa9563eff581382e3e1cb4e051e7dd,copilot-pr,c65a2aea9baa9563eff581382e3e1cb4e051e7dd,2023-10-09 17:39:02+08:00,4,3,6,9
TypeScript,pancakeswap/pancake-frontend,4ead64f7b1775bd0371f74d18ac06560ddf0e59d,copilot-pr,4ead64f7b1775bd0371f74d18ac06560ddf0e59d,2023-10-09 16:59:39+08:00,2,8,2,10
TypeScript,pancakeswap/pancake-frontend,5300d6144b6c1a179929bd1a73d72203cb329b86,copilot-pr,5300d6144b6c1a179929bd1a73d72203cb329b86,2023-10-09 15:44:58+08:00,2,0,7,7
TypeScript,pancakeswap/pancake-frontend,110acb75e95ede2d7315d0c98a34f0c04cef03f9,copilot-pr,110acb75e95ede2d7315d0c98a34f0c04cef03f9,2023-10-09 06:18:58+02:00,76,275,268,543
TypeScript,pancakeswap/pancake-frontend,75d0a1a50a929f4830bc26a1fdadf55c977867c3,copilot-pr,75d0a1a50a929f4830bc26a1fdadf55c977867c3,2023-10-09 12:16:52+08:00,17,203,199,402
TypeScript,pancakeswap/pancake-frontend,9f0220610ba748743678f1f8fae577d329841277,copilot-pr,9f0220610ba748743678f1f8fae577d329841277,2023-10-08 23:20:36-04:00,1,6,1,7
TypeScript,pancakeswap/pancake-frontend,47f8866007955587c510e366debbda8a818772d6,copilot-pr,47f8866007955587c510e366debbda8a818772d6,2023-10-09 10:54:43+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,5891d46a3094a5c2246580237ad17a55623a2e70,copilot-pr,5891d46a3094a5c2246580237ad17a55623a2e70,2023-10-09 03:48:39+01:00,1,9,5,14
TypeScript,pancakeswap/pancake-frontend,7fe00ab87fb4cf3c540bbc8aa768a3f58da1bcef,copilot-pr,7fe00ab87fb4cf3c540bbc8aa768a3f58da1bcef,2023-10-09 04:46:57+02:00,3,28,30,58
TypeScript,pancakeswap/pancake-frontend,54adf5e7ce97e7be1735d2f7b2b377196a88d116,copilot-pr,54adf5e7ce97e7be1735d2f7b2b377196a88d116,2023-10-06 12:38:03+01:00,2,0,44,44
TypeScript,pancakeswap/pancake-frontend,298f2b157f4cc100299ad73feed0e8a3e968d293,copilot,298f2b157f4cc100299ad73feed0e8a3e968d293,2023-10-05 22:30:18+08:00,2,4,8,12
TypeScript,pancakeswap/pancake-frontend,d9d315923fa606c44d2ade740d6c6b42af0ea154,copilot-pr,d9d315923fa606c44d2ade740d6c6b42af0ea154,2023-10-05 08:45:15-04:00,171,3628,3536,7164
TypeScript,pancakeswap/pancake-frontend,9871a186e8010650b2a2d1f88b76838876ff4f9d,copilot-pr,9871a186e8010650b2a2d1f88b76838876ff4f9d,2023-10-05 12:54:34+02:00,2,5,22,27
TypeScript,pancakeswap/pancake-frontend,86cc091588a5c65ef7a562988be857784e14eae7,copilot,86cc091588a5c65ef7a562988be857784e14eae7,2023-10-04 22:02:36+08:00,2,3,12,15
TypeScript,pancakeswap/pancake-frontend,c0706f381ab8ace751f3f4beaa7b0a83d39f6425,copilot-pr,c0706f381ab8ace751f3f4beaa7b0a83d39f6425,2023-10-04 14:06:29+01:00,3,8,12,20
TypeScript,pancakeswap/pancake-frontend,6f75d4210e74190c014265395775b2442c7580f6,copilot-pr,6f75d4210e74190c014265395775b2442c7580f6,2023-10-04 14:06:22+01:00,2,1,1,2
TypeScript,pancakeswap/pancake-frontend,2f079ecd612bad0acf8eec9bafc524efbf9b1662,copilot-pr,2f079ecd612bad0acf8eec9bafc524efbf9b1662,2023-10-04 01:25:42+01:00,16,10,429,439
TypeScript,pancakeswap/pancake-frontend,61e105b41bd27f4107b290b9b68ee166f4cb8eec,copilot-pr,61e105b41bd27f4107b290b9b68ee166f4cb8eec,2023-10-03 04:39:45+01:00,1,12,15,27
