programming_language,repo_name,commit_id,tool,hash,date,files,deletions,insertions,lines
TypeScript,pancakeswap/pancake-frontend,e4bfa0a1511e317ce5e315a38cd02832262183b8,copilot-pr,e4bfa0a1511e317ce5e315a38cd02832262183b8,2023-09-05 15:45:46+02:00,15,90,68,158
TypeScript,pancakeswap/pancake-frontend,b8ae2e48b16304bd0eed61689e1b35babb09e8a0,copilot-pr,b8ae2e48b16304bd0eed61689e1b35babb09e8a0,2023-09-05 20:11:01+08:00,1,0,2,2
TypeScript,pancakeswap/pancake-frontend,8913aad67d25cf55384adf90bbf7c4c3c74ec19b,copilot-pr,8913aad67d25cf55384adf90bbf7c4c3c74ec19b,2023-09-05 18:46:22+08:00,1,3,3,6
TypeScript,pancakeswap/pancake-frontend,0641cc6edfaf0b70d6d1c89d119f427d93f8e291,copilot-pr,0641cc6edfaf0b70d6d1c89d119f427d93f8e291,2023-09-05 18:46:13+08:00,1,0,5,5
TypeScript,pancakeswap/pancake-frontend,104a6dd952cc56710a4d256a871871c065d091c3,copilot-pr,104a6dd952cc56710a4d256a871871c065d091c3,2023-09-05 18:42:33+08:00,2,2,2,4
TypeScript,pancakeswap/pancake-frontend,86fac6393960053c687d8a5e0741c91d04eadecc,copilot-pr,86fac6393960053c687d8a5e0741c91d04eadecc,2023-09-05 11:13:27+01:00,14,190,96,286
TypeScript,pancakeswap/pancake-frontend,b610a7e19ceb5689b6c90a490797462b84b461e2,copilot-pr,b610a7e19ceb5689b6c90a490797462b84b461e2,2023-09-05 17:45:46+08:00,14,121,268,389
TypeScript,pancakeswap/pancake-frontend,848fb352fa2d152c3950fd5f61a9626af0abe63f,copilot,848fb352fa2d152c3950fd5f61a9626af0abe63f,2023-09-05 17:45:36+08:00,3,234,180,414
TypeScript,pancakeswap/pancake-frontend,024dc99b4fa56e13d544d04603333c108103547c,copilot,024dc99b4fa56e13d544d04603333c108103547c,2023-09-05 16:08:43+08:00,1,2,0,2
TypeScript,pancakeswap/pancake-frontend,cb283b55e531cdc880c318b430c450602dbad39e,copilot-pr,cb283b55e531cdc880c318b430c450602dbad39e,2023-09-05 12:01:56+08:00,1,0,1,1
TypeScript,pancakeswap/pancake-frontend,416cb110b61a6f8c4fce5f6aa6f89ea09f7b457c,copilot-pr,416cb110b61a6f8c4fce5f6aa6f89ea09f7b457c,2023-09-04 11:34:37+02:00,6,77,68,145
TypeScript,pancakeswap/pancake-frontend,a3247bb49ac17bc7c0c6b45d4e7bdc1aa285ad3a,copilot-pr,a3247bb49ac17bc7c0c6b45d4e7bdc1aa285ad3a,2023-09-04 02:14:17+02:00,4,9,8,17
TypeScript,pancakeswap/pancake-frontend,308015d5b91f8e0da8ce51fead9db6553d97d34f,copilot-pr,308015d5b91f8e0da8ce51fead9db6553d97d34f,2023-09-04 02:06:43+02:00,9,111,112,223
TypeScript,pancakeswap/pancake-frontend,f5291ded9d6555baa0f48558f739571cca0046cf,copilot-pr,f5291ded9d6555baa0f48558f739571cca0046cf,2023-09-04 01:45:50+02:00,4,12,12,24
TypeScript,pancakeswap/pancake-frontend,5ad6c6c8bfbbd9ab2eccd900fba73e6eb592ccdb,copilot-pr,5ad6c6c8bfbbd9ab2eccd900fba73e6eb592ccdb,2023-09-03 02:40:50+02:00,1,18,18,36
TypeScript,pancakeswap/pancake-frontend,39d99a8c8b93e023143cd38a21b8b550b8f68ef0,copilot-pr,39d99a8c8b93e023143cd38a21b8b550b8f68ef0,2023-09-01 19:49:35+08:00,5,18,13,31
TypeScript,pancakeswap/pancake-frontend,45476b81f91a3fd0b2da1b43fd7cf5bda91c56d1,copilot,45476b81f91a3fd0b2da1b43fd7cf5bda91c56d1,2023-09-01 18:48:19+08:00,6,17,94,111
TypeScript,pancakeswap/pancake-frontend,9ca53aacf8a335f645b37d28c4689b21ee3803b0,copilot-pr,9ca53aacf8a335f645b37d28c4689b21ee3803b0,2023-09-01 17:30:15+08:00,3,0,31,31
TypeScript,pancakeswap/pancake-frontend,06a70a7e7415a82e5cbb3073500e486c62e72170,copilot,06a70a7e7415a82e5cbb3073500e486c62e72170,2023-09-01 16:22:03+08:00,2,21,96,117
TypeScript,pancakeswap/pancake-frontend,73b382210b87eea1896fe776bb5510378a991496,copilot-pr,73b382210b87eea1896fe776bb5510378a991496,2023-09-01 12:42:26+08:00,7,29,95,124
TypeScript,pancakeswap/pancake-frontend,a895e63a9533abb2964dc56a5b84f5000f64fa20,copilot-pr,a895e63a9533abb2964dc56a5b84f5000f64fa20,2023-09-01 04:28:22+02:00,1,2,2,4
TypeScript,pancakeswap/pancake-frontend,80d5531a268a615e9847286e7568b757f727e3a9,copilot-pr,80d5531a268a615e9847286e7568b757f727e3a9,2023-08-31 23:37:14+08:00,9,1,200,201
TypeScript,pancakeswap/pancake-frontend,7a0c21e72d1c0c35750458a3fc4c22614d204167,copilot-pr,7a0c21e72d1c0c35750458a3fc4c22614d204167,2023-08-31 23:34:00+08:00,2,3,8,11
TypeScript,pancakeswap/pancake-frontend,20ae199042e06e770417431e3ce8a8973f3f9cd1,copilot-pr,20ae199042e06e770417431e3ce8a8973f3f9cd1,2023-08-31 18:05:09+08:00,1,2,0,2
TypeScript,pancakeswap/pancake-frontend,f304b4640f1957f3805bb3835f8f8f828b056f54,copilot-pr,f304b4640f1957f3805bb3835f8f8f828b056f54,2023-08-31 15:48:49+08:00,2,0,29,29
TypeScript,pancakeswap/pancake-frontend,b048134ab32d50a461c4463b6fb045067a846caa,copilot-pr,b048134ab32d50a461c4463b6fb045067a846caa,2023-08-31 15:48:41+08:00,2,0,30,30
TypeScript,pancakeswap/pancake-frontend,612c9195a4b7aed66e9ee384430f663f2ba7aabc,copilot-pr,612c9195a4b7aed66e9ee384430f663f2ba7aabc,2023-08-31 14:48:54+08:00,5,18,79,97
TypeScript,pancakeswap/pancake-frontend,6c0435deeed928ee0909f3273c37e19ea1529fa3,copilot-pr,6c0435deeed928ee0909f3273c37e19ea1529fa3,2023-08-31 05:53:20+02:00,8,599,18,617
TypeScript,pancakeswap/pancake-frontend,99253b6e8feb70101e9aab60786e0937e25ea781,copilot-pr,99253b6e8feb70101e9aab60786e0937e25ea781,2023-08-31 05:52:29+02:00,2,1,13,14
TypeScript,pancakeswap/pancake-frontend,000c475477fc5f242c88335bea461664617cc6c5,copilot-pr,000c475477fc5f242c88335bea461664617cc6c5,2023-08-31 11:22:09+08:00,2,8,19,27
TypeScript,pancakeswap/pancake-frontend,3687757036751e2592de55e4677fc2d3879f1bce,copilot-pr,3687757036751e2592de55e4677fc2d3879f1bce,2023-08-30 15:43:03+08:00,1,0,9,9
TypeScript,pancakeswap/pancake-frontend,b7c1f4337f0be39c54d8e26c0fdfbd7398de9aaa,copilot-pr,b7c1f4337f0be39c54d8e26c0fdfbd7398de9aaa,2023-08-30 15:42:53+08:00,19,1,140,141
TypeScript,pancakeswap/pancake-frontend,81970821034a9f891d6ada132d0ab4889d54bde3,copilot-pr,81970821034a9f891d6ada132d0ab4889d54bde3,2023-08-30 14:22:15+08:00,8,9,27,36
TypeScript,pancakeswap/pancake-frontend,df25df6e03d4b28648f9c6153fd52bb983b35212,copilot,df25df6e03d4b28648f9c6153fd52bb983b35212,2023-08-30 13:46:18+08:00,1,2,2,4
TypeScript,pancakeswap/pancake-frontend,088702e95cf8faf3a406ff425c0dcea4e86be9a8,copilot-pr,088702e95cf8faf3a406ff425c0dcea4e86be9a8,2023-08-30 06:23:20+02:00,6,11,11,22
TypeScript,pancakeswap/pancake-frontend,9d0bdc9fc0d034b92fccc6383df334004887221e,copilot-pr,9d0bdc9fc0d034b92fccc6383df334004887221e,2023-08-30 12:21:23+08:00,2,3121,9,3130
TypeScript,pancakeswap/pancake-frontend,4994dc76bd6223956e8ce92b0941c9fbba0dd380,copilot-pr,4994dc76bd6223956e8ce92b0941c9fbba0dd380,2023-08-29 18:47:16+08:00,1,13,7,20
TypeScript,pancakeswap/pancake-frontend,be62f3b8019a0e63da46eb3f8ddf57fe1756c3af,copilot-pr,be62f3b8019a0e63da46eb3f8ddf57fe1756c3af,2023-08-29 11:38:10+02:00,31,1457,497,1954
TypeScript,pancakeswap/pancake-frontend,99a43e7b4751805620550253c1c81a394340267a,copilot-pr,99a43e7b4751805620550253c1c81a394340267a,2023-08-29 15:58:33+08:00,2,1,16,17
TypeScript,pancakeswap/pancake-frontend,bd8473ebdf5dd2eac5d9818efcdf7cf8bf2ceaf0,copilot-pr,bd8473ebdf5dd2eac5d9818efcdf7cf8bf2ceaf0,2023-08-29 15:21:17+08:00,1,1,14,15
TypeScript,pancakeswap/pancake-frontend,0e1c728b87691c5680b29cc4f74794918deeeee3,copilot-pr,0e1c728b87691c5680b29cc4f74794918deeeee3,2023-08-28 22:17:24+08:00,2,26,14,40
TypeScript,pancakeswap/pancake-frontend,74b3c1e8f7cdc59f41eecb8036ca5658db5d79a3,copilot-pr,74b3c1e8f7cdc59f41eecb8036ca5658db5d79a3,2023-08-28 21:52:21+08:00,1,4,9,13
TypeScript,pancakeswap/pancake-frontend,a9b41e9892131f542ebfd677cc505f3c5135333c,copilot,a9b41e9892131f542ebfd677cc505f3c5135333c,2023-08-28 19:46:40+08:00,1,2,15,17
TypeScript,pancakeswap/pancake-frontend,f82b3ebd19b77d0f026228168226ea91b2f43323,copilot,f82b3ebd19b77d0f026228168226ea91b2f43323,2023-08-28 18:40:49+08:00,4,6,18,24
TypeScript,pancakeswap/pancake-frontend,4b3b18079ca9cd5ac5855080887dd48c3d40ed29,copilot-pr,4b3b18079ca9cd5ac5855080887dd48c3d40ed29,2023-08-28 18:09:35+08:00,1,0,5,5
TypeScript,pancakeswap/pancake-frontend,2db02f01bc93588051b6df4824031b984f4bf23c,copilot,2db02f01bc93588051b6df4824031b984f4bf23c,2023-08-28 17:28:30+08:00,19,10,3315,3325
TypeScript,pancakeswap/pancake-frontend,62aaecafa58daae40653e33d159d0b47a1e064f6,copilot-pr,62aaecafa58daae40653e33d159d0b47a1e064f6,2023-08-28 15:55:01+08:00,1,0,3,3
TypeScript,pancakeswap/pancake-frontend,3631e387435225cb516f308ac0069ac7f7481394,copilot-pr,3631e387435225cb516f308ac0069ac7f7481394,2023-08-28 05:58:22+02:00,13,45,53,98
TypeScript,pancakeswap/pancake-frontend,f2222ed7842b69c1c9bd5f475bd2fdfd9596e4ce,copilot-pr,f2222ed7842b69c1c9bd5f475bd2fdfd9596e4ce,2023-08-26 13:22:45+02:00,2,2,3,5
TypeScript,pancakeswap/pancake-frontend,24f51d3142af42aae7b3bd36133824370e583e55,copilot-pr,24f51d3142af42aae7b3bd36133824370e583e55,2023-08-25 18:38:20+08:00,1,0,5,5
TypeScript,pancakeswap/pancake-frontend,46dc33db6f99cffdd2041a61d25c8cda300d8b6d,copilot-pr,46dc33db6f99cffdd2041a61d25c8cda300d8b6d,2023-08-25 18:36:34+08:00,7,140,239,379
TypeScript,pancakeswap/pancake-frontend,f7988ec98a3f11b09408219837b78b59d8d3c3e2,copilot,f7988ec98a3f11b09408219837b78b59d8d3c3e2,2023-08-25 16:45:32+08:00,3,5,23,28
TypeScript,pancakeswap/pancake-frontend,cabf087c6e47d918c8f8aa13ceefd209fe4d84c8,copilot-pr,cabf087c6e47d918c8f8aa13ceefd209fe4d84c8,2023-08-25 14:12:45+08:00,1,5,6,11
TypeScript,pancakeswap/pancake-frontend,e9c08078742e167704e362fc00eaf07d64f4362b,copilot-pr,e9c08078742e167704e362fc00eaf07d64f4362b,2023-08-25 13:24:37+08:00,2,18,7,25
TypeScript,pancakeswap/pancake-frontend,8fcf77ab4d237b00909e034644b4885946724c08,copilot-pr,8fcf77ab4d237b00909e034644b4885946724c08,2023-08-25 12:09:21+08:00,3,1,7,8
TypeScript,pancakeswap/pancake-frontend,659be052990741a4baadd83f1d3461b56e2ef02f,copilot-pr,659be052990741a4baadd83f1d3461b56e2ef02f,2023-08-25 11:48:56+08:00,3,45,117,162
TypeScript,pancakeswap/pancake-frontend,8b31acf4fda49ddf90f6e3468848ce1a0d2f5a89,copilot-pr,8b31acf4fda49ddf90f6e3468848ce1a0d2f5a89,2023-08-25 08:32:17+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,de517fb478aee5148e56f489e469455e72812a3f,copilot-pr,de517fb478aee5148e56f489e469455e72812a3f,2023-08-25 02:24:36+02:00,7,14,15,29
TypeScript,pancakeswap/pancake-frontend,aa93e8c6279653131a1675d3135b33ce47367b10,copilot-pr,aa93e8c6279653131a1675d3135b33ce47367b10,2023-08-24 21:59:17+08:00,9,1,181,182
TypeScript,pancakeswap/pancake-frontend,fa4a103dcaa2cbb7b07686abb19973d9db3e15de,copilot-pr,fa4a103dcaa2cbb7b07686abb19973d9db3e15de,2023-08-24 20:12:21+08:00,3,21,38,59
TypeScript,pancakeswap/pancake-frontend,5e15c611eab231e71d9f118431d33d70f888f66d,copilot-pr,5e15c611eab231e71d9f118431d33d70f888f66d,2023-08-24 20:08:22+08:00,27,13,149,162
TypeScript,pancakeswap/pancake-frontend,05cdbeaee446c9f778d05a9109f652e65d94d282,copilot-pr,05cdbeaee446c9f778d05a9109f652e65d94d282,2023-08-24 18:24:22+08:00,3,2,15,17
TypeScript,pancakeswap/pancake-frontend,bfd9abe44af823bd428313e87c9407031dc945b6,copilot-pr,bfd9abe44af823bd428313e87c9407031dc945b6,2023-08-24 14:52:25+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,84b5d3743f39fac38f5075848ad3ac9887b3cc6c,copilot-pr,84b5d3743f39fac38f5075848ad3ac9887b3cc6c,2023-08-23 17:12:49+08:00,9,32,79,111
TypeScript,pancakeswap/pancake-frontend,b19016c1f1491778c70e0ee2e35a585d1dc1d71c,copilot-pr,b19016c1f1491778c70e0ee2e35a585d1dc1d71c,2023-08-23 07:31:13+02:00,2,28,35,63
TypeScript,pancakeswap/pancake-frontend,9f3172be8dd4f1056a4a2bdb9f8cdd6275765924,copilot-pr,9f3172be8dd4f1056a4a2bdb9f8cdd6275765924,2023-08-23 11:57:15+08:00,2,1,10,11
TypeScript,pancakeswap/pancake-frontend,c4848219850400dacaa18eee6f7b69711a7692f1,copilot-pr,c4848219850400dacaa18eee6f7b69711a7692f1,2023-08-22 15:16:30+08:00,3,0,87,87
TypeScript,pancakeswap/pancake-frontend,d27ddfc450181ef84af832ff73a739dfd3edff0e,copilot-pr,d27ddfc450181ef84af832ff73a739dfd3edff0e,2023-08-22 14:46:08+08:00,1,0,7,7
TypeScript,pancakeswap/pancake-frontend,8605fa68c102cf0ea320c23e27a719af588f4fee,copilot-pr,8605fa68c102cf0ea320c23e27a719af588f4fee,2023-08-22 14:38:45+08:00,1,0,8,8
TypeScript,pancakeswap/pancake-frontend,0d809fe5282b61f9824438a98f8210d430f7052e,copilot,0d809fe5282b61f9824438a98f8210d430f7052e,2023-08-22 10:42:13+08:00,5,11,8,19
TypeScript,pancakeswap/pancake-frontend,72feeb96b45447ce1ada3205a397deec248a074b,copilot,72feeb96b45447ce1ada3205a397deec248a074b,2023-08-22 10:40:20+08:00,4,24,5,29
TypeScript,pancakeswap/pancake-frontend,5eb817706fd3cf34b83deca82137e15f8d55b7cd,copilot-pr,5eb817706fd3cf34b83deca82137e15f8d55b7cd,2023-08-22 09:55:31+08:00,4,4,14,18
TypeScript,pancakeswap/pancake-frontend,2b9619fe334e252d0d00d70d60066d0d691d0a78,copilot,2b9619fe334e252d0d00d70d60066d0d691d0a78,2023-08-21 09:43:40+08:00,6,73,36,109
TypeScript,pancakeswap/pancake-frontend,b590424b17b1a50e6ff5e03162bede25e8b81e26,copilot-pr,b590424b17b1a50e6ff5e03162bede25e8b81e26,2023-08-21 03:20:34+02:00,2,2,2,4
TypeScript,pancakeswap/pancake-frontend,4ca0bde659022501efebf2f7254a585a3ec572fb,copilot-pr,4ca0bde659022501efebf2f7254a585a3ec572fb,2023-08-21 03:16:10+02:00,1,5,9,14
TypeScript,pancakeswap/pancake-frontend,9ef089094611b24478f3c7fad57dbafe043c7d66,copilot-pr,9ef089094611b24478f3c7fad57dbafe043c7d66,2023-08-21 02:15:12+02:00,2,2,2,4
TypeScript,pancakeswap/pancake-frontend,46b9699a9451fbcd30a95ac0e9faa55a8d95257a,copilot-pr,46b9699a9451fbcd30a95ac0e9faa55a8d95257a,2023-08-19 04:39:46+02:00,8,70,107,177
TypeScript,pancakeswap/pancake-frontend,4782a2e6e1761a9f5bda263c3b8b9a406832e377,copilot-pr,4782a2e6e1761a9f5bda263c3b8b9a406832e377,2023-08-19 04:37:16+02:00,10,77,89,166
TypeScript,pancakeswap/pancake-frontend,3d18a08d0121b3853fcfa3e1dd8a84ada40fb3d5,copilot-pr,3d18a08d0121b3853fcfa3e1dd8a84ada40fb3d5,2023-08-19 04:26:38+02:00,3,14,36,50
TypeScript,pancakeswap/pancake-frontend,d64a8b41d988d45c9941ccd7518734e52a520908,copilot-pr,d64a8b41d988d45c9941ccd7518734e52a520908,2023-08-19 04:20:12+02:00,1,13,28,41
TypeScript,pancakeswap/pancake-frontend,f4bae0e74b76c642ee47f1e304236f3a8716e7cf,copilot-pr,f4bae0e74b76c642ee47f1e304236f3a8716e7cf,2023-08-19 00:28:56+02:00,1,0,9,9
TypeScript,pancakeswap/pancake-frontend,6f44768edac6f50242595a6d1ba4c5008e934daf,copilot-pr,6f44768edac6f50242595a6d1ba4c5008e934daf,2023-08-18 16:31:06+08:00,2,0,15,15
TypeScript,pancakeswap/pancake-frontend,007adc6ef7075bf84ed32c504222575d0253f856,copilot,007adc6ef7075bf84ed32c504222575d0253f856,2023-08-18 15:42:56+08:00,3,5,10,15
TypeScript,pancakeswap/pancake-frontend,5ef1e69ff6a125efd36919362a7d58b61ca5d05a,copilot,5ef1e69ff6a125efd36919362a7d58b61ca5d05a,2023-08-17 22:22:33+08:00,2,2,2,4
TypeScript,pancakeswap/pancake-frontend,fe13962aad8bc597118ffb66b3ee9f459dab15aa,copilot-pr,fe13962aad8bc597118ffb66b3ee9f459dab15aa,2023-08-17 21:38:39+08:00,8,1,191,192
TypeScript,pancakeswap/pancake-frontend,d6980a0eccc9629f1836e8d4943cb7ce87842759,copilot-pr,d6980a0eccc9629f1836e8d4943cb7ce87842759,2023-08-17 21:37:59+08:00,3,3,3,6
TypeScript,pancakeswap/pancake-frontend,30bf85800e85f3801e0fc9f1f57d6d2e2d0c8876,copilot-pr,30bf85800e85f3801e0fc9f1f57d6d2e2d0c8876,2023-08-17 21:15:40+08:00,26,239,334,573
TypeScript,pancakeswap/pancake-frontend,9b4781d125cfe430a56cd56c757ee54e6619d538,copilot-pr,9b4781d125cfe430a56cd56c757ee54e6619d538,2023-08-17 18:49:51+08:00,26,327,234,561
TypeScript,pancakeswap/pancake-frontend,2a6e2093626a9989ccdf788abf05a6ceb637a099,copilot,2a6e2093626a9989ccdf788abf05a6ceb637a099,2023-08-17 10:36:21+01:00,1,2,2,4
TypeScript,pancakeswap/pancake-frontend,358994e9664f010044930dd69699b947cbb07f4a,copilot-pr,358994e9664f010044930dd69699b947cbb07f4a,2023-08-17 10:22:30+01:00,26,235,328,563
TypeScript,pancakeswap/pancake-frontend,2e4593b56491545f5248461dded64f6244eee2e9,copilot-pr,2e4593b56491545f5248461dded64f6244eee2e9,2023-08-17 10:45:56+02:00,1,9,0,9
TypeScript,pancakeswap/pancake-frontend,801df3dcff3b39f98c55e676aa62b6374c5b89cd,copilot,801df3dcff3b39f98c55e676aa62b6374c5b89cd,2023-08-17 16:20:59+08:00,2,2,2,4
TypeScript,pancakeswap/pancake-frontend,4ec175001f8d30657d38048b89b185323007e02d,copilot-pr,4ec175001f8d30657d38048b89b185323007e02d,2023-08-17 12:22:27+08:00,4,0,0,0
TypeScript,pancakeswap/pancake-frontend,6da4bb6673ad6eb374643b8aa13e9e3876c266c8,copilot,6da4bb6673ad6eb374643b8aa13e9e3876c266c8,2023-08-17 11:30:52+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,299cf46b7c54937920478bbb2c09290dff878197,copilot,299cf46b7c54937920478bbb2c09290dff878197,2023-08-17 10:29:10+08:00,6,25,73,98
TypeScript,pancakeswap/pancake-frontend,981230df0948322fea669dcb07d3129668a5422e,copilot,981230df0948322fea669dcb07d3129668a5422e,2023-08-17 10:03:20+08:00,1,2,2,4
TypeScript,pancakeswap/pancake-frontend,6437fbfbad1efce53ce21693f38cb4b57730db16,copilot-pr,6437fbfbad1efce53ce21693f38cb4b57730db16,2023-08-17 09:41:44+08:00,4,18,16,34
TypeScript,pancakeswap/pancake-frontend,580484ec400db04f6e134aa5484b597ebcea8efc,copilot-pr,580484ec400db04f6e134aa5484b597ebcea8efc,2023-08-17 03:39:14+02:00,2,18,14,32
TypeScript,pancakeswap/pancake-frontend,13ddae5f8be9b828acdbe15f5faa481df65c1a04,copilot-pr,13ddae5f8be9b828acdbe15f5faa481df65c1a04,2023-08-16 14:00:52+08:00,1,0,3,3
TypeScript,pancakeswap/pancake-frontend,14371155a813bfb5e96e680b2e174cbcab8c186f,copilot-pr,14371155a813bfb5e96e680b2e174cbcab8c186f,2023-08-16 12:28:02+08:00,19,3,98,101
TypeScript,pancakeswap/pancake-frontend,726a09484826d6fde32258a8f63ab1061e10a21e,copilot-pr,726a09484826d6fde32258a8f63ab1061e10a21e,2023-08-16 12:11:09+08:00,2,8,14,22
TypeScript,pancakeswap/pancake-frontend,e2ada6d9fb5445ea9380e16f76024b75d8527583,copilot-pr,e2ada6d9fb5445ea9380e16f76024b75d8527583,2023-08-16 11:55:41+08:00,2,14,18,32
TypeScript,pancakeswap/pancake-frontend,b61dcaf3781ec3763f20af540cd76b7b5c5e3681,copilot-pr,b61dcaf3781ec3763f20af540cd76b7b5c5e3681,2023-08-15 19:25:03+02:00,5,167,51,218
TypeScript,pancakeswap/pancake-frontend,d8742ccbcc855aa65d1c8fb92057c0a5b8996d38,copilot-pr,d8742ccbcc855aa65d1c8fb92057c0a5b8996d38,2023-08-15 19:24:40+02:00,1,1,7,8
TypeScript,pancakeswap/pancake-frontend,db8ffd0793c4c1998dc7ca5bce77aadbe3bae51b,copilot-pr,db8ffd0793c4c1998dc7ca5bce77aadbe3bae51b,2023-08-15 20:57:31+08:00,2,0,15,15
TypeScript,pancakeswap/pancake-frontend,df45d0f8a5d5c33cdd0486913d2012abaa82bf02,copilot,df45d0f8a5d5c33cdd0486913d2012abaa82bf02,2023-08-15 18:54:34+08:00,27,524,1786,2310
TypeScript,pancakeswap/pancake-frontend,d4c131cadfed12507d1e1b2dccc6e5c492f26125,copilot,d4c131cadfed12507d1e1b2dccc6e5c492f26125,2023-08-15 12:33:51+08:00,1,10,4,14
TypeScript,pancakeswap/pancake-frontend,709f8863ed3082b1497f264fc35f637d6e41c55c,copilot-pr,709f8863ed3082b1497f264fc35f637d6e41c55c,2023-08-15 12:08:26+08:00,3,3,56,59
TypeScript,pancakeswap/pancake-frontend,c013a4c334256a749657fbc2e7596dbc2571f9fe,copilot-pr,c013a4c334256a749657fbc2e7596dbc2571f9fe,2023-08-15 09:48:02+08:00,7,8,21,29
TypeScript,pancakeswap/pancake-frontend,14b69e538401fb157642b71a6c95b55ed8c84cca,copilot-pr,14b69e538401fb157642b71a6c95b55ed8c84cca,2023-08-15 02:20:40+02:00,2,11,10,21
TypeScript,pancakeswap/pancake-frontend,0ca5c67adb1886191c2ab09b6a6af03f49cea2b5,copilot-pr,0ca5c67adb1886191c2ab09b6a6af03f49cea2b5,2023-08-15 02:06:45+02:00,2,2,0,2
TypeScript,pancakeswap/pancake-frontend,9d2d1845c1953ffc7233a18b93c3be3998ad757d,copilot-pr,9d2d1845c1953ffc7233a18b93c3be3998ad757d,2023-08-14 13:04:43+08:00,2,2,2,4
TypeScript,pancakeswap/pancake-frontend,1fa68c1725095bb9ed7827533de32ae0ce0ab535,copilot-pr,1fa68c1725095bb9ed7827533de32ae0ce0ab535,2023-08-14 12:11:19+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,2cddc26e6f1adfc21385117beefb9d8a20fe258d,copilot-pr,2cddc26e6f1adfc21385117beefb9d8a20fe258d,2023-08-14 05:03:16+02:00,29,200,119,319
TypeScript,pancakeswap/pancake-frontend,6be16b2cae5c129d7bd7a3fb71f2f3977a7ea20b,copilot-pr,6be16b2cae5c129d7bd7a3fb71f2f3977a7ea20b,2023-08-11 18:52:01+08:00,2,2,2,4
TypeScript,pancakeswap/pancake-frontend,51b7b1ceb496a5bfe9c91a7b3edd4fa6475e3b24,copilot-pr,51b7b1ceb496a5bfe9c91a7b3edd4fa6475e3b24,2023-08-11 18:46:15+08:00,2,0,6,6
TypeScript,pancakeswap/pancake-frontend,0c71b1a8467b3215e972f22325657bdaf8eee80c,copilot,0c71b1a8467b3215e972f22325657bdaf8eee80c,2023-08-11 16:01:55+08:00,1,0,1,1
TypeScript,pancakeswap/pancake-frontend,8b42c2c8d98529b22869c4e230e59355f57af4e3,copilot-pr,8b42c2c8d98529b22869c4e230e59355f57af4e3,2023-08-11 14:42:43+08:00,1,2,50,52
TypeScript,pancakeswap/pancake-frontend,ca99b0b2fb1f0abd642d6ab836ec861eb26926ec,copilot-pr,ca99b0b2fb1f0abd642d6ab836ec861eb26926ec,2023-08-11 05:07:29+02:00,5,66,52,118
TypeScript,pancakeswap/pancake-frontend,ca0f90b69c59ce282cc39ec703444dc9581779a9,copilot-pr,ca0f90b69c59ce282cc39ec703444dc9581779a9,2023-08-11 10:05:57+08:00,6,72,203,275
TypeScript,pancakeswap/pancake-frontend,2f7f5e1a0e448ca870b2f7333035178906033726,copilot-pr,2f7f5e1a0e448ca870b2f7333035178906033726,2023-08-10 20:24:11+08:00,2,4,4,8
TypeScript,pancakeswap/pancake-frontend,e0a681bc68e0f1d1e82db6e48ca48ac5fd710d4e,copilot-pr,e0a681bc68e0f1d1e82db6e48ca48ac5fd710d4e,2023-08-10 20:17:07+08:00,12,14,38,52
TypeScript,pancakeswap/pancake-frontend,54d6c440e974d1c7708b71f276eb47a0baefe82e,copilot,54d6c440e974d1c7708b71f276eb47a0baefe82e,2023-08-10 12:51:46+08:00,3,2,5,7
TypeScript,pancakeswap/pancake-frontend,f3b3f72765ab7f89c80c7fa0e420d46e9f701213,copilot-pr,f3b3f72765ab7f89c80c7fa0e420d46e9f701213,2023-08-10 11:53:47+08:00,2,3,7,10
TypeScript,pancakeswap/pancake-frontend,e2e4be1df2706f0a7de69019a30523bde2786dd3,copilot,e2e4be1df2706f0a7de69019a30523bde2786dd3,2023-08-10 11:53:06+08:00,1,11,17,28
TypeScript,pancakeswap/pancake-frontend,bc811b2a4daafdae63f05486725326dcd58dfb82,copilot-pr,bc811b2a4daafdae63f05486725326dcd58dfb82,2023-08-10 05:43:21+02:00,1,26,38,64
TypeScript,pancakeswap/pancake-frontend,2151a6cdd588c70d131b6ebe396a776358eca75a,copilot-pr,2151a6cdd588c70d131b6ebe396a776358eca75a,2023-08-10 05:37:58+02:00,1,5,5,10
TypeScript,pancakeswap/pancake-frontend,8b24103b1df6ff56884bc29a678a4dd4baee7ebd,copilot-pr,8b24103b1df6ff56884bc29a678a4dd4baee7ebd,2023-08-09 21:53:20+08:00,10,191,245,436
TypeScript,pancakeswap/pancake-frontend,f3179976604fed98f7903377a701bc5caf3a51f3,copilot,f3179976604fed98f7903377a701bc5caf3a51f3,2023-08-09 18:23:43+08:00,1,9,9,18
TypeScript,pancakeswap/pancake-frontend,3ff4b6c2290c06dac309ea22d6983512cd237906,copilot-pr,3ff4b6c2290c06dac309ea22d6983512cd237906,2023-08-09 16:22:09+08:00,2,0,16,16
