hash,duplication_percentage
c532702ee773a22f3eb86ed707bca572c29f6f0e,14.79
54f8c53b8b4b3a0dfb264f4976acd49fc411f88d,14.79
b86d90d1a1fad098705756d038ae0490939a1d95,14.79
e1c07ffdbf3c69da1a08579991e1760024ce3261,14.79
aa1d97c506805eae680969d3cefc0bd157907417,14.79
110684be7dc1407925767dbe04e9b3042f224efd,14.78
604299ad6e84507f87f5e572d0a6361fa7806ec7,14.78
c899962c860f6e9d4aaf90ff66822a21613911fa,14.78
cb460338cf3266ab76580d712ed36cba58b9e544,14.77
b5aebff8e2c2ff8fe787e19ac26c98bfccf82b4c,14.77
6d7164a7f1da05a8030fe3038454aca763b61428,14.77
b55d361f24ca0a2fd76e9d362958ee2df37674f0,14.77
c2b9a9d2eaee951e19203347c68384e2b21a7ef7,14.82
fe60a1bf98a766495718f81888c35242429bbffa,14.82
31aa3e10e468fee3a5fb55d011311fda717fd2e9,14.82
bbbdc3f2a41db0a56f7446b83d6ddf142478476b,14.82
6e00158386ff0441fd846a45ada8ce4cbddf3bfd,14.82
91ac5fc199048f386b96542a329c96edea3e3857,14.82
f1a89281289f97f104830b3ef30815794affd7e2,14.82
1e52b7b8288fb61f492e4cc1f21bebb87fa5257f,14.81
4d79a18d910f63131ad5295bf7d73282e72bf7c4,14.81
bbbf765e66abfd667dccac54ab31c4df32c53b94,14.81
ac043a0c8941a39c458427066dd2628846a80a97,14.79
c1e06f5d3822e683826c23e32b5b73800f81ce23,14.79
87261b3019b68564330bc01fd231fb8e497b03d3,14.79
7bded0563fdbffe59364832e5692bccc70e6b667,14.79
56964b1d61087a6096e76c1036d9a75c5fd82859,14.73
9373d22892f1e9911163697aa95caf96b2981f87,14.73
a69adbcedb24f9426319e4c05678fb99b029d404,14.73
b8b4fee637f97348678dbc6a42d4820a25429820,14.73
72579ce8217a477a972bfbfe435294733e0af699,14.73
1e63420e14e6e45e537cd1f67a1217f37ecefd19,14.73
22116332d17c59b375796cc9d400f61dfbf31276,14.73
4d0f8cd92620e44035a55b89dd4d607f68548dd4,14.73
97006ed82bdc0f6a2e2c1b8585debcf4ab421783,14.73
e900cd312413268423372398beb96becf103cfe5,14.73
efe8d9919db78c0d0d27b1b8d2f779c503a62ee9,14.69
e9ce73fc62c713684d365145b1bd5bd573d7aea0,14.67
b4fd6bfec18f60bcda6d24aa36ab7c52e05ba8ba,14.67
8f6294c0ccfcfd393127b64636d48bace092ce83,14.67
75e481cd4764fb17bb8bc0384507aba2655056e5,14.67
3f0939d44c52a1ac953eccf92edb43e258fc9795,14.67
94a73a5361ceba8dea31f3d6b7acc433f985ea9b,14.67
3fc950c0ae99f2b26bee5c079a22115be24fb446,14.79
9efd3aa6ec2b08ec22bfc893cc1aaa62e4c23360,14.79
1c0b6f3f4e35a7487edb4824744dd360f5caf47d,14.73
bc04b7a4bb319423269f9be2eae7a2f35fc429d4,14.73
21de8f68a5205f4d55792ebfea5eab08ec29821c,14.73
f5b5d4943ac18b2963d1fb62cec11dd8af27588c,14.73
8e3ac5427c354c3ba43ca14fe0807b526a910b85,14.73
054198be0583dee8350887ef09792cdd13a19134,14.73
418a6acbb6cad8d350542e2095114933b78b1b58,14.73
347d915223383988918b6e9c59c879d3d6ea0604,14.73
28fe17f28c20aff881327704aaf15d696efbfbc0,14.73
538737be34629bab196ee1467d6211a288367601,14.73
3491d3a783ff4e9f44c460f2f7828d0b44f706e4,14.62
b942d2a2b6d156734190b555df7ae5aecd58711c,14.62
608a60bae6f76a7b2de302a0fb52a67fdd9337d1,14.62
8ff7f2629dbef72819e1533d8a648fb5069a9ebf,14.62
bed6efebac9d11b0844820c756d9ad2767a3400b,14.62
d613d447764fd5e3799f1e867efa401a323caa68,14.62
08c59ef633d61d0ba3e964d0316aaf1da0a7ce13,14.62
5edad7c9180dc042dbee64590e809bebb8a42e33,14.61
1c502bb1802e7ca62dc77cc3ee7ca2610535e267,14.61
da48e07ae897ba5eaeeb842c52312038c798d14b,14.61
4af316d5ef5b744d70990882560240354b4010cd,14.61
57e87cfd56ee293cbeef20222a469a578325ae3f,14.6
c3b00134c756413b239daf1b2cbf0f701cad5092,14.6
7ba77958ea13da1c496c4168e2df97d2f16272d4,14.59
8220264a22ac467ee85ad13eb1dd1e63f690ef79,14.6
7eb8e5849be9e34134eb5d5c6967691114042e23,14.61
9c842a3d5f3075c15f8ce33fea8b7a87fb12a8fc,14.61
dc338d60ece73c55cebc990476bf0c38eb596caf,14.61
05f4068f9334ba37442e5091304a35eb543f6f19,14.61
ac7bf5da45b61735b3020760fdde9d3793eef3cb,14.61
64da4d28b396d43b9db6573d1cfc2f6c06730eb9,14.61
795786f42b0d0bf86259c922b7a9f46185e7916b,14.61
9f8c3727e0bb02b5c52b032dc48000a3f4b6562a,14.61
738a9f281f0ef214d0124fd022d739efaa8e1480,14.61
35d6bb8a6d55bae19d6725a53ecc185553fcdf98,14.61
de729a4a0cccd97a0a15baf55dff7cbe645d085a,14.55
cd61bbe3f402f891e644eb66bc92abbff389de58,14.55
9bfe0238391bb41c9cbcff70f6a6b8f257016515,14.55
5909619e3b4540f860d8e553e7ebe347dd17ef56,14.55
8a07a0edccedd0f5b54299bb4556e58241659a04,14.55
6e2417fdf66af671dbb7fefc64918db8cfb41173,14.55
5a137be3d274f1f0caba407376482e8487e6e9d1,14.55
9d5379645a840d0e76dcbd22315b0e8995161896,14.53
cb0a7e4046408b167d554aa0426d81f45a4aab3b,14.53
3e8adee97e974f52d0c3acb01d29dc56ceb7b0f9,14.53
709ed8ec7f52479cf322ce33d12b692e14e6f083,14.53
f7c7bf31331d475a60f1aee7e9daecc1b34b46f9,14.53
a37f84055292c5e1db0a85f7fd7fddee46e8c87f,14.53
0d9adb5e39c26be9441b2592cd4dd4142a4dd3da,14.53
a53f5bd4a9dc5e19004da132d5feb463b937e96a,14.53
0520111b3cc01fbec59a6e2b9bab7a8864f47c62,14.53
65ec10849ec5f4ebaa60719b9999b082550b3995,14.53
201450b0461722a673c3a243bd63960291c05e6c,14.53
e3e82418eb68c4af242f2832138e7c3deafa591e,14.53
85f4636ccfc20d3c7d4d4ebb52f635b9c08a3b61,14.53
7dfe6d17f0ae36f5d95e485c9df129c1b96f3b61,14.53
961b971deae96a1f84b9eaea33857d668792a408,14.53
812f87ed42c48fe543a4dd707da302af002c99f4,14.53
8a7ef0d4ad510f4068e08b65d48f18ec3bd2e6ef,14.52
8e2c5fb6b315945b62ae35a110590020d046e033,14.52
7eedf976cca9b359a14ef3d4feb7ac97216ef0b8,14.52
676956aee14c147336ffcd991264fbb2a6bcbaf2,14.52
7ede618f1632938d1f0786c81eac3f82acb7d921,14.52
1e6d4ffd26fb1cb27b86de074dec7f1816b58fcd,14.54
2f8735effd21a0be36a58440e46be0596c96a3e3,14.54
93d243d715a29f49dc02b661c93007441e1878f6,14.54
470a71638a2d312d7424bae65d3887b1d1ef89c4,14.53
033bf87f7f6cf5469bbcdf7efa31feb883ad9202,14.53
2ccb6e6acf3f6297d1e49be851cadf60dbc8fca1,14.53
39a8f600f733398976aadcee22fd044f4369fdf4,14.53
e9e1426319a9562627085c264168537b56919b74,14.53
5adf16c55ebf9bd8610bf6d195f93652502d2cb8,14.53
4fbe599624f0da34c4bc01bd7515e99eee31f0d7,14.53
875bee488531d674e117391411a7be6c0fcfc892,14.53
543a17c082f9ad6ac88e350ce1f5a519b693bbc9,14.66
5d84baffd67d6554f561e9521aa0338130a1e2b0,14.66
02c3c58c21df1226e03a01196f5b6411ba9253e5,14.65
2d355d6a94f1df895079d335f6d1a43fde36e5c1,14.65
16a0d854744819b3d83a8c272e3b7d6554f3ff5a,14.65
54b4b660d930a1c0d4d80b0bb7b4a30d0d7a5f9c,14.65
20d1624cf0f14d36f90c2812a6d4ea8d53a026d8,14.65
f36c0657626927e69597ae95dac9c95ec292b2ab,14.65
e04045f05bb176fbe166f325baaafcca1c9128dd,14.62
43d88105374f40f42a3a18c1b425c349a7314a1e,14.62
8d6edc33f6a052a9b07a4dd9467f1882c4fea58d,14.62
367fde85bc936f3b5497a6e3fb48b391f6ca4ab6,14.62
fadd9ee1d9c7f447f8c6aea775eec286ca9a95a5,14.62
0e8d20d1380064faccf18ec4a5c19e1246b96a9a,14.62
d4d94b9f66056faa80812efd379bb7139f173dea,14.62
fab48b6835c3833b469f4085b89e15ac44ccbeeb,14.62
0b04c3d4c4ac2d6dc0ef8e11c1e4888b68fab568,14.62
21225102709cab3d2555f179b65a2e67faaed2c8,14.62
75934a3c7b4abb43e24cee5f6f54b8198bd0d90f,14.62
479abd41dbaaf84d76aea7ebea464831b1185572,14.62
c6a2a032f97f023fe760a38f16d1eee119cca930,14.62
fe47df7fa0eb7798adb0b22e4560924456446ae7,14.62
a57565920f0878bb69340a0cc31ec38ade63c288,14.62
f0221f04b9ee7780d36d3ac7cb6063aef742722c,14.61
1c3be5b594aca1d3f643bf56974dea1bbac6a640,14.61
99634da91669c7134c06bb805c200ccd331fbaa5,14.61
9587f3ae27ac97052dc875c011b45a6dc9950574,14.61
9cf5f065b981757f2cd2d97253c11d3b7bc1f7e5,14.61
fee70a0dbb88232149323b284562a4b35ed3f6c0,14.61
c305fd8f1c616e7e3f289d72e3a5ad4d57960f6b,14.61
ce09c238aebd7e358a736cb9f661e96be629c050,14.61
d7ffa1a9126f3ea81a307f1ee7e370bc90264274,14.61
1f71a0991d81b19b41a22a265f840ed7fb985be9,14.61
5800bc734de56995b2615a070c14a392977fa74e,14.61
63923e852bc921a73d17fc302cdd6f911f62aa34,14.61
bba140a9e82534e357de1f5114e8832634aed6e5,14.61
5ce05aacb77efb58b32da95557dbedb275cef28a,14.61
4fb7dbcd799ce99417927944bcc5d01e8c3d60c1,14.61
58eb4413670f968fac2fd39313162ac141d20933,14.61
f8747a646d705019970b0ab3d6a09197a794a55e,14.61
c7a39f7fab8e8ecfa172c968fe33b15b9b6bf6df,14.61
81419a6a64747c8f7886e1c02d2395d710fe6f90,14.61
06779b312a367d93b14a5f578faa24c62d68c0e0,14.61
a890b2bc01a3579015722ad18059fa35e742b231,14.61
0e54bf2a8f3a1a987a9bb49689e186ff9a086ac0,14.6
cf0b6a4e1b5a095b595b45b1e1cbdf556afc41f4,14.59
b7113f38f2049f548c894e5801688dc049f6a3d9,14.59
7a8eb829383be20660a3b9525dfd01a13c34d618,14.59
c48dc81e178c4eb8feaf7b671c56badf69b3b16a,14.58
a2d78bf1bad62d610b51ae2b8c7e71abd9cb4efb,14.58
e2619eb8a33663735f63a6eb180b749b3826c4cf,14.57
67e378a5182a529398d833c9f60c59e871c495ad,14.57
2d456e549a1c496171c914f51f73eadb02f1c84d,14.57
69bc6e461469496495aef944fe8a46073123cff1,14.69
096563d29e62547a7af915c2c7faf24a716a4c73,14.69
29f147ee875a04f159013386c3a2516c821c473c,15.06
bc7bccee6f2f038419363380ad4bbf336aeddcfb,15.06
d48fffbd04a5e2e181222e8629b6d802edc2f8f2,15.07
a2759a28284926193b88e966ca6714a5e8a6c187,15.07
23730c9d0975728d44bc45e3daa38150188a1b6a,15.07
8f5c76e7ca5ad5044fa056972c0dc1751c6dd9e2,15.07
04317be3a78e33b1d7aa65af9a0414774bdae592,15.05
8398ef6d10519e490ab9879235cfde18dbf30e26,15.05
94070623ff42e77ee0b31acbc326af6790ed858a,15.14
309a3c99857128eb69da8f6fd8c6ba0813ca4502,15.14
88dde9a4dde818bb588f7940b857e11c93bfacca,15.42
f5689bc769bc605a4f516ffecf34fe936417024e,15.42
f8caf2b3f233da450ab392510d5249d826945e43,15.42
e49e9904d4ddc2a7d2d5dcfe2b77a974997ee3ae,15.42
01459750d29357a60066d81f1e3026cf6abaadb8,15.42
e0d45534dc7be3605052d4902bf927aef29bf7d7,15.43
15058d7cfbdef729049d1c76ca8eb1f7331fc288,15.43
310c4239f958473eb778ee8d215f32085372a78b,15.43
09b572efe3ed7bd7329c0fb2611a8fd3cd02b64f,15.39
c425f9f7d21c948740b46606a22007a1c5d9258c,15.39
b16ad558ac4574b8754b1ca978c46108fdf1e74b,15.39
231b7990a586d2c7ec7119dfaef42026f8d84529,15.39
b26257492817795ce98da1f281a0f6c65ae6995f,15.39
e10c64491dc8e141db80b6340aa2dc44befea5bb,15.39
b0f5a788d52f277eb792b65f2a33806dfe46f41a,15.39
d46025b822a3a6c779c49b77bbbcd77cb5b99c36,15.39
57490c46507f5bf2f8a1dca2cae704afb88dcb43,15.39
a79b1237eebcd048e94585e2765ae508336feb31,15.39
72efa6d108dafc3059f6c5ab295920dac10e1d86,15.39
3a8a6fd6c6ac0109107f89154c8935220f80f502,15.68
1df5ce74731df208a8a8c3314abb1725b1998f3a,15.4
32cc94304a7a42f2b598de8b6289a507865e2050,15.4
02787a971a378f5b7b8acce20ab42ab3f7aec014,15.4
a1447c27aa8cb5d8fd88106dd9b606dcb3eedef5,15.4
7f7cd25de38a89308a67568ab5c1943bbad3e92f,15.4
f13f0e15ff1b035a04289e3c6798915b0f5546b2,15.4
3a0183eefa65cfb10f93068d05be4bd1bd437c67,15.4
94858806e4aa00748c72384ad4d82de51edd466c,15.4
c1e29e8c78b86f135e892461eea0b9c71a874e4c,15.35
4fd9fe178c065a66dd5cb6be991f6c4e91951ed1,15.35
b29d54ec4c30a4f787967fe473972fb1baf2ef86,15.35
9451be89347d993c8fd9958a04ff8b38acccf070,15.35
a152dafa7d177d993642de4c6a0797fa7bbf525c,15.35
422a2df91989568479fc77a2b24eac387478b6f3,15.29
39d10d4778793e655ccfe29cda525306ce685c4b,15.29
58b69798f307aa3647f6ffd7c4effa48ca32e383,15.28
fb421705a5e7d58eee9df3b419f80369ed9e94fb,15.28
b4136ea15c4da148493fe3fee1a8581bf766aa31,15.25
de92158555a3c767ba4f5afbd65d8a62a12a8e90,15.25
38af276c8c7f313a6f88e2a1a4fbbd8a0f6b5124,15.25
edf6b7e7b6814ef72fc92855f372b84b53f27490,15.25
20e76b054464e9495f06517e8305e0a32d13e7ad,15.25
3c96155aaf7ba1265c703557e5b2a02668cf377c,15.25
63a28d899f6d67bfc329c798842aa23c5725a684,15.25
62d80b9dcdb83ef731234b4b5975e113e23ba902,15.12
f88d9d57cc375a4f2c9fac8ddd0071ec34369db2,15.12
2fdcdf44212ac903529e5f335cdb45fd8dbab6eb,15.12
a3caad378ac5abbac4b06b4df76806326e28440d,15.12
439dce1285088eafba517718d6bc6ed71efacf1b,15.12
614c794d310f162c4a9087df632e3507579fdde0,15.12
25f243e8b0e6c96b117098ff47942c789ad1aadc,15.12
d7bf02ea60f3c4a4edd4122d55903f51e40a4b61,15.1
4ad4d1ff07bda7dba3b7c20619fc328bb7f6df20,15.3
b45ba6da408fc3161e1a5ef60e5edecd801fdb5f,15.3
552f373005d4969ce109e8ad8d3803f4ffe90535,15.3
c4e354f5079cc0894f8053d1778dc11b8c9b7649,15.3
21938402cfdb5c08fe95b7ad2e82b7689ca4c4e5,15.3
72a60f1b60fd57ad0cb22c7ff3e571bedc188353,15.3
6d933be53a0d4e66b707185bdb3250b022610bed,15.29
a6a2d7ece27a5de17c5ad2f8ffab053d0d6b16a4,15.27
fda839be4d42df50e6bafb655f8a0ac52788dcd6,15.28
ac2a980e739dcd5a137b1f504d7e1399066ff4a3,15.28
3b2d366d7ade5e1e26f9f7cd10d45e7d59f6a2d4,15.28
94ed7c438ff0f2c9ac7260501da708ab6ff01930,15.28
7ce578f51c520c6721df8bfc100a3220203ccf88,15.28
b2ed21259d7256961ea5859cfbaa762490417627,15.28
6b30354d700aa0c3f8b830571107d2bbc071d7bd,15.26
17530142bcfcfff3c84d22919b06318377a3b6bf,15.26
291979e0265f6432d615d897af87bdedcb94b835,15.24
c5f99b816aa82258de32f2f94ea7f569ff068698,15.24
4857e8e2d7ea8aed8b0d67d154aace80de1cdc7c,15.24
76b1e3aa1cfbbcbdad862bf50db3addee664321a,15.24
6ad3b67188a5e22a8831dc9ca92d21fc31001189,15.23
7cab10256f09b5c8d82d525471f948fc1baf12b8,15.23
67f1dc854cd334989bf3ee942649f52409ab2b9b,15.23
50cd4436a17e13612cb2bcb022af25e34932a470,15.23
a5b0bb6c449c7674dfa877fd98fb67390b9bf373,15.23
a1ec12d307e4b2e66188ecb643b33dba6ef18622,15.25
b69b10baec8b595081950ad4e99a243f9e2a1e48,15.25
7bf73e64453f3c79fd32e647c991a6b508f136ef,15.24
054c7fcf03a855d4bcea44241e89ef4a09a4a81f,15.24
d0218e3a2305a5ab83a1f923e88d2f92934a8978,15.24
ff9f301ee2f3d5e607f1e8f999b83aa6aeb3f83a,15.24
41ad009ff71dda6428ca7d4061a8b5a970a98c76,15.23
e040970e5f2d5a9b4e37eeb33e93101547c9a352,15.23
cf3046c803649c9eb93a2a595135248d97be6fd4,15.23
ce3273701cda0406b7cd4e14bcf4fe1f1c6479b1,15.23
fd7945bb42747cc40ab3b3b51d0219ac40e4ee0a,15.23
9378499e01150d45db18984ec20dbed4130d9499,15.23
b7e246cc133505f5748abe50f1d8b35330be5eb2,15.23
048bd548c62447e8b0ca702efa3391f8ee8d7767,15.23
85392364ea29042fe345d5ea8eea757c2a33e900,15.23
518a2a39c30beaf023c7763d232fffbd79896de6,15.23
ff4f6fe912b2cd70e5486b44a59cd8e5588abc3f,15.23
5a5566cfd8464681633e798544ea9a5deba17fe8,15.23
a0b374d31e7c95ecc120a28082dff8924bafbd6b,15.23
7eb7d516aa8721b804f5fcb19f78617c2b23efdc,15.23
55d301139605f421f19546c34c72cb11b032804e,15.23
4671fa01abb47c7d627d35afe04b59024a02e8c4,15.23
5cac93b2e964f4602e610b3866c5fffc691994f5,15.23
2ca8a0aec0856241a9d5a5373fd4d99fe6607019,15.23
ad5b0d80ae03cae572383a3c6aeddc9a92e49491,15.23
6f6474e8b473be198a17977487bcddb450902c3e,15.23
e4a2bf4b42c20b26c9b67a51de3c5c5ba8caf89e,15.23
4de5b5077cd32932ef357cd4417f11f479b1fd89,15.23
032c8619ff15421843dd30ea9385653c13bfec01,15.23
89dd3147b7926137014febcb390e254c0d97679f,15.23
1be2fb737a99baef2b384a08622810a69e771422,15.23
b525f12242623d52054540711d06e9d60409631f,15.23
56be5968da2d7671ada1025a1b28b9a0d807d7b0,15.23
5cf6af8e1dbc15e1460bff95e5f4df2d3f71f3e5,15.23
3ac65d5a7076015e7aecb6bb5ca7c2e0940079ac,15.22
6931cdf98707a25630db71a5c3d12ffbe351690d,15.22
13f6f027dafd9a7c352539982a185b906a1b1878,15.22
c43dee099accd9344c499b6a2dd15e2518c4ed02,15.22
3287f2021ff320126e02e52bd501375dcacc5ec9,15.22
9465ccde1fa773933eb154bf54a47a677f9e47eb,15.22
8d0ef09023d2a3c0b36bb21aed3c285490e99ea4,15.22
8df55f1b703ace9f2996d83d96d82a3835f0dbd6,15.22
dc4184e14bf4344ec8d6b2b999f1523b65e617b5,15.22
89837f3fb310b107da6d418cffde29f3302daf63,15.22
e8220bedb5eb6c3d666e2fac2c5bf99b87f11e0a,15.22
e078f0becebb756447c6c021e7c3ba1a092dfe95,15.22
58d2b249da7e61c8f4937d1910ec61331a130c24,15.22
a2ad52eef4c28b636623a1c9da0967a3361f86bd,15.22
959fbfa075ecc0116935c0c192004e1d53c3a8c9,15.21
fb8494616161cc70e0cf003bbf70ae5b2f3b395c,15.21
118cd7afbbfe84862869127deea4d82bfb4917b3,15.21
bccd968664c20d27a01889560f8f8ee616513a75,15.2
8c79e26f6fa12a168f8a7a2214da1883249495c9,15.2
e7f381edba9569c1a74b49cd0208784a66ada8b5,15.19
7cac925ed66a7a2c265f894c8a973a41ca53b505,15.19
8172f8830347a5f153908429bc8798ed4044bc22,15.19
8f4e8deb7a253ddd173f441c84f71f0087207a23,15.15
b7551ef49383ce6cbc01197982857d5128920792,15.15
74e5f7a67eac9e9673b1cbc2e74a43fcd49bf447,15.15
7816fc8c37b5d10351074150f47d95b7a613e031,15.14
1638105655966bc8c503ef492bfb5ecdc37cf81c,15.14
ca9ecf07d2be34fb5a3923b9d0c4f08113172967,15.14
98acde79afc4133928b2574ea29c48d7a442ce75,15.14
738c749d1a3a5b485db399b0cd6799f56b3dcdb7,15.14
69907518bbb0b330508dd120e45b411a7b31105f,15.14
b33b6d6d12beabd7380cc51a9c999f2e14989607,15.14
7147d27fad7275e764089d203eeffa531f476e60,15.14
63cff538e61e800659a7bda4f01e4f03f322c21b,15.14
1b812af890229b34fe20de018bec4412441cdb27,15.14
601c96215f75ae4f57f73969f9401a2ce190725a,15.14
23a9929c1afc9d2093bcdf2c0fa79e8fb780a034,15.14
6b6291b6c432b36529229847f8276076a26b09eb,15.14
8597102007615b19b60dfc02d7e9282918267bd7,15.14
75b8f1110df81763ca175f0c44dceb5f112273b9,15.14
0403dc73e46ead0d2770928985c1b9215e063313,15.14
e5fb0ededeef8496aa0ff48026c613225e25eba9,15.14
5ad04ea4801ce5a98901cb07a723a7465891b622,15.14
9b9b457ff0882c0c273680da4389d2afdbe6cc6b,15.13
323ce3166164af6bce1c97d3f59fea939a984099,15.13
c9a030c164965e09c1dd8b7cdc94bf04488f5d0f,15.13
2d82163b27d369b34eab317833c92c809ab46f1e,15.11
14e23f304756808aed09a98df23c847da6a41e8d,15.11
16e81905dd496ca64f5f70c091099afde5e7bb22,15.1
feaf56ac16f532b6d8dc67b4fc9fe6cb310bd668,15.1
4d0f52573a5f7810339f2fa60205999fe6d3743d,15.1
46450040cffe071efee10b9c868538cac8b42b4b,15.09
5edddb64aa67b8d0c7397d1fc01ed0fd6666a041,15.09
f83fa9fd804685fa3c0c4cc1aef3f1b873958286,15.09
1ad59dbec6e4955843936b4aff00ac303f32acc5,15.09
1b367b88c289d1905d0d99c2964793a45f13f99d,15.09
c26f21d926871b10a645a964826bec38c4c35f7c,15.09
0aa360d43876bba5ec81f767ae1d63af989f0015,15.09
f38ff52ebbf44f0492a329911dcea896ba28e46d,15.09
ef50410595961cb1a0e817741c18c3ca54816876,15.09
abfbf7eba522deed775ab80f392c2f1e79b3d30f,15.08
dffeb4683c039dec4907b15a13689f01d0a34b87,15.08
52100049f0568c6889b319169895ee84f5e53e83,15.07
3a3563e78cbc489bb4f574aacfad6a189c2c3f45,15.07
f45f7ae08ff9cdbf6f20121df62b4d412f18e7c2,15.07
f41e76f37e5f5d6261b64a5c19200c46988c36ff,15.07
6a03f787ee47ceb55ab7e79fd762668c4d2c0f16,15.07
e0502678c93277087b5c0144816e4932dbc3f789,15.07
03aa695a0ecb36ab4f37dfbaa77128b752c477a0,15.07
dd6c02d89bcdbf579451da44ae5e8654aeaed6d8,15.07
669601f8761c6de6cb23c38d3e690e53689b9742,15.07
2e1808deff7a75235e077bfb68fc58bb308387a5,15.07
dd175cf9ed53084760bb49ce0ccaa8484988ec14,15.07
c9cb0887a5bf93dcfe9ff29d50ce92ebef071e05,15.06
f7b27938cc155abb61365b25b361f204bc4e186a,15.06
bc645d559219da1237bd7ea9bf5a5aea648bf860,15.06
136e6fe6c181858ee3a95956a02a82da624a7c82,15.06
5a05aca4a3d7cf38cb4ba9b20d4b6b103961dd62,15.06
8ec1ec28c24406eeee887be86383b3072c1e2a18,15.06
389303ecbf9bcfdd1daa7f3b90ee6479591e59f0,15.06
7dda8767d06d3195ceb98ad9d65906872913a857,15.06
0a8140f850f8d683ede7bc202e684e082752580b,15.06
dcfeb014ebe476567eb664513ab161437fc56f2d,15.06
ac2da9d2eddb3bf458bbbc20a165e980a6bd0613,15.06
f97d36d08864ce96fb9950fc897f62e595d2a30d,15.06
d538d3f144f4c63a1932cbc1696b3fd935a59c59,15.06
5e576ca2759cd734fd40f0929ad4b3bc9555ef17,15.05
5dd683fac8ef4c351329a1f3952de162e5766027,15.05
41352cc50325e6187b1036348bab494de769d480,15.05
1b2cddcc978247b03b801f0e19101b7ecade6529,15.05
63dbaa82eda0be458c865115c6a00501eccabf84,15.05
1459a007e90d8f7f594a1ae49c20d2bfbe843401,15.05
cd192046edf0096a409e6391ffc181040599a8e9,15.04
d7542db7f65e85fc9fdaa0a1d584d6d5209ed9af,15.01
d6ab67bcf507a0c4bc75c07562511dffb665ac46,15.01
5d2dd2f38c184d706a0c3e20bd3869b1eefccb07,15.01
cbfc6ea2997629cff90a04975e45a8de3374d2c1,15.01
7dce720522a0a06f93b4e216fb1dcab6a6ec4e72,15.01
0c229c23d45ac2d0ba332628e0a41e374d352820,15.01
356ec05f6375bb162cb58c0589a7797db627b3ae,15.0
d57fc745dbbdccdf639d2c6562c85c6ff6db5c67,15.0
90e71783a2100b9a131d2da330bf3f6b1350159c,15.0
065e2daa3deaab11633e7291198bf7968e2a5990,15.0
7916a1f947513c42441f25006eff831d7b10f6c7,15.0
cc6b537220713ecdf2792cbd489ea972d0cfa099,15.0
d6bcba332ad48fc3ce02602fe1807528f29b2e26,15.0
4bbb2b866cdf81e68f04a6a2e4525658d4bef9c4,15.0
0075672e31420b7c4e14181dccac1c6815be3ec5,15.0
