hash,cc_before,cc_after,delta_cc,delta_cc_norm,n_functions_before,n_functions_after
63cff538e61e800659a7bda4f01e4f03f322c21b,1.0,1.0,0.0,0.0,1,1
1b812af890229b34fe20de018bec4412441cdb27,1.0,1.0,0.0,0.0,1,1
2d82163b27d369b34eab317833c92c809ab46f1e,1.0,1.0,0.0,0.0,2,2
16e81905dd496ca64f5f70c091099afde5e7bb22,1.7543859649122806,1.8103448275862069,0.055958862673926246,0.004304527897994326,57,58
4d0f52573a5f7810339f2fa60205999fe6d3743d,1.3333333333333333,1.3333333333333333,0.0,0.0,9,9
1ad59dbec6e4955843936b4aff00ac303f32acc5,1.8,2.0,0.19999999999999996,0.016666666666666663,5,5
3a3563e78cbc489bb4f574aacfad6a189c2c3f45,1.6923076923076923,1.6923076923076923,0.0,0.0,26,26
f41e76f37e5f5d6261b64a5c19200c46988c36ff,1.0,1.0,0.0,0.0,2,2
669601f8761c6de6cb23c38d3e690e53689b9742,1.0,1.0,0.0,0.0,8,8
136e6fe6c181858ee3a95956a02a82da624a7c82,2.5,2.5,0.0,0.0,2,2
7dda8767d06d3195ceb98ad9d65906872913a857,2.6666666666666665,2.5,-0.16666666666666652,-0.002564102564102562,6,6
dcfeb014ebe476567eb664513ab161437fc56f2d,2.75,2.5,-0.25,-0.008333333333333333,8,8
5e576ca2759cd734fd40f0929ad4b3bc9555ef17,1.8333333333333333,2.0,0.16666666666666674,0.013888888888888895,6,6
5dd683fac8ef4c351329a1f3952de162e5766027,1.75,1.6,-0.1499999999999999,-0.009374999999999994,4,5
1459a007e90d8f7f594a1ae49c20d2bfbe843401,3.0,3.0,0.0,0.0,1,1
cd192046edf0096a409e6391ffc181040599a8e9,1.0,1.0,0.0,0.0,1,1
d7542db7f65e85fc9fdaa0a1d584d6d5209ed9af,1.0,1.0,0.0,0.0,1,1
356ec05f6375bb162cb58c0589a7797db627b3ae,2.3333333333333335,2.0,-0.3333333333333335,-0.041666666666666685,3,3
cc6b537220713ecdf2792cbd489ea972d0cfa099,2.25,3.0,0.75,0.006578947368421052,4,1
4bbb2b866cdf81e68f04a6a2e4525658d4bef9c4,1.0,1.0,0.0,0.0,11,9
